日期,股票代码,开盘,收盘,最高,最低,成交量
2022-12-02,688041,42.4,43.25,44.5,42.31,9510821.0
2022-12-05,688041,43.88,43.65,44.17,42.92,6706085.0
2022-12-06,688041,43.15,45.07,46.5,43.15,13244351.0
2022-12-07,688041,45.0,45.2,45.74,44.58,6987422.0
2022-12-08,688041,45.0,45.28,46.15,44.6,7556530.0
2022-12-09,688041,45.14,45.75,46.77,45.04,12336370.0
2022-12-12,688041,45.36,46.21,47.35,44.95,8902193.0
2022-12-13,688041,46.03,44.89,46.33,44.8,6796636.0
2022-12-14,688041,46.42,44.61,46.65,44.6,6806794.0
2022-12-15,688041,44.26,44.24,45.63,44.12,6114217.0
2022-12-16,688041,44.26,43.11,44.26,42.85,6226726.0
2022-12-19,688041,43.05,41.84,43.28,41.6,4817118.0
2022-12-20,688041,41.96,41.83,42.42,41.43,3675107.0
2022-12-21,688041,41.83,40.51,41.84,40.2,4578371.0
2022-12-22,688041,40.8,39.76,40.96,39.7,3739417.0
2022-12-23,688041,39.6,40.08,40.38,39.25,4174819.0
2022-12-26,688041,40.08,41.2,41.56,40.06,4632977.0
2022-12-27,688041,41.22,41.33,41.7,40.55,4279635.0
2022-12-28,688041,41.3,40.48,41.3,40.32,2904206.0
2022-12-29,688041,40.6,40.6,41.13,40.08,3400797.0
2022-12-30,688041,40.84,40.12,41.18,40.08,3035871.0
2023-01-03,688041,40.8,42.02,42.45,40.23,10156035.0
2023-01-04,688041,42.15,41.05,42.88,41.0,7127159.0
2023-01-05,688041,41.01,41.47,41.66,40.4,7097100.0
2023-01-06,688041,41.29,42.37,43.43,41.01,10236740.0
2023-01-09,688041,42.38,41.99,42.96,41.24,5645296.0
2023-01-10,688041,42.33,42.21,43.28,42.03,4760041.0
2023-01-11,688041,42.16,41.49,43.04,41.43,5411156.0
2023-01-12,688041,41.53,40.71,41.59,40.63,5112671.0
2023-01-13,688041,40.86,40.62,41.17,40.2,4229160.0
2023-01-16,688041,40.4,41.61,41.88,40.3,6798306.0
2023-01-17,688041,42.48,41.8,42.8,40.3,9272945.0
2023-01-18,688041,41.9,41.99,42.5,41.13,7488689.0
2023-01-19,688041,41.75,44.9,45.44,41.74,15061008.0
2023-01-20,688041,44.64,44.98,45.4,44.41,7104606.0
2023-01-30,688041,45.3,44.2,45.6,43.98,7953849.0
2023-01-31,688041,44.1,43.01,44.47,42.63,8731889.0
2023-02-01,688041,43.11,43.8,43.88,42.86,6521100.0
2023-02-02,688041,44.22,45.78,46.8,44.11,15271859.0
2023-02-03,688041,45.47,47.68,47.7,44.75,13827056.0
2023-02-06,688041,47.77,49.1,50.02,46.38,22382702.0
2023-02-07,688041,48.4,49.66,51.51,48.19,16643405.0
2023-02-08,688041,49.99,47.23,50.78,47.1,12611675.0
2023-02-09,688041,46.99,53.51,55.3,46.46,25652346.0
2023-02-10,688041,53.0,50.59,53.5,50.44,19174837.0
2023-02-13,688041,51.0,52.52,54.72,50.3,22827718.0
2023-02-14,688041,53.83,53.17,55.36,52.49,19995512.0
2023-02-15,688041,53.16,56.21,57.01,51.37,25229176.0
2023-02-16,688041,55.03,51.5,56.68,50.91,25265968.0
2023-02-17,688041,51.2,48.43,51.96,48.0,18698443.0
2023-02-20,688041,48.51,51.9,52.48,48.03,19512588.0
2023-02-21,688041,51.18,49.99,52.19,49.01,15347519.0
2023-02-22,688041,49.5,50.17,50.97,49.01,10058181.0
2023-02-23,688041,50.32,50.18,51.43,49.6,10337473.0
2023-02-24,688041,51.0,52.03,55.18,51.0,26321697.0
2023-02-27,688041,52.03,50.48,52.69,49.6,17493609.0
2023-02-28,688041,51.6,51.88,53.35,50.3,16999869.0
2023-03-01,688041,51.4,53.5,54.4,51.4,19242737.0
2023-03-02,688041,52.98,53.03,54.35,52.51,14756757.0
2023-03-03,688041,54.09,55.31,56.66,50.88,35490448.0
2023-03-06,688041,54.9,55.39,56.99,54.22,25829321.0
2023-03-07,688041,54.75,52.26,55.28,52.18,17592305.0
2023-03-08,688041,52.31,53.16,53.79,52.25,11641059.0
2023-03-09,688041,52.88,52.89,53.94,51.73,12756681.0
2023-03-10,688041,52.5,52.35,53.82,52.35,12375061.0
2023-03-13,688041,51.99,53.55,53.8,51.8,11540251.0
2023-03-14,688041,52.97,55.0,56.0,52.83,18935935.0
2023-03-15,688041,55.41,53.63,55.78,53.5,12214280.0
2023-03-16,688041,52.87,53.03,54.17,52.5,8866895.0
2023-03-17,688041,53.9,57.5,59.58,53.72,28810286.0
2023-03-20,688041,57.78,60.42,62.4,56.92,26259928.0
2023-03-21,688041,60.11,61.6,63.38,58.99,22530673.0
2023-03-22,688041,61.18,65.93,66.9,60.0,26010186.0
2023-03-23,688041,64.6,66.2,70.44,63.8,30018975.0
2023-03-24,688041,66.87,66.25,68.18,63.8,25566062.0
2023-03-27,688041,65.2,63.26,67.5,60.6,35621836.0
2023-03-28,688041,64.15,64.9,66.55,62.5,29420458.0
2023-03-29,688041,64.03,74.5,77.88,64.0,57175949.0
2023-03-30,688041,75.16,76.5,81.5,74.13,53166112.0
2023-03-31,688041,75.0,77.17,77.77,71.8,40805292.0
2023-04-03,688041,77.4,84.8,87.27,76.3,43563012.0
2023-04-04,688041,82.2,85.88,90.9,80.8,36598984.0
2023-04-06,688041,83.38,81.23,87.58,80.99,33733505.0
2023-04-07,688041,82.07,81.65,83.47,79.7,24152646.0
2023-04-10,688041,80.5,74.8,81.63,73.62,36819589.0
2023-04-11,688041,75.61,76.0,77.02,71.95,28457504.0
2023-04-12,688041,75.39,82.69,84.5,73.78,39422530.0
2023-04-13,688041,81.0,76.22,83.95,75.18,30601158.0
2023-04-14,688041,78.12,77.04,78.45,73.1,25692358.0
2023-04-17,688041,76.5,80.13,81.5,75.2,23928710.0
2023-04-18,688041,79.0,82.6,84.5,76.15,30598442.0
2023-04-19,688041,82.0,90.55,99.0,82.0,47687417.0
2023-04-20,688041,93.8,97.3,98.5,91.48,38232090.0
2023-04-21,688041,95.15,91.39,95.15,88.18,30396102.0
2023-04-24,688041,91.39,89.27,91.74,84.57,26143439.0
2023-04-25,688041,89.0,98.75,102.0,86.71,38669637.0
2023-04-26,688041,97.0,92.49,101.29,88.7,34412708.0
2023-04-27,688041,90.08,87.3,95.0,84.35,30543673.0
2023-04-28,688041,87.01,94.15,95.0,86.5,27101882.0
2023-05-04,688041,92.66,92.15,94.97,88.91,17355077.0
2023-05-05,688041,92.08,92.24,98.99,89.3,23336494.0
2023-05-08,688041,91.8,88.66,94.2,85.84,17965549.0
2023-05-09,688041,88.67,88.9,93.0,85.88,17379548.0
2023-05-10,688041,87.28,77.49,89.86,76.8,33203166.0
2023-05-11,688041,77.77,75.95,78.95,75.5,17526488.0
2023-05-12,688041,75.95,74.42,78.18,74.42,13121997.0
2023-05-15,688041,75.0,76.5,76.98,72.5,15471458.0
2023-05-16,688041,76.0,74.17,77.39,74.08,14143355.0
2023-05-17,688041,73.88,76.83,78.39,73.68,15484682.0
2023-05-18,688041,78.0,81.33,83.41,77.83,21377588.0
2023-05-19,688041,82.19,80.9,87.68,80.9,19324060.0
2023-05-22,688041,79.82,78.01,83.26,76.64,14697707.0
2023-05-23,688041,77.49,77.27,78.35,76.31,7675101.0
2023-05-24,688041,76.48,76.83,79.66,74.68,13934561.0
2023-05-25,688041,81.2,81.0,83.45,76.8,19036963.0
2023-05-26,688041,80.38,86.51,87.9,79.9,25016389.0
2023-05-29,688041,88.81,86.37,89.39,84.7,17146636.0
2023-05-30,688041,85.01,90.92,92.0,84.64,18753685.0
2023-05-31,688041,89.95,92.73,93.52,89.3,14677356.0
2023-06-01,688041,90.88,87.3,94.88,86.12,22750606.0
2023-06-02,688041,88.0,83.2,88.88,82.21,26392267.0
2023-06-05,688041,83.11,83.5,84.45,82.28,14131072.0
2023-06-06,688041,82.62,79.39,83.58,78.06,16492708.0
2023-06-07,688041,79.32,79.88,81.01,77.17,12355407.0
2023-06-08,688041,78.5,77.25,78.65,75.6,14833434.0
2023-06-09,688041,77.47,77.81,78.43,73.06,21291540.0
2023-06-12,688041,77.79,78.39,81.1,77.75,18523219.0
2023-06-13,688041,78.82,80.78,82.32,73.89,27289325.0
2023-06-14,688041,79.71,81.48,82.64,78.01,22066544.0
2023-06-15,688041,81.38,75.78,81.99,75.58,21340775.0
2023-06-16,688041,74.98,77.08,77.52,72.01,21496221.0
2023-06-19,688041,76.95,80.01,80.84,75.28,24179651.0
2023-06-20,688041,81.68,83.97,84.49,77.4,33139341.0
2023-06-21,688041,82.12,76.4,82.3,76.4,21287204.0
2023-06-26,688041,74.0,69.44,75.98,69.0,22106950.0
2023-06-27,688041,69.39,68.72,70.5,68.6,10526061.0
2023-06-28,688041,73.0,70.0,74.0,68.92,19634999.0
2023-06-29,688041,70.0,68.01,70.47,66.7,16262480.0
2023-06-30,688041,67.01,68.27,69.78,66.88,12524838.0
2023-07-03,688041,68.11,69.6,70.45,66.01,13811613.0
2023-07-04,688041,69.17,71.15,71.99,68.56,13501722.0
2023-07-05,688041,71.17,69.29,71.5,69.21,8504015.0
2023-07-06,688041,68.8,69.5,71.18,68.7,8031311.0
2023-07-07,688041,68.9,67.05,69.46,66.81,7771918.0
2023-07-10,688041,68.2,70.35,71.35,67.79,15190578.0
2023-07-11,688041,71.17,77.8,79.83,71.17,33197508.0
2023-07-12,688041,78.3,74.94,79.0,74.5,16990048.0
2023-07-13,688041,76.5,76.94,77.41,74.0,17570171.0
2023-07-14,688041,76.99,78.4,81.88,76.99,23955961.0
2023-07-17,688041,77.15,76.1,79.41,74.0,15984040.0
2023-07-18,688041,75.93,73.16,76.24,73.03,11800674.0
2023-07-19,688041,73.24,71.95,74.22,71.69,7667356.0
2023-07-20,688041,72.0,68.53,72.27,68.38,9499010.0
2023-07-21,688041,67.94,61.4,67.94,61.02,23817707.0
2023-07-24,688041,61.0,61.2,63.09,60.29,10660464.0
2023-07-25,688041,61.97,60.4,62.45,59.62,14043734.0
2023-07-26,688041,60.57,59.15,61.0,58.8,9401267.0
2023-07-27,688041,58.74,57.28,59.28,57.23,10507560.0
2023-07-28,688041,57.1,56.86,58.0,56.71,8872094.0
2023-07-31,688041,57.05,57.09,57.91,56.1,8467555.0
2023-08-01,688041,57.12,58.94,58.95,55.7,15372734.0
2023-08-02,688041,58.12,60.72,61.8,57.8,14966201.0
2023-08-03,688041,60.1,63.29,64.31,60.09,15564696.0
2023-08-04,688041,63.0,63.52,63.98,62.66,9343854.0
2023-08-07,688041,63.3,64.4,64.98,63.0,8221161.0
2023-08-08,688041,64.4,64.34,64.99,63.19,7102603.0
2023-08-09,688041,64.3,61.0,64.56,61.0,10431557.0
2023-08-10,688041,60.05,58.87,61.95,58.5,12208549.0
2023-08-11,688041,59.18,55.27,59.57,55.2,17393423.0
2023-08-14,688041,54.0,53.8,54.5,51.55,36189610.0
2023-08-15,688041,54.72,52.6,54.92,52.16,23483995.0
2023-08-16,688041,52.88,51.0,52.88,50.8,15233996.0
2023-08-17,688041,51.0,50.68,51.6,50.0,17594691.0
2023-08-18,688041,51.0,50.13,51.68,50.13,12253349.0
2023-08-21,688041,50.12,50.34,51.87,49.41,15965909.0
2023-08-22,688041,51.35,51.8,52.16,49.88,17767158.0
2023-08-23,688041,51.52,49.9,51.52,49.68,13071491.0
2023-08-24,688041,51.0,50.69,51.78,50.5,15157427.0
2023-08-25,688041,50.81,49.66,51.73,49.31,14130097.0
2023-08-28,688041,54.9,50.77,54.91,50.42,22187669.0
2023-08-29,688041,50.5,53.02,53.49,49.98,25022450.0
2023-08-30,688041,53.78,56.54,57.26,53.21,33565299.0
2023-08-31,688041,55.92,59.19,62.3,55.19,39076383.0
2023-09-01,688041,59.19,59.31,61.39,58.43,27377647.0
2023-09-04,688041,59.96,61.1,61.23,58.58,22694765.0
2023-09-05,688041,62.4,58.13,62.44,58.13,26112165.0
2023-09-06,688041,57.9,60.0,60.48,57.6,22347129.0
2023-09-07,688041,59.53,58.08,60.1,57.93,17864564.0
2023-09-08,688041,57.51,57.24,59.4,57.2,15387387.0
2023-09-11,688041,57.0,58.3,60.12,56.19,20974364.0
2023-09-12,688041,57.98,56.76,58.57,56.72,14101761.0
2023-09-13,688041,56.4,55.33,56.8,54.87,12681051.0
2023-09-14,688041,55.49,53.69,55.6,53.25,12824006.0
2023-09-15,688041,54.0,52.85,54.87,52.6,13064099.0
2023-09-18,688041,52.09,52.95,53.56,51.95,10602954.0
2023-09-19,688041,53.0,52.07,53.5,51.78,9249642.0
2023-09-20,688041,52.0,51.39,53.48,51.28,9798317.0
2023-09-21,688041,51.01,51.3,52.08,51.01,9551189.0
2023-09-22,688041,51.2,54.26,54.46,51.1,24431858.0
2023-09-25,688041,53.9,52.57,54.11,52.35,14840218.0
2023-09-26,688041,52.66,53.46,55.11,52.43,18387565.0
2023-09-27,688041,53.88,54.0,54.5,53.19,14060580.0
2023-09-28,688041,54.27,53.98,54.59,53.11,14447341.0
2023-10-09,688041,53.14,53.06,53.5,51.7,11534658.0
2023-10-10,688041,53.58,53.94,54.6,53.21,13503757.0
2023-10-11,688041,54.12,55.02,55.55,52.88,19630937.0
2023-10-12,688041,55.22,55.0,55.5,53.87,15459879.0
2023-10-13,688041,54.43,53.51,55.05,52.82,13710044.0
2023-10-16,688041,53.1,51.89,53.47,50.88,14464690.0
2023-10-17,688041,52.2,52.54,53.1,51.63,10768040.0
2023-10-18,688041,55.3,55.51,57.46,54.55,49130438.0
2023-10-19,688041,54.87,59.06,60.91,54.87,60219817.0
2023-10-20,688041,59.06,59.22,60.7,57.58,40644610.0
2023-10-23,688041,58.62,59.15,61.15,56.88,36385261.0
2023-10-24,688041,59.3,57.16,59.55,55.0,32180626.0
2023-10-25,688041,59.0,60.98,61.68,58.35,44095106.0
2023-10-26,688041,59.95,60.1,60.6,58.67,31941875.0
2023-10-27,688041,59.62,59.44,60.16,57.57,29334038.0
2023-10-30,688041,59.1,62.8,62.98,58.23,37409232.0
2023-10-31,688041,61.7,61.97,62.59,60.86,22353882.0
2023-11-01,688041,61.73,64.8,67.5,61.44,39317556.0
2023-11-02,688041,65.7,64.38,67.78,63.61,34430581.0
2023-11-03,688041,63.65,66.65,66.77,63.38,32501165.0
2023-11-06,688041,67.39,65.9,68.01,65.66,37886099.0
2023-11-07,688041,65.9,67.97,68.76,64.9,37386826.0
2023-11-08,688041,69.8,68.8,71.26,67.07,40571339.0
2023-11-09,688041,68.01,65.0,69.5,64.8,39071914.0
2023-11-10,688041,63.7,65.02,66.23,63.58,29612789.0
2023-11-13,688041,64.84,65.4,66.4,64.11,21485736.0
2023-11-14,688041,65.4,68.54,69.0,64.91,33887291.0
2023-11-15,688041,69.23,67.42,69.83,66.82,23743132.0
2023-11-16,688041,67.2,66.22,68.24,66.22,16405160.0
2023-11-17,688041,65.85,66.12,67.22,64.83,15728419.0
2023-11-20,688041,65.82,68.19,68.65,65.28,24774936.0
2023-11-21,688041,67.85,67.1,68.58,66.8,15013298.0
2023-11-22,688041,67.12,67.33,68.98,66.4,19263867.0
2023-11-23,688041,67.15,67.31,67.67,64.11,19872869.0
2023-11-24,688041,66.8,63.43,67.36,62.79,22285229.0
2023-11-27,688041,64.0,67.31,67.35,63.71,31079351.0
2023-11-28,688041,67.4,70.74,71.21,67.3,37897832.0
2023-11-29,688041,70.06,70.6,73.18,70.06,36559280.0
2023-11-30,688041,71.79,71.77,71.8,69.9,33999712.0
2023-12-01,688041,71.2,71.9,73.46,70.89,25020241.0
2023-12-04,688041,71.91,72.71,74.5,71.91,26240379.0
2023-12-05,688041,71.55,72.85,74.28,70.37,33405194.0
2023-12-06,688041,72.85,75.59,75.78,72.4,42280489.0
2023-12-07,688041,74.99,73.16,75.38,71.96,49264875.0
2023-12-08,688041,73.99,80.34,82.0,73.9,98702387.0
2023-12-11,688041,78.01,82.22,83.5,77.5,47701898.0
2023-12-12,688041,81.13,80.67,83.61,79.7,32240035.0
2023-12-13,688041,80.99,77.65,81.44,76.81,34239072.0
2023-12-14,688041,78.13,75.6,78.54,75.08,24797721.0
2023-12-15,688041,75.91,73.84,76.31,73.65,20783237.0
2023-12-18,688041,73.34,75.23,76.38,73.33,21258909.0
2023-12-19,688041,74.87,76.1,76.67,74.11,19224173.0
2023-12-20,688041,76.07,74.52,76.5,74.3,16495809.0
2023-12-21,688041,73.71,77.17,78.65,73.42,23381258.0
2023-12-22,688041,76.8,75.31,77.6,74.33,19168535.0
2023-12-25,688041,74.21,72.61,74.94,67.67,25457718.0
2023-12-26,688041,72.85,71.0,73.13,70.36,17232935.0
2023-12-27,688041,71.25,70.48,72.58,70.4,14875137.0
2023-12-28,688041,70.05,70.31,71.93,69.81,20472985.0
2023-12-29,688041,70.5,70.98,71.74,69.36,21903903.0
2024-01-02,688041,70.77,72.36,73.39,70.13,18174808.0
2024-01-03,688041,73.5,72.67,74.17,71.77,16533816.0
2024-01-04,688041,71.75,74.9,75.15,69.3,20456381.0
2024-01-05,688041,74.11,71.73,74.97,70.58,16721788.0
2024-01-08,688041,70.99,68.41,71.54,68.39,15171222.0
2024-01-09,688041,69.5,69.17,70.8,68.3,12767303.0
2024-01-10,688041,68.61,67.99,70.38,67.03,10789089.0
2024-01-11,688041,67.13,68.8,69.77,67.06,13706253.0
2024-01-12,688041,68.16,65.41,68.44,65.41,17356158.0
2024-01-15,688041,64.8,66.0,67.45,64.61,13587406.0
2024-01-16,688041,65.36,66.22,66.43,64.43,12797230.0
2024-01-17,688041,66.6,65.77,67.55,65.56,12230774.0
2024-01-18,688041,65.0,69.89,69.96,64.86,24021961.0
2024-01-19,688041,69.86,69.83,70.2,67.98,15707483.0
2024-01-22,688041,70.53,70.39,71.69,68.28,20611013.0
2024-01-23,688041,69.51,73.1,73.51,67.5,22012220.0
2024-01-24,688041,72.11,72.9,73.59,69.88,18114819.0
2024-01-25,688041,72.9,73.2,74.01,70.9,18030614.0
2024-01-26,688041,72.51,70.63,73.16,70.36,14826765.0
2024-01-29,688041,72.15,70.0,74.67,69.83,20844795.0
2024-01-30,688041,68.66,65.35,68.93,65.0,19477153.0
2024-01-31,688041,64.7,66.27,68.2,64.59,18219527.0
2024-02-01,688041,65.5,68.9,71.13,65.0,19857914.0
2024-02-02,688041,68.9,68.32,69.43,65.29,18855360.0
2024-02-05,688041,68.52,69.7,71.03,65.61,22899831.0
2024-02-06,688041,69.54,76.3,76.37,68.08,26086448.0
2024-02-07,688041,76.6,75.75,77.06,74.7,21829986.0
2024-02-08,688041,77.0,76.72,79.56,75.19,21863527.0
2024-02-19,688041,80.6,86.0,88.32,79.02,35771166.0
2024-02-20,688041,84.21,82.39,84.9,81.44,24696197.0
2024-02-21,688041,80.22,79.76,81.76,78.42,24441360.0
2024-02-22,688041,82.5,82.83,86.27,81.77,28739610.0
2024-02-23,688041,86.24,81.4,86.95,80.7,26403504.0
2024-02-26,688041,80.18,82.15,84.61,79.78,25612476.0
2024-02-27,688041,81.3,88.0,88.62,80.73,37833674.0
2024-02-28,688041,87.1,83.28,89.32,83.28,34808926.0
2024-02-29,688041,82.5,85.12,86.98,82.5,33972253.0
2024-03-01,688041,86.33,87.49,88.33,85.08,31746787.0
2024-03-04,688041,89.1,86.28,89.76,83.85,33029482.0
2024-03-05,688041,84.82,86.3,90.26,84.13,39605783.0
2024-03-06,688041,85.0,84.42,85.81,82.98,27199788.0
2024-03-07,688041,84.6,80.9,85.27,80.75,29708196.0
2024-03-08,688041,81.41,82.3,82.59,79.77,28009751.0
2024-03-11,688041,82.2,83.81,84.8,81.11,27453312.0
2024-03-12,688041,83.0,80.0,83.5,79.57,29602349.0
2024-03-13,688041,81.38,79.7,82.55,79.66,23502709.0
2024-03-14,688041,78.7,80.75,81.3,78.4,21081183.0
2024-03-15,688041,80.06,80.7,80.7,78.5,21706181.0
2024-03-18,688041,80.68,83.19,84.29,80.37,32622592.0
2024-03-19,688041,82.5,80.65,82.5,80.5,21584127.0
2024-03-20,688041,80.65,80.19,81.7,79.8,15436192.0
2024-03-21,688041,80.3,79.22,81.5,78.88,16673668.0
2024-03-22,688041,78.9,80.12,81.4,78.9,19784091.0
2024-03-25,688041,80.1,80.5,83.1,79.45,24861292.0
2024-03-26,688041,80.1,76.29,80.71,76.08,25850636.0
2024-03-27,688041,76.31,75.23,78.17,74.5,16717968.0
2024-03-28,688041,75.53,76.79,78.5,75.21,18042079.0
2024-03-29,688041,76.39,77.26,77.57,75.38,10726867.0
2024-04-01,688041,78.39,78.48,79.82,77.6,13228836.0
2024-04-02,688041,78.0,77.26,79.12,76.5,12737542.0
2024-04-03,688041,76.31,74.5,77.21,74.33,16956866.0
2024-04-08,688041,74.5,74.01,75.55,74.0,10590764.0
2024-04-09,688041,74.26,75.79,75.86,72.71,12324240.0
2024-04-10,688041,75.3,73.55,75.59,73.18,10646729.0
2024-04-11,688041,73.55,74.01,74.9,72.55,13224618.0
2024-04-12,688041,77.61,77.99,79.75,76.66,32158882.0
2024-04-15,688041,77.6,78.66,79.5,76.99,19678314.0
2024-04-16,688041,78.0,77.85,78.8,76.38,14568650.0
2024-04-17,688041,78.3,80.04,80.67,77.2,19643822.0
2024-04-18,688041,79.23,79.3,81.28,78.48,16855015.0
2024-04-19,688041,79.0,75.5,79.13,75.5,17337044.0
2024-04-22,688041,72.26,73.35,74.33,70.3,15814634.0
2024-04-23,688041,74.02,71.62,74.48,71.45,13059174.0
2024-04-24,688041,72.6,75.29,75.63,72.47,18305769.0
2024-04-25,688041,74.58,74.7,75.48,74.18,8928177.0
2024-04-26,688041,76.03,79.16,79.66,76.03,23570140.0
2024-04-29,688041,79.84,79.92,81.28,79.17,20363970.0
2024-04-30,688041,80.09,79.25,80.58,78.58,12080060.0
2024-05-06,688041,80.5,79.24,80.96,78.8,11349144.0
2024-05-07,688041,79.51,76.58,80.68,76.5,19486613.0
2024-05-08,688041,76.2,76.36,77.25,75.51,11460461.0
2024-05-09,688041,76.01,76.56,77.08,75.5,16022291.0
2024-05-10,688041,76.01,72.9,76.11,72.7,19242956.0
2024-05-13,688041,71.5,72.02,73.27,71.38,15542738.0
2024-05-14,688041,72.42,71.7,72.99,71.0,13763393.0
2024-05-15,688041,71.7,71.18,72.12,71.03,9741133.0
2024-05-16,688041,71.98,72.54,73.73,71.1,19343300.0
2024-05-17,688041,72.19,73.87,74.37,71.44,17443318.0
2024-05-20,688041,73.43,73.87,75.27,72.61,13924855.0
2024-05-21,688041,74.1,72.02,74.79,71.88,12629922.0
2024-05-22,688041,71.9,72.51,72.79,70.8,12516993.0
2024-05-23,688041,72.74,71.32,72.88,71.05,10362383.0
2024-05-24,688041,71.32,67.68,72.08,67.62,20013699.0
2024-05-27,688041,68.0,70.66,70.75,67.9,17973726.0
2024-05-28,688041,70.9,70.38,73.3,70.38,16641787.0
2024-05-29,688041,70.93,69.54,70.99,68.88,10786410.0
2024-05-30,688041,69.21,69.51,70.58,68.63,10996217.0
2024-05-31,688041,70.0,71.3,71.51,69.21,12347612.0
2024-06-03,688041,70.51,71.11,71.48,69.85,12838509.0
2024-06-04,688041,71.1,71.54,71.89,70.75,9734992.0
2024-06-05,688041,71.54,70.87,72.79,70.87,9893132.0
2024-06-06,688041,71.69,69.3,72.11,68.3,14641447.0
2024-06-07,688041,69.58,68.14,70.15,67.3,13938997.0
2024-06-11,688041,68.04,71.42,71.47,67.5,17639227.0
2024-06-12,688041,71.01,70.94,71.96,70.5,11551789.0
2024-06-13,688041,71.49,71.94,72.93,70.7,17796715.0
2024-06-14,688041,71.71,73.14,73.14,70.98,18800201.0
2024-06-17,688041,72.8,73.56,74.67,72.37,16703699.0
2024-06-18,688041,73.5,74.63,76.75,73.12,18290083.0
2024-06-19,688041,74.7,75.32,76.16,74.16,14197243.0
2024-06-20,688041,75.32,74.9,76.06,74.17,15401440.0
2024-06-21,688041,74.67,76.74,76.74,73.0,23782590.0
2024-06-24,688041,75.99,73.62,77.0,73.36,16983006.0
2024-06-25,688041,73.63,71.16,73.99,70.54,16782613.0
2024-06-26,688041,71.16,72.65,73.1,69.92,13949896.0
2024-06-27,688041,71.7,71.05,72.18,70.51,9962066.0
2024-06-28,688041,70.52,70.32,71.9,70.23,9940513.0
2024-07-01,688041,70.2,70.47,71.3,69.09,8796144.0
2024-07-02,688041,70.1,71.04,71.25,69.52,8861227.0
2024-07-03,688041,70.6,71.2,71.98,69.71,9246431.0
2024-07-04,688041,71.58,68.92,71.7,68.91,10967222.0
2024-07-05,688041,68.9,71.5,72.4,67.72,17418059.0
2024-07-08,688041,71.47,70.98,71.72,70.52,8796349.0
2024-07-09,688041,70.6,73.11,73.67,70.05,15953052.0
2024-07-10,688041,72.96,72.82,73.29,72.28,9805553.0
2024-07-11,688041,74.45,72.99,74.6,72.02,14592528.0
2024-07-12,688041,72.08,70.59,72.3,69.76,14373590.0
2024-07-15,688041,70.68,72.0,72.95,70.68,14428960.0
2024-07-16,688041,71.52,77.84,78.55,71.52,33755998.0
2024-07-17,688041,77.33,76.62,78.66,76.06,19811585.0
2024-07-18,688041,75.35,75.36,76.49,73.1,21191195.0
2024-07-19,688041,75.01,78.22,79.16,74.93,27954182.0
2024-07-22,688041,78.22,78.66,80.18,77.88,21027424.0
2024-07-23,688041,78.47,75.3,78.58,75.13,16672437.0
2024-07-24,688041,75.2,75.44,77.61,75.01,14734334.0
2024-07-25,688041,74.3,74.8,76.49,74.3,12521743.0
2024-07-26,688041,75.12,74.31,75.89,73.73,10720159.0
2024-07-29,688041,74.51,73.85,74.66,73.08,8220594.0
2024-07-30,688041,73.73,75.0,75.06,72.49,10902538.0
2024-07-31,688041,74.55,79.5,79.87,74.4,21418891.0
2024-08-01,688041,81.01,79.66,81.3,79.11,16835242.0
2024-08-02,688041,78.2,77.97,79.42,77.57,13109015.0
2024-08-05,688041,77.5,73.81,77.5,73.45,18351232.0
2024-08-06,688041,75.18,74.87,75.4,72.81,10873047.0
2024-08-07,688041,74.87,71.64,74.88,71.18,12343576.0
2024-08-08,688041,70.7,72.38,73.43,70.51,9305299.0
2024-08-09,688041,73.4,72.01,73.77,72.01,7869845.0
2024-08-12,688041,71.96,73.7,74.14,71.7,9528696.0
2024-08-13,688041,73.79,73.51,74.98,72.9,7586031.0
2024-08-14,688041,74.09,73.57,74.65,73.26,7466931.0
2024-08-15,688041,73.48,76.6,78.0,73.05,19043305.0
2024-08-16,688041,76.59,76.84,77.66,76.37,9371878.0
2024-08-19,688041,76.98,76.84,78.23,76.51,7937911.0
2024-08-20,688041,77.3,75.65,77.38,75.3,7490602.0
2024-08-21,688041,75.1,76.98,78.1,75.1,9396266.0
2024-08-22,688041,76.8,77.3,78.2,76.55,10349274.0
2024-08-23,688041,76.85,76.25,77.69,75.5,9613552.0
2024-08-26,688041,76.25,74.88,77.0,74.66,7378577.0
2024-08-27,688041,74.43,75.3,76.05,74.2,6222749.0
2024-08-28,688041,75.59,74.71,75.89,74.47,5523133.0
2024-08-29,688041,74.4,75.0,75.83,73.41,6863327.0
2024-08-30,688041,75.19,79.39,80.0,74.8,21050996.0
2024-09-02,688041,78.91,77.87,80.33,77.78,11776652.0
2024-09-03,688041,77.87,77.32,78.87,77.1,7477279.0
2024-09-04,688041,76.33,76.47,77.28,76.1,5252524.0
2024-09-05,688041,76.57,74.7,78.18,73.8,11312544.0
2024-09-06,688041,75.2,76.18,78.27,74.0,11257818.0
2024-09-09,688041,76.0,76.4,78.02,75.72,8020341.0
2024-09-10,688041,76.4,78.9,79.88,76.03,12311393.0
2024-09-11,688041,78.5,79.2,79.57,78.35,8120785.0
2024-09-12,688041,79.6,76.1,80.09,76.02,10655235.0
2024-09-13,688041,76.08,77.98,78.72,76.08,12386718.0
2024-09-18,688041,77.1,74.73,77.36,74.28,10573757.0
