score_v221,max_score,event_pos,event_neg,trend_pos,end_count,end_signals,stage,stage_name,adx,rsi,wt1,smc_signal,turnover_signal,sector_relative_signal,ad_line_signal,close,date,fwd_5d,fwd_10d,fwd_20d
-4,15,0,2,0,1,['trend_break'],2.5,阶段2.5-得分触底未共振,17.09539656343927,34.90351708130656,-48.40878156756959,0,0,-1,0,27.68,2026-01-09,-0.02565028901734112,-0.03106936416184969,-0.021676300578034713
-4,15,0,2,0,0,[],2.5,阶段2.5-得分触底未共振,21.764991640390143,27.736953088234117,-58.35725830821077,0,0,-1,0,26.97,2026-01-16,-0.005561735261401468,-0.023359288097886455,-0.018168335187245033
-4,15,0,2,0,0,[],2.5,阶段2.5-得分触底未共振,26.649891459224207,29.094900332404364,-59.519281533615676,0,0,-1,0,26.82,2026-01-23,-0.017897091722595126,0.009694258016405666,-0.030574198359433313
-4,15,0,2,0,0,[],2.5,阶段2.5-得分触底未共振,31.54144872823932,33.491324319375025,-60.37403557015191,0,0,-1,0,26.34,2026-01-30,0.02809415337889143,0.005315110098709219,-0.002277904328018221
0,15,0,1,2,0,[],2.5,阶段2.5-得分触底未共振,26.571939904641795,47.315202235313414,-25.997786584102705,0,0,0,0,27.08,2026-02-06,-0.02215657311669117,-0.039881831610044216,-0.008862629246676468
1,15,0,0,1,0,[],2.5,阶段2.5-得分触底未共振,22.023250916425773,39.060957036014365,-26.639262177920582,0,0,0,0,26.48,2026-02-13,-0.01812688821752273,-0.007552870090634434,-0.03738670694864055
-2,15,0,1,0,0,[],2.5,阶段2.5-得分触底未共振,24.422713609338565,33.66405601871007,-46.014109695781634,0,0,0,0,26.08,2026-02-27,0.004984662576687171,0.02415644171779152,0.0030674846625766694
0,15,0,1,2,0,[],2.5,阶段2.5-得分触底未共振,28.003457010043835,43.13782989569955,-55.14663124191991,0,0,0,1,26.21,2026-03-06,0.019076688286913335,0.006867607783288765,0.0038153376573826225
3,15,1,0,1,1,['volatility_drop'],2.5,阶段2.5-得分触底未共振,22.337486363863103,53.71744771258113,-11.318700801871753,0,0,0,0,26.71,2026-03-13,-0.011980531636091363,-0.020591538749532012,-0.028079371022089128
-1,15,0,1,1,3,"['trend_break', 'volume_divergence', 'volatility_drop']",3.0,动能结束期,17.35930697425281,45.46296287556678,7.934368621738361,0,0,0,-1,26.39,2026-03-20,-0.008715422508525972,-0.0030314513073134153,-0.033345964380447124
4,15,1,0,2,1,['trend_break'],2.5,阶段2.5-得分触底未共振,19.035158396554333,46.26363059651717,-22.908068078597523,0,0,0,1,26.16,2026-03-27,0.005733944954128489,-0.007645259938837912,-0.0347859327217126
3,15,1,0,1,2,"['trend_break', 'volume_divergence']",2.5,阶段2.5-得分触底未共振,14.052107073787784,48.9707265075165,-1.6381207533206115,0,0,0,0,26.31,2026-04-03,-0.013302926643861568,-0.03040668947168368,0.046370201444317916
3,15,1,0,1,1,['trend_break'],2.5,阶段2.5-得分触底未共振,11.892635746462684,45.35772280162243,-0.06749841388031069,0,0,0,-1,26.14,2026-04-10,-0.028691660290742105,-0.03404743687834744,0.06732976281560821
2,15,1,0,0,1,['trend_break'],2.5,阶段2.5-得分触底未共振,13.845078438771395,31.89856020796529,-42.864376704335776,0,0,0,0,25.39,2026-04-17,-0.0055139818826309694,0.08113430484442685,0.06813706183536827
-2,15,0,1,0,2,"['trend_break', 'volatility_drop']",2.5,阶段2.5-得分触底未共振,18.530581708010306,31.973955503896846,-55.147629864017034,0,0,0,0,25.25,2026-04-24,0.0871287128712872,0.10495049504950482,0.054257425742574306
3,15,1,1,3,0,[],2.5,阶段2.5-得分触底未共振,26.46085485162868,72.63017767988839,13.783832570556386,0,0,0,0,27.52,2026-05-08,0.003270348837209225,-0.04796511627906974,-0.06722383720930225
4,15,1,1,4,1,['volume_divergence'],2.5,阶段2.5-得分触底未共振,33.49722666533737,65.84177053988891,29.90035988727175,0,0,1,-1,27.61,2026-05-15,-0.05106845345889166,-0.024990945309670276,-0.06881564650488947
1,15,0,1,3,0,[],2.5,阶段2.5-得分触底未共振,28.30580024531375,39.87070056746095,3.192025443832788,0,0,1,0,26.2,2026-05-22,0.027480916030534486,-0.020229007633587703,-0.059923664122137454
3,15,0,1,5,0,[],2.5,阶段2.5-得分触底未共振,21.61139303691827,52.793142305342236,-20.837639413298206,0,0,1,1,26.92,2026-05-29,-0.04643387815750366,-0.04494799405646366,-0.08692421991084709
-2,15,0,1,0,2,"['trend_break', 'volume_divergence']",2.5,阶段2.5-得分触底未共振,18.432886487122552,37.24064008673465,-24.81714319088709,0,0,0,-1,25.67,2026-06-05,0.0015582391897155379,-0.040514218932606205,-0.0233735878457344
-2,15,0,1,0,0,[],2.5,阶段2.5-得分触底未共振,22.836842704675494,41.75252743757404,-45.67884117953226,0,0,0,0,25.71,2026-06-12,-0.04200700116686118,-0.04395176973940107,-0.02644885258654217
-2,15,0,1,0,0,[],2.5,阶段2.5-得分触底未共振,32.75101837312518,33.41952890273225,-55.504891068424975,0,0,0,0,24.27,2026-06-26,0.013597033374536549,0.02513391017717348,0.11413267408323025
2,15,1,1,2,0,[],2.5,阶段2.5-得分触底未共振,37.55586455401208,42.87969939846999,-48.999876037768104,0,0,0,1,24.6,2026-07-03,0.011382113821138073,0.06138211382113812,0.10162601626016254
3,15,1,0,1,0,[],2.5,阶段2.5-得分触底未共振,32.07971635792359,46.872888831923476,-16.13732280798458,0,0,0,0,24.88,2026-07-10,0.04943729903536975,0.08681672025723475,0.05345659163987149
6,15,1,0,4,0,[],2.5,阶段2.5-得分触底未共振,27.23833722206077,62.635151960472214,29.30336578300453,0,0,1,0,26.11,2026-07-17,0.03561853695901962,0.03791650708540795,
7,15,1,0,5,0,[],2.0,动能衰减期,31.584856896057325,66.95467441185488,52.447812585719554,0,0,0,0,27.04,2026-07-24,0.002218934911242698,-0.030695266272189325,
7,15,1,0,5,0,[],2.0,动能衰减期,28.11336543008628,59.022233400897385,47.57518489162416,0,0,0,1,27.1,2026-07-31,-0.03284132841328413,,
5,15,1,0,3,0,[],2.5,阶段2.5-得分触底未共振,21.93565296592545,49.081730809730026,16.19233430078364,0,0,0,0,26.21,2026-08-07,,,
