score_v221,max_score,event_pos,event_neg,trend_pos,end_count,end_signals,stage,stage_name,adx,rsi,wt1,smc_signal,turnover_signal,sector_relative_signal,close,date,fwd_5d,fwd_10d,fwd_20d
4,14,1,0,2,1,['volatility_drop'],2.5,阶段2.5-得分触底未共振,23.51857098689264,63.77277978873243,54.976754483060475,0,0,0,57.32,2026-01-09,-0.01953942777390083,-0.020411723656664327,-0.005582693649685999
3,14,1,0,1,1,['volatility_drop'],2.5,阶段2.5-得分触底未共振,21.527990455380294,42.29577345722591,18.077910179685603,0,0,0,56.2,2026-01-16,-0.000889679715302516,-0.010498220640569489,0.005338078291814874
2,14,1,0,0,2,"['trend_break', 'volume_divergence']",2.5,阶段2.5-得分触底未共振,19.8306065833208,43.4920272354022,-2.1811824482590367,0,0,0,56.15,2026-01-23,-0.009617097061442537,0.015138023152270641,-0.002493321460373954
2,14,1,0,0,0,[],2.5,阶段2.5-得分触底未共振,20.213934157769184,41.090416223349806,-36.10912651624654,0,0,0,55.61,2026-01-30,0.024995504405682434,0.016004315770544952,0.010969250134867714
4,14,1,0,2,0,[],2.5,阶段2.5-得分触底未共振,21.95653285968408,55.94112659539351,-5.82523243560834,0,0,0,57.0,2026-02-06,-0.00877192982456143,-0.01736842105263159,-0.0036842105263158453
4,14,1,0,2,1,['volume_divergence'],2.5,阶段2.5-得分触底未共振,20.62735611602539,48.73217447700412,11.128664941811879,0,0,0,56.5,2026-02-13,-0.008672566371681456,-0.004955752212389419,-0.027610619469026543
-1,14,0,1,1,1,['trend_break'],2.5,阶段2.5-得分触底未共振,16.52825284840058,43.37339509931801,-9.77469656184757,0,0,0,56.05,2026-02-27,0.001784121320249854,0.004460303300624524,-0.02943800178412126
-1,14,0,1,1,1,['trend_break'],2.5,阶段2.5-得分触底未共振,17.767738841103487,47.439845830480294,-34.005753677381186,0,0,0,56.15,2026-03-06,0.002671415850400649,0.010507569011576123,0.005520926090828215
-1,14,0,1,1,2,"['trend_break', 'volatility_drop']",2.5,阶段2.5-得分触底未共振,13.534097859671963,49.118468068397746,-6.17628421195688,0,0,0,56.3,2026-03-13,0.007815275310834924,-0.03374777975133214,-0.02788632326820606
5,14,1,0,3,1,['volatility_drop'],2.5,阶段2.5-得分触底未共振,15.849131984217173,53.72526439795426,26.075583537199307,0,0,1,56.74,2026-03-20,-0.04124074726824112,-0.004934790271413525,-0.030666196686640834
2,14,1,0,0,0,[],2.5,阶段2.5-得分触底未共振,20.356648986324256,34.05530516801798,-27.107491274675265,0,0,0,54.4,2026-03-27,0.037867647058823506,0.006066176470588269,-0.002022058823529349
4,14,1,0,2,1,['trend_break'],2.5,阶段2.5-得分触底未共振,18.810388195814657,54.71060119902044,-5.76880566060942,0,0,0,56.46,2026-04-03,-0.03064116188452004,-0.02585901523202272,-0.06836698547644349
1,14,0,0,1,1,['trend_break'],2.5,阶段2.5-得分触底未共振,15.810352610700376,42.09618931685936,-11.148121034215901,0,0,0,54.92,2026-04-10,0.006737072104879838,-0.008922068463219301,-0.05954115076474875
-1,14,0,1,1,1,['trend_break'],2.5,阶段2.5-得分触底未共振,13.967377935174035,46.59647113266885,-14.041760195316424,0,0,0,55.29,2026-04-17,-0.015554349792005762,-0.04774823657080851,-0.08156990414179777
0,14,0,0,0,1,['trend_break'],2.5,阶段2.5-得分触底未共振,15.005731729277999,40.19594326961236,-38.88198435759705,0,0,0,54.43,2026-04-24,-0.03270255373874709,-0.051074774940290335,-0.08634943964725339
-2,14,0,1,0,0,[],2.5,阶段2.5-得分触底未共振,22.005056110404855,30.136317308128028,-66.44489571107991,0,0,-1,52.62,2026-05-08,-0.03268719118205998,-0.05359179019384264,-0.07240592930444689
-4,14,0,2,0,0,[],2.5,阶段2.5-得分触底未共振,29.94848150828521,21.177847355382184,-71.91103470829637,0,0,0,50.9,2026-05-15,-0.02161100196463661,-0.018860510805500996,-0.005893909626718985
-4,14,0,2,0,0,[],2.5,阶段2.5-得分触底未共振,37.5096834879626,16.62918189162272,-70.93940374945413,0,0,0,49.8,2026-05-22,0.0028112449799195804,-0.01987951807228905,-0.02289156626506028
-4,14,0,2,0,0,[],2.5,阶段2.5-得分触底未共振,46.579664510315226,36.223151326753744,-67.55348121942079,0,0,0,49.94,2026-05-29,-0.022627152583099663,0.013215859030837107,-0.028233880656788113
-2,14,0,1,0,0,[],2.5,阶段2.5-得分触底未共振,49.509469359991186,31.443396446478744,-57.84907421946148,0,0,0,48.81,2026-06-05,0.03667281294816638,-0.003073140749846437,0.009629174349518488
5,14,1,0,3,0,[],2.5,阶段2.5-得分触底未共振,41.9942034343245,49.780637149189964,-18.46055565014168,0,0,1,50.6,2026-06-12,-0.03833992094861671,-0.040909090909090895,-0.01679841897233203
-4,14,0,2,0,0,[],2.5,阶段2.5-得分触底未共振,37.464368863725895,27.595300331018606,-54.11409703507426,0,0,0,47.0,2026-06-26,0.03957446808510645,0.03872340425531906,0.0851063829787233
4,14,1,0,2,0,[],2.5,阶段2.5-得分触底未共振,29.893392590529835,48.16384997508761,-33.96169237421477,0,0,-1,48.86,2026-07-03,-0.0008186655751125649,0.052394596807204374,0.08186655751125671
-1,14,0,1,1,0,[],2.5,阶段2.5-得分触底未共振,21.910819689614232,48.572468049673994,-14.416096104932556,0,0,-1,48.82,2026-07-10,0.053256861941827216,0.044653830397378025,0.03973781237197871
