final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio,tracking_error,benchmark_beta,avg_turnover,total_turnover,rebalance_count,rebalance_turnover_mean,rebalance_turnover_max
100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-0.129953,0.129953,0.1757,0.24428,0.0,0.0,0.0,59,0.9745762711864406,1.0
