code,name,nav_final,bh_final,excess,dd,bh_dd,jul_strat,jul_bh,trim_acc,trim_n,ann_ret_strat,ann_ret_bh
600030,中信证券,0.9666640050413726,0.9529491987725882,0.014391959494219897,-0.16811530006333109,-0.20768466379595885,-0.032274223283843995,-0.04071937563624062,0.5942028985507246,138,-0.05760666068422948,-0.08088032857836669
601788,光大证券,0.8665816767873884,0.8257448004496912,0.049454597008007584,-0.20348400553793622,-0.2563117453347965,-0.014233722864716247,-0.017218543046357615,0.6456692913385826,127,-0.2216648776019977,-0.2847131622881067
601696,中银证券,0.8795851123934937,0.7791530944625414,0.12889895277927388,-0.22392540472237243,-0.3305679642629227,-0.07688545071434405,-0.09650455927051649,0.6444444444444445,135,-0.20111131057299358,-0.353840253162636
601688,华泰证券,0.8322104330641831,0.7963039014373714,0.04509149278560409,-0.2528690848602002,-0.311815336463224,-0.07559749289455897,-0.09426987060998149,0.5942028985507246,138,-0.27488310679974737,-0.3287443160460741
601995,中金公司,0.9844346000367145,0.9842386715451731,0.00019906603673058854,-0.10889707374789559,-0.12853611645152396,-0.047160477725800454,-0.06025059984004255,0.5746268656716418,134,-0.0270802453374841,-0.027419084328921373
601990,南京证券,0.8686246585573852,0.8450000000000001,0.02795817580755644,-0.18129589354048137,-0.2256097560975613,0.015187586400011499,0.022123893805309214,0.6106870229007634,131,-0.21845089613636848,-0.25526932821237835
601901,方正证券,0.9256464449682421,0.8958068614993653,0.0333102867943349,-0.1688089023897973,-0.21882640586797075,-0.038440861976653196,-0.04812834224598905,0.572463768115942,138,-0.126467654853481,-0.17514963083729418
600643,爱建集团,0.79341898588808,0.7267759562841534,0.09169680013171866,-0.2798786281439657,-0.3536585365853655,0.04906328262020976,0.05837563451776595,0.5968992248062015,129,-0.3329943234033008,-0.42792764055930854
600050,中国联通,0.8597337406593593,0.8391472868217057,0.024532587021314667,-0.23368185695620547,-0.27140255009107495,0.08538973685955353,0.10539215686274539,0.5,128,-0.23239649426669462,-0.2642727517750725
601633,长城汽车,0.7421028261805267,0.7035874439461883,0.05474142917946123,-0.290023521856141,-0.3336294980008886,0.08636601247694142,0.10823373173970752,0.6666666666666666,135,-0.4066483564362464,-0.4594863811791503
601919,中远海控,1.0681800206395833,1.0496644295302002,0.017639533729527423,-0.18173008513929179,-0.22451384796700113,0.16116466611002123,0.19452887537993924,0.546875,128,0.12234865015959295,0.08852483125146104
002601,龙佰集团,0.876003633052715,0.8409552845528456,0.041676827702563646,-0.3379246095721413,-0.4034261241970023,-0.02836714158522957,-0.03641618497109811,0.5703703703703704,135,-0.20679519235884103,-0.26149645898821994
300003,乐普医疗,0.7681549737490687,0.6910911966262523,0.11151028619525749,-0.3534505708981841,-0.445095168374817,0.023221272152115446,0.03525641025641102,0.6,135,-0.369717161627525,-0.4761742042530843
300725,药石科技,1.2265467276709088,1.2569130216189028,-0.024159423465024088,-0.2794646017956933,-0.34141201264488974,-0.022722837315628963,-0.04435058078141452,0.5413533834586466,133,0.42954283043383357,0.49205263752845396
600570,恒生电子,0.8169376286679303,0.7504879635653884,0.08854194647820268,-0.34860728770797134,-0.42897808141189797,0.05635306632907411,0.05844748858447524,0.5859375,128,-0.29801056549907934,-0.394866034792558
