variant,n,avg_excess_pct,win_rate,avg_dd_pct,bh_dd_pct,jul_strat_pct,jul_bh_pct,trim_acc_pct,ann_ret_strat_pct,ann_ret_bh_pct
V0_v25_current,200,5.674469986361804,73.5,-44.935467123968884,-53.16526267416906,-17.07275704601522,-20.761254148229842,54.21003984585916,19.332408631091802,29.404759156611178
V1_equal_weight,200,5.6580763093753195,73.0,-44.93739198317442,-53.16526267416906,-17.068485208459904,-20.761254148229842,54.21003984585916,19.307539036609434,29.404759156611178
V2_penalize_trend_neg,200,5.6546675808629825,73.0,-44.93749676568614,-53.16526267416906,-17.07140023539154,-20.761254148229842,54.21003984585916,19.297317847377606,29.404759156611178
V3_equal_penalize_neg,200,5.6580763093753195,73.0,-44.93739198317442,-53.16526267416906,-17.068485208459904,-20.761254148229842,54.21003984585916,19.307539036609434,29.404759156611178
V4_event_only,200,5.213119794267959,73.0,-45.18395045931358,-53.16526267416906,-17.227597067590132,-20.761254148229842,54.20577170668929,18.82963660359723,29.404759156611178
