observation_date,WPU102
1971-06-01,43.600
1971-07-01,43.700
1971-08-01,43.900
1971-09-01,43.700
1971-10-01,43.600
1971-11-01,43.500
1971-12-01,43.100
1972-01-01,43.400
1972-02-01,43.600
1972-03-01,44.500
1972-04-01,44.600
1972-05-01,44.700
1972-06-01,44.600
1972-07-01,44.300
1972-08-01,44.300
1972-09-01,44.500
1972-10-01,44.500
1972-11-01,44.500
1972-12-01,44.500
1973-01-01,44.700
1973-02-01,45.900
1973-03-01,48.700
1973-04-01,49.800
1973-05-01,50.500
1973-06-01,51.200
1973-07-01,51.500
1973-08-01,52.300
1973-09-01,52.600
1973-10-01,53.400
1973-11-01,55.000
1973-12-01,59.000
1974-01-01,61.100
1974-02-01,62.600
1974-03-01,66.900
1974-04-01,70.800
1974-05-01,76.000
1974-06-01,76.000
1974-07-01,75.300
1974-08-01,76.000
1974-09-01,74.700
1974-10-01,72.400
1974-11-01,71.000
1974-12-01,69.000
1975-01-01,67.800
1975-02-01,66.800
1975-03-01,66.000
1975-04-01,65.300
1975-05-01,64.900
1975-06-01,64.200
1975-07-01,63.600
1975-08-01,64.200
1975-09-01,64.800
1975-10-01,64.800
1975-11-01,64.500
1975-12-01,64.300
1976-01-01,64.100
1976-02-01,64.400
1976-03-01,65.200
1976-04-01,67.400
1976-05-01,68.900
1976-06-01,69.500
1976-07-01,71.000
1976-08-01,71.300
1976-09-01,72.000
1976-10-01,71.500
1976-11-01,71.100
1976-12-01,70.200
1977-01-01,70.700
1977-02-01,71.900
1977-03-01,74.300
1977-04-01,75.900
1977-05-01,76.200
1977-06-01,74.800
1977-07-01,75.100
1977-08-01,75.300
1977-09-01,74.000
1977-10-01,73.400
1977-11-01,73.700
1977-12-01,74.000
1978-01-01,75.100
1978-02-01,75.800
1978-03-01,76.300
1978-04-01,77.000
1978-05-01,77.100
1978-06-01,77.900
1978-07-01,78.100
1978-08-01,80.100
1978-09-01,80.200
1978-10-01,82.400
1978-11-01,82.800
1978-12-01,83.100
1979-01-01,84.800
1979-02-01,90.700
1979-03-01,93.600
1979-04-01,98.500
1979-05-01,98.000
1979-06-01,98.500
1979-07-01,99.500
1979-08-01,99.800
1979-09-01,102.200
1979-10-01,107.400
1979-11-01,107.800
1979-12-01,110.700
1980-01-01,123.800
1980-02-01,128.100
1980-03-01,121.900
1980-04-01,113.200
1980-05-01,109.900
1980-06-01,109.600
1980-07-01,111.000
1980-08-01,113.200
1980-09-01,114.600
1980-10-01,117.400
1980-11-01,114.600
1980-12-01,111.300
1981-01-01,110.800
1981-02-01,109.000
1981-03-01,108.700
1981-04-01,109.400
1981-05-01,109.100
1981-06-01,107.900
1981-07-01,107.300
1981-08-01,109.000
1981-09-01,109.800
1981-10-01,108.300
1981-11-01,106.600
1981-12-01,105.100
1982-01-01,104.100
1982-02-01,103.800
1982-03-01,101.400
1982-04-01,100.900
1982-05-01,100.000
1982-06-01,96.100
1982-07-01,97.300
1982-08-01,97.000
1982-09-01,100.600
1982-10-01,99.700
1982-11-01,99.300
1982-12-01,99.800
1983-01-01,101.300
1983-02-01,104.600
1983-03-01,102.600
1983-04-01,103.100
1983-05-01,105.300
1983-06-01,104.600
1983-07-01,105.600
1983-08-01,106.100
1983-09-01,107.000
1983-10-01,106.000
1983-11-01,104.900
1983-12-01,105.500
1984-01-01,105.000
1984-02-01,106.300
1984-03-01,108.600
1984-04-01,109.700
1984-05-01,107.800
1984-06-01,107.300
1984-07-01,105.100
1984-08-01,104.400
1984-09-01,103.100
1984-10-01,101.200
1984-11-01,102.200
1984-12-01,100.900
1985-01-01,99.900
1985-02-01,100.500
1985-03-01,99.600
1985-04-01,101.800
1985-05-01,101.700
1985-06-01,100.000
1985-07-01,99.200
1985-08-01,99.200
1985-09-01,98.900
1985-10-01,98.600
1985-11-01,97.800
1985-12-01,97.600
1986-01-01,98.500
1986-02-01,98.600
1986-03-01,99.300
1986-04-01,98.500
1986-05-01,97.900
1986-06-01,98.200
1986-07-01,97.600
1986-08-01,98.200
1986-09-01,98.700
1986-10-01,99.000
1986-11-01,98.900
1986-12-01,98.500
1987-01-01,99.100
1987-02-01,99.100
1987-03-01,100.200
1987-04-01,101.800
1987-05-01,104.600
1987-06-01,106.000
1987-07-01,109.100
1987-08-01,112.000
1987-09-01,114.200
1987-10-01,116.700
1987-11-01,118.500
1987-12-01,124.100
1988-01-01,127.500
1988-02-01,124.800
1988-03-01,125.700
1988-04-01,128.900
1988-05-01,129.300
1988-06-01,131.700
1988-07-01,132.800
1988-08-01,132.900
1988-09-01,134.800
1988-10-01,137.800
1988-11-01,144.000
1988-12-01,148.300
1989-01-01,149.900
1989-02-01,147.100
1989-03-01,148.200
1989-04-01,147.200
1989-05-01,144.600
1989-06-01,140.100
1989-07-01,136.300
1989-08-01,136.900
1989-09-01,139.500
1989-10-01,140.200
1989-11-01,136.500
1989-12-01,131.900
1990-01-01,130.900
1990-02-01,127.900
1990-03-01,131.800
1990-04-01,134.500
1990-05-01,134.000
1990-06-01,132.100
1990-07-01,133.200
1990-08-01,137.300
1990-09-01,139.000
1990-10-01,139.200
1990-11-01,134.800
1990-12-01,130.600
1991-01-01,129.600
1991-02-01,128.100
1991-03-01,127.200
1991-04-01,126.500
1991-05-01,124.200
1991-06-01,121.600
1991-07-01,120.900
1991-08-01,121.200
1991-09-01,121.300
1991-10-01,121.100
1991-11-01,120.200
1991-12-01,118.900
1992-01-01,117.100
1992-02-01,119.400
1992-03-01,121.000
1992-04-01,121.500
1992-05-01,121.600
1992-06-01,122.800
1992-07-01,124.000
1992-08-01,125.200
1992-09-01,122.900
1992-10-01,120.000
1992-11-01,117.600
1992-12-01,117.900
1993-01-01,119.100
1993-02-01,118.800
1993-03-01,117.500
1993-04-01,115.700
1993-05-01,113.200
1993-06-01,113.500
1993-07-01,114.600
1993-08-01,114.700
1993-09-01,113.400
1993-10-01,111.100
1993-11-01,110.200
1993-12-01,111.500
1994-01-01,112.800
1994-02-01,116.200
1994-03-01,118.500
1994-04-01,119.100
1994-05-01,120.500
1994-06-01,125.200
1994-07-01,128.100
1994-08-01,128.800
1994-09-01,131.200
1994-10-01,134.000
1994-11-01,140.500
1994-12-01,144.500
1995-01-01,151.200
1995-02-01,152.800
1995-03-01,151.500
1995-04-01,152.100
1995-05-01,149.100
1995-06-01,149.400
1995-07-01,150.300
1995-08-01,150.800
1995-09-01,149.300
1995-10-01,146.600
1995-11-01,146.400
1995-12-01,145.400
1996-01-01,142.700
1996-02-01,140.300
1996-03-01,140.500
1996-04-01,140.500
1996-05-01,141.800
1996-06-01,139.800
1996-07-01,133.900
1996-08-01,131.800
1996-09-01,131.300
1996-10-01,130.100
1996-11-01,131.400
1996-12-01,133.400
1997-01-01,136.000
1997-02-01,137.000
1997-03-01,139.700
1997-04-01,138.200
1997-05-01,139.100
1997-06-01,139.700
1997-07-01,136.900
1997-08-01,137.400
1997-09-01,136.400
1997-10-01,135.000
1997-11-01,132.700
1997-12-01,130.400
1998-01-01,128.000
1998-02-01,127.900
1998-03-01,126.800
1998-04-01,127.200
1998-05-01,125.600
1998-06-01,123.400
1998-07-01,121.600
1998-08-01,120.500
1998-09-01,120.700
1998-10-01,119.300
1998-11-01,118.100
1998-12-01,116.400
1999-01-01,115.300
1999-02-01,115.100
1999-03-01,114.200
1999-04-01,114.900
1999-05-01,117.100
1999-06-01,116.200
1999-07-01,119.000
1999-08-01,120.200
1999-09-01,122.400
1999-10-01,124.800
1999-11-01,124.200
1999-12-01,125.200
2000-01-01,127.800
2000-02-01,129.900
2000-03-01,128.900
2000-04-01,127.500
2000-05-01,126.800
2000-06-01,126.500
2000-07-01,127.400
2000-08-01,128.300
2000-09-01,129.800
2000-10-01,129.400
2000-11-01,127.000
2000-12-01,127.700
2001-01-01,127.200
2001-02-01,127.500
2001-03-01,127.500
2001-04-01,125.300
2001-05-01,126.000
2001-06-01,125.000
2001-07-01,123.400
2001-08-01,121.700
2001-09-01,121.400
2001-10-01,119.600
2001-11-01,118.600
2001-12-01,118.800
2002-01-01,119.600
2002-02-01,120.000
2002-03-01,120.900
2002-04-01,120.700
2002-05-01,120.800
2002-06-01,121.700
2002-07-01,121.200
2002-08-01,119.300
2002-09-01,119.400
2002-10-01,118.800
2002-11-01,120.300
2002-12-01,120.700
2003-01-01,121.300
2003-02-01,122.300
2003-03-01,122.300
2003-04-01,120.900
2003-05-01,122.300
2003-06-01,122.800
2003-07-01,122.700
2003-08-01,123.500
2003-09-01,124.300
2003-10-01,125.900
2003-11-01,128.500
2003-12-01,131.100
2004-01-01,134.500
2004-02-01,139.200
2004-03-01,142.500
2004-04-01,145.100
2004-05-01,143.300
2004-06-01,142.800
2004-07-01,145.200
2004-08-01,145.700
2004-09-01,147.100
2004-10-01,150.000
2004-11-01,151.600
2004-12-01,154.400
2005-01-01,155.700
2005-02-01,157.600
2005-03-01,160.600
2005-04-01,161.600
2005-05-01,161.100
2005-06-01,162.600
2005-07-01,163.300
2005-08-01,165.200
2005-09-01,167.700
2005-10-01,171.600
2005-11-01,176.600
2005-12-01,182.800
2006-01-01,187.500
2006-02-01,193.300
2006-03-01,195.800
2006-04-01,210.600
2006-05-01,234.900
2006-06-01,231.000
2006-07-01,234.100
2006-08-01,232.100
2006-09-01,230.700
2006-10-01,229.100
2006-11-01,229.700
2006-12-01,230.600
2007-01-01,225.200
2007-02-01,224.200
2007-03-01,230.100
2007-04-01,243.600
2007-05-01,249.300
2007-06-01,247.800
2007-07-01,250.000
2007-08-01,247.500
2007-09-01,244.100
2007-10-01,248.100
2007-11-01,244.000
2007-12-01,239.700
2008-01-01,240.800
2008-02-01,251.000
2008-03-01,265.500
2008-04-01,270.600
2008-05-01,267.100
2008-06-01,261.800
2008-07-01,267.400
2008-08-01,257.400
2008-09-01,247.000
2008-10-01,225.400
2008-11-01,198.600
2008-12-01,188.000
2009-01-01,181.000
2009-02-01,178.000
2009-03-01,176.600
2009-04-01,183.500
2009-05-01,188.200
2009-06-01,192.400
2009-07-01,193.900
2009-08-01,208.000
2009-09-01,213.000
2009-10-01,215.200
2009-11-01,219.800
2009-12-01,227.900
2010-01-01,234.800
2010-02-01,229.200
2010-03-01,235.300
2010-04-01,243.600
2010-05-01,236.700
2010-06-01,227.200
2010-07-01,226.000
2010-08-01,234.800
2010-09-01,241.500
2010-10-01,252.900
2010-11-01,260.700
2010-12-01,264.000
2011-01-01,269.500
2011-02-01,276.000
2011-03-01,274.700
2011-04-01,281.400
2011-05-01,277.600
2011-06-01,277.400
2011-07-01,282.500
2011-08-01,277.900
2011-09-01,273.900
2011-10-01,257.900
2011-11-01,259.200
2011-12-01,254.600
2012-01-01,255.100
2012-02-01,263.800
2012-03-01,265.200
2012-04-01,260.900
2012-05-01,255.000
2012-06-01,250.400
2012-07-01,247.800
2012-08-01,246.800
2012-09-01,254.800
2012-10-01,258.600
2012-11-01,253.600
2012-12-01,257.500
2013-01-01,257.100
2013-02-01,258.000
2013-03-01,253.500
2013-04-01,247.900
2013-05-01,242.700
2013-06-01,240.900
2013-07-01,235.100
2013-08-01,240.400
2013-09-01,240.000
2013-10-01,239.000
2013-11-01,238.100
2013-12-01,237.400
2014-01-01,238.300
2014-02-01,239.200
2014-03-01,239.100
2014-04-01,238.100
2014-05-01,239.900
2014-06-01,240.200
2014-07-01,244.800
2014-08-01,246.400
2014-09-01,245.700
2014-10-01,241.400
2014-11-01,240.200
2014-12-01,239.900
2015-01-01,234.800
2015-02-01,231.200
2015-03-01,229.400
2015-04-01,229.500
2015-05-01,231.500
2015-06-01,226.200
2015-07-01,219.000
2015-08-01,213.200
2015-09-01,211.400
2015-10-01,212.300
2015-11-01,206.100
2015-12-01,202.200
