observation_date,WPU01
1959-02-01,41.200
1959-03-01,41.000
1959-04-01,41.800
1959-05-01,41.000
1959-06-01,40.600
1959-07-01,39.900
1959-08-01,39.400
1959-09-01,40.100
1959-10-01,39.100
1959-11-01,38.600
1959-12-01,38.800
1960-01-01,39.100
1960-02-01,39.300
1960-03-01,40.800
1960-04-01,41.200
1960-05-01,40.800
1960-06-01,40.200
1960-07-01,40.100
1960-08-01,39.100
1960-09-01,39.600
1960-10-01,40.400
1960-11-01,40.600
1960-12-01,40.100
1961-01-01,40.500
1961-02-01,40.700
1961-03-01,40.600
1961-04-01,40.000
1961-05-01,39.200
1961-06-01,38.500
1961-07-01,39.400
1961-08-01,40.000
1961-09-01,39.400
1961-10-01,39.400
1961-11-01,39.600
1961-12-01,39.700
1962-01-01,40.500
1962-02-01,40.600
1962-03-01,40.700
1962-04-01,40.100
1962-05-01,39.800
1962-06-01,39.400
1962-07-01,39.900
1962-08-01,40.400
1962-09-01,41.600
1962-10-01,40.800
1962-11-01,41.100
1962-12-01,40.300
1963-01-01,40.800
1963-02-01,39.900
1963-03-01,39.500
1963-04-01,39.500
1963-05-01,39.100
1963-06-01,39.300
1963-07-01,40.100
1963-08-01,39.900
1963-09-01,39.500
1963-10-01,39.400
1963-11-01,39.800
1963-12-01,38.600
1964-01-01,39.900
1964-02-01,39.100
1964-03-01,39.400
1964-04-01,39.100
1964-05-01,38.800
1964-06-01,38.600
1964-07-01,39.000
1964-08-01,38.700
1964-09-01,39.600
1964-10-01,38.800
1964-11-01,38.900
1964-12-01,38.400
1965-01-01,38.500
1965-02-01,39.100
1965-03-01,39.500
1965-04-01,40.400
1965-05-01,40.700
1965-06-01,41.500
1965-07-01,41.400
1965-08-01,41.000
1965-09-01,41.200
1965-10-01,41.100
1965-11-01,41.500
1965-12-01,42.600
1966-01-01,43.200
1966-02-01,44.400
1966-03-01,44.200
1966-04-01,44.000
1966-05-01,43.200
1966-06-01,43.100
1966-07-01,44.600
1966-08-01,44.700
1966-09-01,45.000
1966-10-01,43.200
1966-11-01,42.400
1966-12-01,42.100
1967-01-01,42.500
1967-02-01,41.800
1967-03-01,41.300
1967-04-01,40.400
1967-05-01,41.700
1967-06-01,42.400
1967-07-01,42.500
1967-08-01,41.100
1967-09-01,40.700
1967-10-01,40.200
1967-11-01,39.900
1967-12-01,41.000
1968-01-01,41.000
1968-02-01,41.900
1968-03-01,42.300
1968-04-01,42.300
1968-05-01,42.900
1968-06-01,42.400
1968-07-01,43.000
1968-08-01,42.000
1968-09-01,42.500
1968-10-01,41.900
1968-11-01,42.700
1968-12-01,42.800
1969-01-01,43.400
1969-02-01,43.500
1969-03-01,44.100
1969-04-01,43.900
1969-05-01,45.900
1969-06-01,46.200
1969-07-01,46.000
1969-08-01,45.100
1969-09-01,44.900
1969-10-01,44.600
1969-11-01,46.000
1969-12-01,46.400
1970-01-01,46.600
1970-02-01,47.000
1970-03-01,47.300
1970-04-01,46.000
1970-05-01,45.900
1970-06-01,46.000
1970-07-01,46.800
1970-08-01,44.800
1970-09-01,46.300
1970-10-01,44.500
1970-11-01,44.100
1970-12-01,44.200
1971-01-01,44.900
1971-02-01,47.000
1971-03-01,46.600
1971-04-01,46.600
1971-05-01,47.000
1971-06-01,47.900
1971-07-01,46.800
1971-08-01,46.700
1971-09-01,45.600
1971-10-01,45.900
1971-11-01,46.300
1971-12-01,47.800
1972-01-01,48.600
1972-02-01,49.800
1972-03-01,49.400
1972-04-01,49.100
1972-05-01,50.400
1972-06-01,51.100
1972-07-01,52.800
1972-08-01,52.900
1972-09-01,53.100
1972-10-01,51.800
1972-11-01,53.100
1972-12-01,56.700
1973-01-01,59.500
1973-02-01,62.300
1973-03-01,66.400
1973-04-01,66.300
1973-05-01,70.300
1973-06-01,75.200
1973-07-01,71.500
1973-08-01,88.000
1973-09-01,82.700
1973-10-01,77.700
1973-11-01,75.900
1973-12-01,77.300
1974-01-01,83.600
1974-02-01,84.800
1974-03-01,81.300
1974-04-01,76.800
1974-05-01,74.600
1974-06-01,69.600
1974-07-01,74.600
1974-08-01,78.100
1974-09-01,75.400
1974-10-01,77.400
1974-11-01,77.500
1974-12-01,75.800
1975-01-01,74.100
1975-02-01,72.100
1975-03-01,70.600
1975-04-01,73.300
1975-05-01,76.100
1975-06-01,76.800
1975-07-01,79.900
1975-08-01,79.700
1975-09-01,81.300
1975-10-01,81.400
1975-11-01,79.100
1975-12-01,80.000
1976-01-01,79.500
1976-02-01,78.700
1976-03-01,77.000
1976-04-01,79.600
1976-05-01,79.500
1976-06-01,81.100
1976-07-01,81.200
1976-08-01,78.300
1976-09-01,79.200
1976-10-01,77.000
1976-11-01,75.700
1976-12-01,79.100
1977-01-01,79.800
1977-02-01,82.100
1977-03-01,83.500
1977-04-01,85.900
1977-05-01,84.300
1977-06-01,79.500
1977-07-01,78.500
1977-08-01,75.000
1977-09-01,75.100
1977-10-01,75.100
1977-11-01,76.600
1977-12-01,77.700
1978-01-01,79.300
1978-02-01,82.100
1978-03-01,84.200
1978-04-01,88.200
1978-05-01,89.000
1978-06-01,90.600
1978-07-01,90.700
1978-08-01,86.800
1978-09-01,88.800
1978-10-01,90.500
1978-11-01,90.000
1978-12-01,91.900
1979-01-01,95.000
1979-02-01,99.400
1979-03-01,100.200
1979-04-01,101.500
1979-05-01,101.200
1979-06-01,100.200
1979-07-01,101.800
1979-08-01,98.400
1979-09-01,99.500
1979-10-01,98.900
1979-11-01,99.100
1979-12-01,100.100
1980-01-01,97.600
1980-02-01,100.000
1980-03-01,98.700
1980-04-01,94.500
1980-05-01,96.300
1980-06-01,96.300
1980-07-01,104.900
1980-08-01,108.900
1980-09-01,110.200
1980-10-01,108.800
1980-11-01,109.300
1980-12-01,109.500
1981-01-01,109.100
1981-02-01,108.300
1981-03-01,107.600
1981-04-01,108.700
1981-05-01,107.100
1981-06-01,107.600
1981-07-01,108.700
1981-08-01,106.400
1981-09-01,103.600
1981-10-01,100.300
1981-11-01,97.900
1981-12-01,96.800
1982-01-01,99.900
1982-02-01,102.000
1982-03-01,101.000
1982-04-01,103.400
1982-05-01,105.800
1982-06-01,104.300
1982-07-01,101.800
1982-08-01,99.400
1982-09-01,96.800
1982-10-01,94.600
1982-11-01,95.200
1982-12-01,96.000
1983-01-01,96.200
1983-02-01,99.300
1983-03-01,99.600
1983-04-01,103.400
1983-05-01,103.300
1983-06-01,102.100
1983-07-01,100.800
1983-08-01,104.600
1983-09-01,105.800
1983-10-01,105.300
1983-11-01,103.600
1983-12-01,104.800
1984-01-01,108.700
1984-02-01,107.900
1984-03-01,110.300
1984-04-01,109.500
1984-05-01,107.600
1984-06-01,106.100
1984-07-01,106.700
1984-08-01,104.500
1984-09-01,103.100
1984-10-01,99.100
1984-11-01,101.400
1984-12-01,101.400
1985-01-01,100.400
1985-02-01,101.200
1985-03-01,98.500
1985-04-01,97.700
1985-05-01,95.100
1985-06-01,94.700
1985-07-01,94.600
1985-08-01,90.000
1985-09-01,87.800
1985-10-01,90.700
1985-11-01,95.100
1985-12-01,95.800
1986-01-01,93.800
1986-02-01,91.500
1986-03-01,90.900
1986-04-01,90.200
1986-05-01,93.700
1986-06-01,91.800
1986-07-01,94.300
1986-08-01,93.700
1986-09-01,92.500
1986-10-01,93.800
1986-11-01,95.000
1986-12-01,93.800
1987-01-01,91.100
1987-02-01,92.000
1987-03-01,92.200
1987-04-01,95.700
1987-05-01,99.900
1987-06-01,98.800
1987-07-01,97.900
1987-08-01,95.700
1987-09-01,96.100
1987-10-01,94.900
1987-11-01,96.300
1987-12-01,95.700
1988-01-01,97.300
1988-02-01,97.900
1988-03-01,98.200
1988-04-01,99.200
1988-05-01,102.200
1988-06-01,106.800
1988-07-01,109.100
1988-08-01,109.300
1988-09-01,111.600
1988-10-01,110.900
1988-11-01,107.900
1988-12-01,108.900
1989-01-01,112.000
1989-02-01,110.800
1989-03-01,113.800
1989-04-01,111.000
1989-05-01,115.100
1989-06-01,111.800
1989-07-01,110.500
1989-08-01,109.300
1989-09-01,108.000
1989-10-01,107.800
1989-11-01,109.000
1989-12-01,111.500
1990-01-01,114.900
1990-02-01,115.700
1990-03-01,115.300
1990-04-01,113.300
1990-05-01,113.700
1990-06-01,113.600
1990-07-01,113.800
1990-08-01,111.400
1990-09-01,109.200
1990-10-01,109.500
1990-11-01,108.500
1990-12-01,107.200
1991-01-01,106.900
1991-02-01,106.900
1991-03-01,109.700
1991-04-01,109.600
1991-05-01,110.400
1991-06-01,109.100
1991-07-01,105.600
1991-08-01,102.900
1991-09-01,103.100
1991-10-01,101.500
1991-11-01,101.600
1991-12-01,100.600
1992-01-01,102.800
1992-02-01,105.500
1992-03-01,106.400
1992-04-01,103.200
1992-05-01,105.800
1992-06-01,104.700
1992-07-01,102.500
1992-08-01,102.200
1992-09-01,101.600
1992-10-01,102.700
1992-11-01,101.800
1992-12-01,103.700
1993-01-01,104.300
1993-02-01,104.400
1993-03-01,106.400
1993-04-01,109.700
1993-05-01,111.000
1993-06-01,104.300
1993-07-01,105.400
1993-08-01,106.600
1993-09-01,106.300
1993-10-01,104.200
1993-11-01,110.100
1993-12-01,113.000
1994-01-01,112.000
1994-02-01,112.300
1994-03-01,112.800
1994-04-01,111.500
1994-05-01,108.700
1994-06-01,107.200
1994-07-01,102.800
1994-08-01,101.000
1994-09-01,101.300
1994-10-01,98.800
1994-11-01,101.400
1994-12-01,105.500
1995-01-01,103.600
1995-02-01,104.900
1995-03-01,105.100
1995-04-01,104.800
1995-05-01,102.600
1995-06-01,104.200
1995-07-01,106.200
1995-08-01,105.100
1995-09-01,110.700
1995-10-01,110.200
1995-11-01,115.400
1995-12-01,116.500
1996-01-01,116.400
1996-02-01,116.600
1996-03-01,119.500
1996-04-01,121.700
1996-05-01,128.100
1996-06-01,129.600
1996-07-01,129.900
1996-08-01,128.600
1996-09-01,125.100
1996-10-01,120.200
1996-11-01,117.900
1996-12-01,114.800
1997-01-01,113.000
1997-02-01,113.000
1997-03-01,116.200
1997-04-01,116.700
1997-05-01,117.400
1997-06-01,111.600
1997-07-01,111.600
1997-08-01,111.400
1997-09-01,111.200
1997-10-01,111.000
1997-11-01,111.000
1997-12-01,110.300
1998-01-01,106.300
1998-02-01,106.300
1998-03-01,107.400
1998-04-01,106.500
1998-05-01,105.800
1998-06-01,105.700
1998-07-01,105.000
1998-08-01,102.900
1998-09-01,102.000
1998-10-01,104.800
1998-11-01,103.100
1998-12-01,99.000
1999-01-01,102.200
1999-02-01,98.300
1999-03-01,99.200
1999-04-01,96.500
1999-05-01,99.600
1999-06-01,99.200
1999-07-01,95.200
1999-08-01,99.000
1999-09-01,99.300
1999-10-01,97.500
1999-11-01,97.800
1999-12-01,96.900
2000-01-01,95.900
2000-02-01,97.500
2000-03-01,100.600
2000-04-01,101.600
2000-05-01,103.700
2000-06-01,100.100
2000-07-01,97.300
2000-08-01,94.600
2000-09-01,98.000
2000-10-01,100.300
2000-11-01,101.500
2000-12-01,103.400
2001-01-01,104.500
2001-02-01,103.600
2001-03-01,107.300
2001-04-01,106.000
2001-05-01,106.800
2001-06-01,105.900
2001-07-01,105.000
2001-08-01,105.500
2001-09-01,105.300
2001-10-01,101.200
2001-11-01,97.300
2001-12-01,96.600
2002-01-01,99.900
2002-02-01,101.800
2002-03-01,104.400
2002-04-01,94.300
2002-05-01,96.600
2002-06-01,96.200
2002-07-01,97.900
2002-08-01,99.700
2002-09-01,99.800
2002-10-01,99.100
2002-11-01,99.100
2002-12-01,99.100
2003-01-01,104.100
2003-02-01,104.600
2003-03-01,104.000
2003-04-01,105.600
2003-05-01,109.200
2003-06-01,107.300
2003-07-01,105.500
2003-08-01,109.000
2003-09-01,116.100
2003-10-01,124.400
2003-11-01,123.700
2003-12-01,124.300
2004-01-01,117.400
2004-02-01,120.400
2004-03-01,129.100
2004-04-01,129.600
2004-05-01,135.100
2004-06-01,129.700
2004-07-01,124.400
2004-08-01,119.000
2004-09-01,118.700
2004-10-01,119.200
2004-11-01,118.000
2004-12-01,118.400
2005-01-01,118.800
2005-02-01,117.600
2005-03-01,123.000
2005-04-01,120.700
2005-05-01,121.500
2005-06-01,118.300
2005-07-01,116.300
2005-08-01,114.500
2005-09-01,116.800
2005-10-01,115.700
2005-11-01,117.500
2005-12-01,121.100
2006-01-01,117.400
2006-02-01,111.900
2006-03-01,111.000
2006-04-01,111.300
2006-05-01,109.800
2006-06-01,113.800
2006-07-01,115.500
2006-08-01,118.500
2006-09-01,120.300
2006-10-01,123.200
2006-11-01,124.500
2006-12-01,127.000
2007-01-01,127.100
2007-02-01,137.500
2007-03-01,140.600
2007-04-01,141.300
2007-05-01,142.700
2007-06-01,141.800
2007-07-01,143.400
2007-08-01,140.400
2007-09-01,146.800
2007-10-01,148.200
2007-11-01,151.000
2007-12-01,159.600
2008-01-01,164.200
2008-02-01,164.400
2008-03-01,169.600
2008-04-01,166.700
2008-05-01,169.700
2008-06-01,176.200
2008-07-01,174.300
2008-08-01,164.700
2008-09-01,163.500
2008-10-01,145.300
2008-11-01,143.100
2008-12-01,133.900
2009-01-01,136.400
2009-02-01,132.800
2009-03-01,130.600
2009-04-01,136.800
2009-05-01,137.800
2009-06-01,142.100
2009-07-01,131.600
2009-08-01,130.100
2009-09-01,126.800
2009-10-01,133.200
2009-11-01,135.500
2009-12-01,141.500
2010-01-01,142.500
2010-02-01,142.300
2010-03-01,150.300
2010-04-01,149.100
2010-05-01,150.000
2010-06-01,141.600
2010-07-01,146.800
2010-08-01,148.400
2010-09-01,154.100
2010-10-01,157.400
2010-11-01,162.100
2010-12-01,166.800
2011-01-01,173.300
2011-02-01,189.800
2011-03-01,185.100
2011-04-01,191.100
2011-05-01,186.000
2011-06-01,192.600
2011-07-01,188.400
2011-08-01,192.200
2011-09-01,190.300
2011-10-01,183.500
2011-11-01,186.700
2011-12-01,181.300
2012-01-01,184.700
2012-02-01,185.700
2012-03-01,191.100
2012-04-01,187.000
2012-05-01,185.100
2012-06-01,184.700
2012-07-01,193.900
2012-08-01,199.400
2012-09-01,200.200
2012-10-01,198.200
2012-11-01,199.800
2012-12-01,200.000
2013-01-01,202.700
2013-02-01,197.500
2013-03-01,203.800
2013-04-01,196.100
2013-05-01,203.000
2013-06-01,203.100
2013-07-01,200.700
2013-08-01,191.400
2013-09-01,188.000
2013-10-01,186.300
2013-11-01,186.000
2013-12-01,184.800
2014-01-01,188.600
2014-02-01,191.500
2014-03-01,204.100
2014-04-01,211.000
2014-05-01,208.800
2014-06-01,205.500
2014-07-01,199.300
2014-08-01,191.300
2014-09-01,193.100
2014-10-01,191.500
2014-11-01,196.100
2014-12-01,187.900
2015-01-01,180.700
2015-02-01,173.200
2015-03-01,175.500
2015-04-01,175.800
2015-05-01,179.000
2015-06-01,181.600
2015-07-01,178.900
2015-08-01,178.200
2015-09-01,170.700
2015-10-01,167.100
2015-11-01,164.400
2015-12-01,160.400
