trade_date,open,high,low,close,volume
2025-10-24,1415.969,1426.899,1397.359,1398.019,38226.0
2025-10-27,1388.019,1400.509,1384.009,1388.429,37102.0
2025-10-28,1390.019,1399.219,1389.119,1393.019,27124.0
2025-10-29,1388.039,1394.569,1378.059,1379.919,33937.0
2025-10-30,1369.829,1384.649,1369.829,1374.759,47456.0
2025-10-31,1370.019,1383.999,1368.129,1378.029,35694.0
2025-11-03,1379.019,1396.019,1368.119,1383.019,34548.0
2025-11-04,1383.119,1383.799,1371.799,1377.019,26566.0
2025-11-05,1373.909,1379.009,1368.029,1368.099,34475.0
2025-11-06,1378.019,1389.469,1378.009,1383.149,38348.0
2025-11-07,1383.129,1387.799,1379.129,1381.349,18861.0
2025-11-10,1383.019,1411.709,1382.999,1410.319,49452.0
2025-11-11,1410.019,1410.199,1395.019,1407.009,26692.0
2025-11-12,1407.999,1426.379,1407.229,1413.169,32992.0
2025-11-13,1410.139,1421.599,1406.019,1418.399,31179.0
2025-11-14,1418.019,1426.969,1404.319,1404.619,27473.0
2025-11-17,1402.019,1421.019,1393.809,1419.019,34462.0
2025-11-18,1418.719,1434.089,1417.019,1424.019,34205.0
2025-11-19,1422.019,1427.549,1417.979,1419.029,22045.0
2025-11-20,1420.019,1427.919,1413.049,1415.129,24002.0
2025-11-21,1418.519,1428.019,1404.019,1414.619,42607.0
2025-11-24,1415.019,1419.019,1399.149,1400.019,33607.0
2025-11-25,1406.019,1406.019,1392.519,1392.669,28441.0
2025-11-26,1396.899,1401.509,1391.599,1397.169,20306.0
2025-11-27,1397.519,1398.019,1387.059,1395.319,22287.0
2025-11-28,1394.519,1403.519,1391.019,1398.519,23211.0
2025-12-01,1399.019,1410.289,1390.019,1396.019,27333.0
2025-12-02,1396.019,1399.939,1383.039,1384.049,25047.0
2025-12-03,1383.829,1383.989,1376.019,1377.119,23573.0
2025-12-04,1377.119,1380.519,1366.399,1371.999,29075.0
2025-12-05,1371.999,1381.109,1367.519,1378.029,25402.0
2025-12-08,1377.219,1384.689,1366.019,1366.239,33603.0
2025-12-09,1366.249,1369.019,1348.069,1349.029,42634.0
2025-12-10,1348.019,1350.819,1331.199,1350.819,33133.0
2025-12-11,1354.679,1360.009,1349.569,1360.009,22385.0
2025-12-12,1366.019,1373.019,1361.589,1368.669,37159.0
2025-12-15,1387.609,1388.009,1373.589,1374.019,33359.0
2025-12-16,1374.219,1376.799,1363.019,1370.019,23964.0
2025-12-17,1373.019,1387.959,1365.699,1381.119,31382.0
2025-12-18,1381.519,1386.899,1374.129,1379.019,17830.0
2025-12-19,1381.976,1384.426,1372.986,1381.976,26509.0
2025-12-22,1381.976,1386.116,1378.556,1380.236,20426.0
2025-12-23,1380.236,1384.906,1369.166,1379.836,24507.0
2025-12-24,1376.966,1378.336,1371.976,1372.876,25187.0
2025-12-25,1376.976,1391.456,1373.356,1386.146,23386.0
2025-12-26,1386.146,1391.116,1381.976,1386.106,17803.0
2025-12-29,1386.106,1386.106,1372.976,1373.976,26308.0
2025-12-30,1372.976,1373.876,1357.976,1361.696,33792.0
2025-12-31,1361.976,1365.976,1349.146,1349.156,34766.0
