trade_date,open,high,low,close,volume
2024-04-03,1599.661,1605.101,1575.681,1580.771,29046.0
2024-04-08,1560.661,1561.661,1528.261,1532.321,59167.0
2024-04-09,1526.331,1538.661,1524.111,1527.881,25590.0
2024-04-10,1527.931,1530.651,1510.661,1513.641,27631.0
2024-04-11,1505.771,1515.661,1500.351,1513.661,22766.0
2024-04-12,1516.661,1529.661,1499.691,1499.691,26744.0
2024-04-15,1500.671,1541.271,1500.641,1538.641,35818.0
2024-04-16,1531.151,1545.221,1524.661,1535.661,26266.0
2024-04-17,1533.661,1540.861,1523.661,1532.661,24819.0
2024-04-18,1524.671,1548.641,1523.841,1536.441,26568.0
2024-04-19,1526.441,1534.161,1506.941,1512.301,23500.0
2024-04-22,1519.661,1544.541,1510.661,1540.721,29951.0
2024-04-23,1540.661,1560.661,1540.661,1557.941,24980.0
2024-04-24,1562.641,1565.571,1548.991,1559.261,17086.0
2024-04-25,1555.991,1561.261,1547.911,1558.701,14476.0
2024-04-26,1559.661,1579.661,1559.641,1575.091,30996.0
2024-04-29,1562.611,1593.661,1559.481,1569.661,41332.0
2024-04-30,1570.671,1595.541,1570.661,1570.661,30760.0
2024-05-06,1599.631,1630.661,1592.661,1625.861,59909.0
2024-05-07,1631.451,1643.461,1622.341,1635.661,24925.0
2024-05-08,1635.351,1635.631,1621.331,1629.631,14769.0
2024-05-09,1623.661,1630.641,1615.661,1621.661,22387.0
2024-05-10,1626.761,1633.541,1599.651,1604.641,26207.0
2024-05-13,1597.681,1598.321,1566.881,1571.661,37662.0
2024-05-14,1571.651,1578.931,1565.671,1567.641,21274.0
2024-05-15,1568.241,1573.661,1564.251,1565.661,15739.0
2024-05-16,1570.661,1575.541,1555.661,1570.161,29680.0
2024-05-17,1565.671,1582.241,1565.661,1580.661,28924.0
2024-05-20,1583.651,1598.651,1573.771,1574.661,31426.0
2024-05-21,1573.661,1575.391,1563.821,1570.661,16293.0
2024-05-22,1568.661,1575.621,1556.661,1563.371,20286.0
2024-05-23,1565.661,1572.041,1555.741,1557.671,18885.0
2024-05-24,1558.661,1560.661,1542.661,1542.741,20217.0
2024-05-27,1543.661,1553.111,1533.671,1535.781,25098.0
2024-05-28,1536.061,1540.831,1528.661,1530.301,23521.0
2024-05-29,1531.661,1545.661,1530.661,1539.661,19651.0
2024-05-30,1540.661,1541.041,1514.661,1514.661,32208.0
2024-05-31,1516.161,1529.161,1514.111,1514.111,21857.0
2024-06-03,1515.661,1516.581,1500.771,1505.051,30261.0
2024-06-04,1506.161,1521.661,1502.211,1518.861,20841.0
2024-06-05,1517.661,1524.341,1508.691,1509.661,19056.0
2024-06-06,1509.321,1517.651,1501.571,1505.471,25610.0
2024-06-07,1511.791,1511.841,1484.671,1484.841,33525.0
2024-06-11,1468.651,1470.661,1432.661,1434.661,70247.0
2024-06-12,1435.661,1455.661,1435.661,1437.341,33171.0
2024-06-13,1442.431,1442.551,1418.811,1420.671,36186.0
2024-06-14,1420.661,1429.621,1386.121,1420.661,59514.0
2024-06-17,1397.951,1414.431,1376.671,1407.161,48318.0
2024-06-18,1396.551,1420.201,1382.341,1387.161,41258.0
2024-06-19,1394.527,1400.537,1378.637,1397.537,41262.0
2024-06-20,1396.537,1412.547,1394.537,1396.637,24711.0
2024-06-21,1397.037,1401.517,1366.757,1367.537,43320.0
2024-06-24,1319.537,1385.527,1310.547,1373.087,63840.0
2024-06-25,1373.537,1399.527,1373.537,1383.187,42098.0
2024-06-26,1376.537,1397.607,1374.337,1385.757,29570.0
2024-06-27,1388.537,1390.507,1364.537,1387.027,32822.0
2024-06-28,1376.537,1391.027,1360.537,1363.927,38582.0
2024-07-01,1365.417,1369.527,1324.537,1336.917,32161.0
2024-07-02,1329.537,1394.537,1329.537,1387.237,51853.0
2024-07-03,1395.537,1409.547,1384.557,1396.537,31573.0
2024-07-04,1401.537,1408.537,1377.667,1382.277,24380.0
2024-07-05,1375.537,1389.717,1346.537,1349.537,38829.0
2024-07-08,1339.537,1354.307,1315.677,1316.537,39527.0
2024-07-09,1316.537,1351.427,1306.637,1334.567,33621.0
2024-07-10,1335.787,1362.417,1331.537,1334.127,23763.0
2024-07-11,1346.507,1365.537,1336.747,1358.627,29020.0
2024-07-12,1369.547,1382.937,1361.987,1375.357,23386.0
2024-07-15,1366.537,1384.537,1366.537,1371.437,19176.0
2024-07-16,1372.537,1378.537,1361.587,1372.537,20316.0
2024-07-17,1372.637,1399.537,1366.557,1397.937,34311.0
2024-07-18,1396.037,1411.537,1389.067,1394.047,28870.0
2024-07-19,1387.347,1425.717,1380.547,1422.157,38943.0
2024-07-22,1421.567,1426.517,1388.187,1395.537,28543.0
2024-07-23,1395.537,1397.537,1351.537,1351.537,30944.0
2024-07-24,1346.737,1360.237,1331.537,1336.557,24123.0
2024-07-25,1336.557,1344.537,1316.547,1327.027,28347.0
2024-07-26,1327.027,1334.257,1307.437,1318.727,32354.0
2024-07-29,1311.537,1318.527,1294.537,1294.557,30869.0
2024-07-30,1282.517,1286.807,1257.837,1276.527,51779.0
2024-07-31,1269.637,1323.807,1269.637,1317.817,43272.0
2024-08-01,1314.537,1316.537,1281.237,1282.697,32038.0
2024-08-02,1270.137,1293.507,1270.137,1281.987,21928.0
2024-08-05,1285.417,1322.537,1282.057,1306.547,37736.0
2024-08-06,1318.537,1320.537,1290.547,1301.237,27444.0
2024-08-07,1302.037,1318.527,1294.837,1312.037,20622.0
2024-08-08,1307.537,1344.717,1305.537,1327.227,25131.0
2024-08-09,1356.567,1365.537,1333.337,1333.337,30138.0
2024-08-12,1326.537,1339.537,1323.117,1332.637,13632.0
2024-08-13,1329.537,1331.537,1308.547,1319.547,16308.0
2024-08-14,1319.547,1321.437,1308.557,1309.837,13414.0
2024-08-15,1301.567,1332.527,1300.487,1323.427,23039.0
2024-08-16,1323.327,1332.457,1313.547,1327.737,16455.0
2024-08-19,1328.537,1355.417,1321.537,1321.977,20433.0
2024-08-20,1326.437,1326.467,1310.537,1319.257,18591.0
2024-08-21,1316.537,1324.517,1312.227,1314.117,15092.0
2024-08-22,1312.537,1316.537,1296.547,1306.587,19527.0
2024-08-23,1304.537,1320.037,1302.657,1311.527,15320.0
2024-08-26,1313.537,1320.397,1299.687,1308.537,15628.0
2024-08-27,1308.537,1309.537,1297.647,1300.607,13657.0
2024-08-28,1300.607,1302.537,1271.537,1285.537,31664.0
2024-08-29,1276.537,1314.537,1276.537,1309.837,27472.0
2024-08-30,1309.537,1354.607,1301.537,1339.727,38739.0
2024-09-02,1326.537,1334.537,1291.537,1291.537,34135.0
2024-09-03,1294.537,1311.517,1289.557,1306.537,17888.0
2024-09-04,1298.537,1315.727,1296.277,1296.537,14211.0
2024-09-05,1297.037,1303.537,1293.537,1301.417,14503.0
2024-09-06,1301.537,1302.537,1294.537,1294.537,10321.0
2024-09-09,1276.547,1290.247,1266.617,1271.537,28638.0
2024-09-10,1266.557,1289.537,1266.557,1274.537,19803.0
2024-09-11,1272.137,1282.417,1261.537,1276.537,20996.0
2024-09-12,1276.537,1281.537,1231.447,1231.597,47948.0
2024-09-13,1227.537,1228.537,1193.837,1200.667,56005.0
2024-09-18,1196.537,1196.547,1163.197,1163.437,46185.0
2024-09-19,1158.537,1189.417,1142.367,1157.537,59988.0
2024-09-20,1158.037,1170.437,1146.567,1160.457,39982.0
2024-09-23,1164.537,1190.037,1157.197,1158.077,45550.0
2024-09-24,1181.627,1269.537,1161.627,1269.137,100413.0
2024-09-25,1296.587,1323.537,1293.247,1295.537,73954.0
2024-09-26,1296.497,1426.407,1292.537,1425.537,97278.0
2024-09-27,1496.537,1525.737,1461.897,1525.737,87922.0
2024-09-30,1588.537,1656.417,1548.537,1644.537,157293.0
2024-10-08,1806.537,1806.537,1576.717,1619.537,194709.0
2024-10-09,1596.537,1596.537,1486.537,1491.687,120197.0
2024-10-10,1518.797,1564.617,1487.537,1536.537,74603.0
2024-10-11,1511.937,1536.497,1486.537,1501.527,41915.0
2024-10-14,1509.537,1517.167,1477.707,1498.527,44812.0
2024-10-15,1495.537,1497.527,1449.547,1450.787,43571.0
2024-10-16,1437.417,1446.337,1406.537,1419.037,46664.0
2024-10-17,1433.537,1434.197,1389.947,1391.137,39460.0
2024-10-18,1389.537,1464.377,1375.497,1437.537,68619.0
2024-10-21,1437.747,1446.507,1417.747,1425.337,42008.0
2024-10-22,1423.097,1456.717,1420.737,1439.537,36269.0
2024-10-23,1440.647,1473.487,1428.537,1464.037,40088.0
2024-10-24,1457.537,1471.537,1441.547,1448.737,23923.0
2024-10-25,1443.537,1471.327,1442.547,1455.387,27745.0
2024-10-28,1456.537,1461.537,1418.767,1461.537,39121.0
2024-10-29,1456.537,1476.537,1426.537,1428.157,41166.0
2024-10-30,1421.537,1447.727,1419.947,1428.537,32006.0
2024-10-31,1428.687,1436.537,1416.537,1424.327,29957.0
2024-11-01,1417.537,1441.667,1417.337,1430.287,32284.0
2024-11-04,1441.467,1446.537,1424.597,1444.737,29093.0
2024-11-05,1436.537,1474.237,1432.547,1473.527,45640.0
2024-11-06,1471.537,1485.527,1457.757,1467.537,37631.0
2024-11-07,1458.997,1550.037,1458.837,1545.677,74739.0
2024-11-08,1557.427,1563.647,1497.547,1506.507,60771.0
2024-11-11,1486.537,1506.487,1463.727,1494.547,43854.0
2024-11-12,1485.537,1519.537,1470.487,1473.737,49223.0
2024-11-13,1464.537,1483.197,1457.817,1475.037,29125.0
2024-11-14,1466.537,1490.987,1462.187,1470.337,29248.0
2024-11-15,1465.537,1480.337,1449.537,1455.537,33761.0
2024-11-18,1458.537,1472.527,1451.537,1455.537,27092.0
2024-11-19,1461.537,1465.907,1421.537,1438.457,33266.0
2024-11-20,1439.537,1450.507,1427.837,1441.347,21345.0
2024-11-21,1440.407,1445.527,1428.537,1441.667,18262.0
2024-11-22,1437.687,1444.307,1404.357,1404.357,33436.0
2024-11-25,1407.537,1428.537,1393.207,1395.107,33186.0
2024-11-26,1395.107,1415.417,1385.417,1405.537,25745.0
2024-11-27,1405.537,1418.687,1401.537,1415.587,25934.0
2024-11-28,1418.537,1421.527,1398.537,1414.537,23952.0
2024-11-29,1413.537,1451.537,1409.747,1422.277,36088.0
2024-12-02,1422.537,1426.527,1411.637,1421.537,26820.0
2024-12-03,1420.537,1425.437,1412.617,1423.277,24807.0
2024-12-04,1416.607,1420.197,1406.537,1416.537,23924.0
2024-12-05,1407.397,1414.397,1406.537,1407.537,16141.0
2024-12-06,1409.537,1435.437,1404.607,1417.547,32040.0
2024-12-09,1418.557,1426.257,1409.737,1415.337,19800.0
2024-12-10,1466.537,1476.267,1441.717,1443.127,60312.0
2024-12-11,1436.537,1451.537,1427.517,1432.137,29671.0
2024-12-12,1428.557,1462.537,1425.537,1462.337,41937.0
2024-12-13,1446.547,1451.527,1415.417,1415.537,49512.0
2024-12-16,1417.537,1425.537,1407.247,1423.737,32537.0
2024-12-17,1422.527,1465.537,1417.547,1454.537,54172.0
2024-12-18,1454.507,1473.537,1443.637,1468.037,41162.0
2024-12-19,1461.677,1464.467,1446.867,1447.547,24809.0
2024-12-20,1451.549,1462.219,1440.439,1442.419,28158.0
2024-12-23,1443.419,1458.419,1437.419,1446.869,21603.0
2024-12-24,1445.419,1464.419,1442.009,1459.239,22105.0
2024-12-25,1459.219,1459.219,1446.519,1450.419,17123.0
2024-12-26,1454.419,1459.199,1443.419,1448.209,18287.0
2024-12-27,1449.319,1456.419,1439.919,1449.389,20759.0
2024-12-30,1454.389,1464.379,1445.419,1445.419,25130.0
2024-12-31,1445.819,1465.419,1442.429,1444.419,39354.0
2025-01-02,1444.419,1444.909,1400.419,1408.419,50029.0
2025-01-03,1414.919,1415.409,1387.429,1395.419,32628.0
2025-01-06,1373.419,1383.079,1353.219,1360.419,44255.0
2025-01-07,1365.079,1372.309,1359.419,1360.619,24221.0
2025-01-08,1360.419,1372.239,1347.079,1362.919,35258.0
2025-01-09,1369.409,1384.999,1353.399,1364.419,29706.0
2025-01-10,1367.519,1372.369,1356.419,1356.419,21872.0
2025-01-13,1345.419,1364.859,1342.429,1364.399,21083.0
2025-01-14,1365.369,1399.099,1362.419,1392.919,30957.0
2025-01-15,1387.419,1395.019,1380.429,1391.689,18399.0
2025-01-16,1394.419,1403.079,1362.419,1366.799,26342.0
2025-01-17,1366.809,1381.419,1366.799,1375.169,18309.0
2025-01-20,1381.419,1410.209,1380.419,1395.219,31410.0
2025-01-21,1401.419,1402.419,1385.419,1388.569,16856.0
2025-01-22,1383.689,1388.369,1358.419,1361.419,28294.0
2025-01-23,1370.389,1388.419,1358.419,1363.419,27125.0
2025-01-24,1362.419,1368.209,1350.729,1356.419,31360.0
2025-01-27,1357.419,1364.389,1347.439,1355.409,29356.0
2025-02-05,1360.419,1363.419,1322.629,1324.219,40757.0
2025-02-06,1320.429,1342.409,1320.429,1333.259,27356.0
2025-02-07,1334.099,1363.099,1323.829,1356.419,37242.0
2025-02-10,1358.419,1360.419,1347.509,1351.929,20840.0
2025-02-11,1355.369,1356.379,1336.319,1338.419,23573.0
2025-02-12,1338.419,1365.419,1337.299,1363.419,25476.0
2025-02-13,1363.439,1395.669,1354.929,1385.479,43385.0
2025-02-14,1385.479,1397.419,1378.639,1395.419,27100.0
2025-02-17,1401.419,1415.399,1387.519,1392.039,32471.0
2025-02-18,1390.419,1413.409,1382.499,1395.419,27800.0
2025-02-19,1395.469,1414.859,1385.319,1411.419,32393.0
2025-02-20,1403.419,1412.389,1393.809,1394.419,23750.0
2025-02-21,1400.419,1417.149,1393.429,1408.629,36418.0
2025-02-24,1408.419,1419.939,1394.419,1399.489,34744.0
2025-02-25,1390.429,1393.809,1372.419,1374.419,28387.0
2025-02-26,1375.869,1385.379,1365.419,1380.429,26366.0
2025-02-27,1380.439,1410.319,1374.419,1405.979,49762.0
2025-02-28,1405.919,1448.799,1402.419,1421.209,56129.0
2025-03-03,1423.019,1441.409,1401.919,1407.439,31596.0
2025-03-04,1405.419,1406.419,1385.629,1390.529,25211.0
2025-03-05,1392.419,1394.419,1380.519,1386.789,24605.0
2025-03-06,1394.419,1430.619,1392.499,1426.399,42168.0
2025-03-07,1423.419,1448.779,1423.419,1441.419,37991.0
2025-03-10,1440.229,1447.299,1426.559,1443.319,31369.0
2025-03-11,1437.419,1469.099,1432.419,1469.099,39776.0
2025-03-12,1467.379,1470.099,1446.769,1462.999,29604.0
2025-03-13,1464.419,1475.919,1451.299,1458.189,25724.0
2025-03-14,1468.079,1548.429,1461.419,1548.429,92913.0
2025-03-17,1577.419,1578.409,1547.299,1558.279,54689.0
2025-03-18,1565.459,1572.419,1542.119,1544.419,31613.0
2025-03-19,1544.709,1568.419,1543.419,1556.129,27390.0
2025-03-20,1556.129,1558.019,1515.489,1524.419,36737.0
2025-03-21,1519.419,1532.619,1489.249,1494.169,33614.0
2025-03-24,1490.419,1510.079,1482.799,1503.419,25566.0
2025-03-25,1508.419,1513.219,1487.079,1495.919,17674.0
2025-03-26,1493.189,1502.999,1491.419,1496.419,14324.0
2025-03-27,1496.419,1518.669,1493.799,1509.419,17956.0
2025-03-28,1511.349,1513.419,1496.419,1505.629,16228.0
2025-03-31,1501.399,1507.379,1480.479,1481.419,21085.0
2025-04-01,1484.419,1490.309,1472.629,1476.439,18556.0
2025-04-02,1478.419,1488.219,1465.919,1469.439,21674.0
2025-04-03,1450.419,1506.419,1449.429,1489.299,35481.0
2025-04-07,1440.429,1457.269,1382.419,1420.419,101953.0
2025-04-08,1433.419,1465.419,1415.419,1465.419,73876.0
2025-04-09,1445.439,1477.219,1440.969,1461.459,55630.0
2025-04-10,1471.409,1475.419,1448.419,1469.419,38620.0
2025-04-11,1500.389,1500.389,1465.419,1489.399,32634.0
2025-04-14,1481.389,1486.419,1471.949,1472.409,21711.0
2025-04-15,1472.419,1485.419,1465.419,1478.419,21489.0
2025-04-16,1472.419,1496.419,1457.419,1479.589,31156.0
2025-04-17,1474.419,1496.919,1470.409,1490.419,23846.0
2025-04-18,1486.419,1495.419,1476.419,1486.359,20298.0
2025-04-21,1485.919,1485.919,1471.419,1471.419,18057.0
2025-04-22,1470.419,1476.719,1463.629,1469.219,18432.0
2025-04-23,1479.419,1479.639,1465.419,1472.419,18669.0
2025-04-24,1472.419,1481.099,1469.399,1472.669,14872.0
2025-04-25,1477.519,1481.619,1470.419,1470.419,14765.0
2025-04-28,1472.419,1475.419,1467.019,1470.419,14660.0
2025-04-29,1470.419,1472.959,1452.439,1464.419,18922.0
2025-04-30,1470.409,1487.079,1466.719,1467.419,25754.0
2025-05-06,1479.419,1479.419,1464.749,1470.619,18300.0
2025-05-07,1490.419,1490.419,1470.619,1475.419,27462.0
2025-05-08,1473.419,1513.199,1470.249,1498.609,33481.0
2025-05-09,1499.409,1517.869,1495.469,1511.599,23672.0
2025-05-12,1518.419,1539.349,1517.029,1524.919,24735.0
2025-05-13,1529.339,1529.339,1505.529,1510.719,21258.0
2025-05-14,1510.419,1565.419,1508.599,1555.409,39460.0
2025-05-15,1555.219,1564.009,1544.549,1552.429,24733.0
2025-05-16,1554.409,1557.409,1534.549,1534.549,22935.0
2025-05-19,1516.419,1520.419,1494.299,1499.399,38063.0
2025-05-20,1500.419,1515.219,1495.519,1506.419,19522.0
2025-05-21,1505.419,1516.359,1501.389,1501.389,19795.0
2025-05-22,1501.409,1505.409,1490.519,1500.419,15090.0
2025-05-23,1495.619,1508.319,1492.079,1493.019,21537.0
2025-05-26,1490.419,1495.049,1465.419,1470.919,27087.0
2025-05-27,1471.419,1479.019,1463.929,1464.319,17752.0
2025-05-28,1464.409,1466.879,1453.419,1457.419,16266.0
2025-05-29,1460.419,1475.419,1452.419,1460.419,21860.0
2025-05-30,1460.569,1465.419,1435.659,1442.419,31239.0
2025-06-03,1428.429,1439.419,1425.439,1429.419,28979.0
2025-06-04,1430.919,1443.419,1429.639,1430.379,23008.0
2025-06-05,1434.419,1436.419,1422.619,1434.419,23214.0
2025-06-06,1434.219,1439.389,1423.419,1426.809,25023.0
2025-06-09,1425.439,1429.119,1406.099,1406.529,44959.0
2025-06-10,1406.419,1412.419,1395.219,1395.429,30492.0
2025-06-11,1397.219,1414.419,1396.519,1400.419,30893.0
2025-06-12,1400.419,1404.289,1374.519,1379.419,49904.0
2025-06-13,1364.829,1370.389,1345.479,1347.369,59113.0
2025-06-16,1321.619,1345.459,1321.599,1342.709,42888.0
2025-06-17,1340.419,1347.419,1332.599,1347.419,27232.0
2025-06-18,1360.419,1363.859,1341.429,1345.419,30761.0
2025-06-19,1346.419,1354.089,1337.599,1346.419,24501.0
2025-06-20,1343.999,1361.559,1340.619,1349.079,34816.0
2025-06-23,1340.419,1353.419,1325.599,1340.419,26723.0
2025-06-24,1343.769,1372.099,1343.769,1357.619,36312.0
2025-06-25,1359.529,1369.619,1340.929,1356.279,41050.0
2025-06-26,1363.019,1376.019,1358.099,1368.019,34860.0
2025-06-27,1368.029,1371.019,1351.109,1351.109,38250.0
2025-06-30,1351.519,1361.249,1350.019,1357.539,30457.0
2025-07-01,1357.019,1359.959,1351.329,1353.119,19878.0
2025-07-02,1357.519,1362.819,1348.019,1357.619,26218.0
2025-07-03,1360.019,1370.709,1356.019,1363.619,24413.0
2025-07-04,1363.719,1379.909,1358.029,1370.239,28767.0
2025-07-07,1370.299,1371.519,1358.029,1358.719,23855.0
2025-07-08,1358.729,1368.019,1358.719,1364.129,18674.0
2025-07-09,1363.019,1377.989,1362.189,1366.899,27745.0
2025-07-10,1366.989,1384.199,1358.419,1374.519,38725.0
2025-07-11,1371.179,1406.019,1371.179,1375.019,57243.0
2025-07-14,1378.019,1382.999,1369.619,1371.619,27781.0
2025-07-15,1368.999,1370.949,1356.339,1359.019,35406.0
2025-07-16,1358.029,1365.509,1357.969,1359.049,21286.0
2025-07-17,1361.999,1371.029,1360.899,1364.369,23106.0
2025-07-18,1368.019,1385.829,1364.399,1385.019,41823.0
2025-07-21,1385.009,1394.819,1383.019,1391.019,26203.0
2025-07-22,1392.019,1414.619,1388.699,1412.999,42119.0
2025-07-23,1417.019,1443.019,1416.969,1423.519,45045.0
2025-07-24,1424.019,1447.019,1423.019,1439.519,38804.0
2025-07-25,1439.419,1439.419,1401.019,1403.019,41911.0
2025-07-28,1401.019,1403.009,1384.319,1386.679,38586.0
2025-07-29,1387.619,1396.809,1383.029,1387.019,26304.0
2025-07-30,1392.019,1405.179,1385.019,1397.459,31868.0
2025-07-31,1391.019,1392.889,1366.019,1369.689,51798.0
2025-08-01,1369.889,1373.979,1362.019,1365.019,29636.0
2025-08-04,1363.019,1367.819,1362.019,1367.019,18688.0
2025-08-05,1369.019,1377.959,1365.129,1375.759,25342.0
2025-08-06,1377.019,1377.019,1367.319,1371.899,23699.0
2025-08-07,1371.899,1375.719,1368.079,1370.369,28001.0
2025-08-08,1371.069,1374.519,1366.019,1368.989,18655.0
2025-08-11,1371.519,1400.009,1371.019,1393.019,47159.0
2025-08-12,1397.019,1413.089,1384.019,1385.059,42019.0
2025-08-13,1373.019,1381.699,1368.019,1368.069,65528.0
2025-08-14,1368.959,1395.529,1368.959,1375.009,48129.0
2025-08-15,1374.029,1376.679,1368.239,1370.099,47582.0
2025-08-18,1375.009,1384.659,1371.119,1376.519,47378.0
2025-08-19,1381.519,1394.679,1380.019,1386.019,46372.0
2025-08-20,1386.019,1400.819,1378.039,1398.019,45805.0
2025-08-21,1401.469,1403.009,1391.669,1396.269,30891.0
2025-08-22,1396.899,1412.019,1392.789,1411.969,44971.0
2025-08-25,1418.029,1444.019,1414.019,1438.349,65325.0
2025-08-26,1438.339,1442.249,1428.029,1429.629,39602.0
2025-08-27,1429.899,1432.949,1396.019,1396.019,56006.0
2025-08-28,1395.989,1404.119,1386.789,1394.119,39282.0
2025-08-29,1401.019,1430.599,1400.019,1428.019,62256.0
2025-09-01,1430.219,1436.019,1413.719,1424.119,45123.0
2025-09-02,1426.679,1457.019,1426.019,1439.319,56688.0
2025-09-03,1439.019,1451.519,1414.019,1428.569,45045.0
2025-09-04,1420.019,1427.319,1408.489,1420.679,47747.0
2025-09-05,1419.019,1434.989,1412.019,1431.019,37388.0
2025-09-08,1431.019,1454.459,1425.519,1449.249,51383.0
2025-09-09,1453.019,1457.969,1441.439,1453.019,35743.0
2025-09-10,1454.679,1477.969,1444.019,1470.029,49663.0
2025-09-11,1470.029,1474.039,1456.519,1471.519,37239.0
2025-09-12,1474.019,1486.039,1458.549,1464.019,33722.0
2025-09-15,1463.889,1465.499,1449.519,1463.119,25827.0
2025-09-16,1463.119,1469.009,1444.229,1447.999,32718.0
2025-09-17,1448.009,1458.299,1438.029,1441.019,30331.0
2025-09-18,1440.019,1445.819,1411.519,1415.979,49721.0
2025-09-19,1416.009,1423.519,1405.029,1415.989,32637.0
2025-09-22,1413.109,1415.989,1398.029,1401.369,34947.0
2025-09-23,1398.519,1405.519,1388.019,1395.439,38663.0
2025-09-24,1382.089,1404.799,1382.089,1390.019,30744.0
2025-09-25,1390.849,1393.229,1384.019,1387.019,33870.0
2025-09-26,1389.199,1395.129,1376.029,1383.019,45121.0
2025-09-29,1387.399,1418.009,1383.019,1408.879,53684.0
2025-09-30,1408.019,1408.779,1388.019,1392.009,39364.0
2025-10-09,1384.019,1387.399,1368.019,1384.799,54918.0
2025-10-10,1385.619,1387.959,1375.519,1378.019,36001.0
2025-10-13,1363.719,1370.869,1363.139,1367.219,46069.0
2025-10-14,1378.009,1412.019,1378.009,1399.039,66672.0
2025-10-15,1398.999,1411.019,1393.099,1410.019,42785.0
2025-10-16,1409.939,1432.969,1406.899,1432.929,45730.0
2025-10-17,1431.119,1436.019,1402.049,1403.019,38086.0
2025-10-20,1403.019,1417.519,1402.899,1405.949,25950.0
2025-10-21,1407.019,1417.959,1403.519,1410.279,25443.0
2025-10-22,1410.099,1413.749,1404.019,1406.719,18195.0
2025-10-23,1403.019,1416.819,1395.219,1415.999,29322.0
