日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-11-07,300725,47.48,47.12,47.87,46.84,45480,219041435.0,2.17,-0.86,-0.41,2.7
2023-11-08,300725,46.99,47.94,49.63,46.88,82795,409776752.0,5.84,1.74,0.82,4.92
2023-11-09,300725,47.55,46.6,48.25,46.41,49783,239147560.0,3.84,-2.8,-1.34,2.96
2023-11-10,300725,46.02,46.61,47.08,45.73,33926,160772846.0,2.9,0.02,0.01,2.01
2023-11-13,300725,46.83,46.09,47.07,45.69,35545,166637357.0,2.96,-1.12,-0.52,2.11
2023-11-14,300725,46.12,46.31,46.91,45.85,27372,128881587.0,2.3,0.48,0.22,1.63
2023-11-15,300725,48.45,46.52,49.57,46.14,63984,307091585.0,7.41,0.45,0.21,3.8
2023-11-16,300725,46.22,45.01,46.63,45.01,42896,198838872.0,3.48,-3.25,-1.51,2.55
2023-11-17,300725,44.84,45.49,45.49,44.75,25835,118789320.0,1.64,1.07,0.48,1.53
2023-11-20,300725,45.46,45.55,45.97,44.98,34009,157537497.0,2.18,0.13,0.06,2.02
2023-11-21,300725,45.98,45.26,46.03,44.88,39075,180891085.0,2.52,-0.64,-0.29,2.32
2023-11-22,300725,45.03,43.83,45.27,43.82,36809,166437616.0,3.2,-3.16,-1.43,2.19
2023-11-23,300725,44.08,44.68,44.81,43.83,32143,145705223.0,2.24,1.94,0.85,1.91
2023-11-24,300725,44.93,44.38,45.01,44.13,25843,116986902.0,1.97,-0.67,-0.3,1.53
2023-11-27,300725,44.25,43.43,44.36,43.23,29106,129502778.0,2.55,-2.14,-0.95,1.73
2023-11-28,300725,43.23,44.53,44.77,42.99,29807,134358511.0,4.1,2.53,1.1,1.77
2023-11-29,300725,44.54,43.58,44.73,43.51,22091,98977051.0,2.74,-2.13,-0.95,1.31
2023-11-30,300725,43.33,42.83,43.87,42.59,31699,139270830.0,2.94,-1.72,-0.75,1.88
2023-12-01,300725,42.83,42.98,43.17,42.24,23231,100944756.0,2.17,0.35,0.15,1.38
2023-12-04,300725,43.1,40.88,43.1,40.81,44936,189267997.0,5.33,-4.89,-2.1,2.67
2023-12-05,300725,40.63,40.55,41.21,40.26,30301,126022851.0,2.32,-0.81,-0.33,1.8
2023-12-06,300725,40.46,39.97,40.9,39.92,34754,143197091.0,2.42,-1.43,-0.58,2.06
2023-12-07,300725,39.91,39.23,39.91,39.03,33491,134616168.0,2.2,-1.85,-0.74,1.99
2023-12-08,300725,39.34,39.14,39.46,38.94,28726,115075704.0,1.33,-0.23,-0.09,1.71
2023-12-11,300725,39.14,39.88,39.92,38.63,27183,109222189.0,3.3,1.89,0.74,1.61
2023-12-12,300725,39.89,39.58,40.0,39.23,18369,74216426.0,1.93,-0.75,-0.3,1.09
2023-12-13,300725,39.43,39.03,39.93,38.98,24506,98940794.0,2.4,-1.39,-0.55,1.46
2023-12-14,300725,39.23,39.08,40.41,38.99,33357,134744115.0,3.64,0.13,0.05,1.98
2023-12-15,300725,39.13,38.61,39.68,38.4,28520,113797964.0,3.28,-1.2,-0.47,1.69
2023-12-18,300725,38.44,37.91,38.86,37.79,23668,92647172.0,2.77,-1.81,-0.7,1.41
2023-12-19,300725,37.94,37.92,38.08,37.49,20749,80206176.0,1.56,0.03,0.01,1.23
2023-12-20,300725,37.92,37.68,38.42,37.61,16804,65216109.0,2.14,-0.63,-0.24,1.0
2023-12-21,300725,37.41,37.96,38.27,36.96,29399,113290676.0,3.48,0.74,0.28,1.75
2023-12-22,300725,37.9,37.53,38.2,37.21,25473,98174546.0,2.61,-1.13,-0.43,1.51
2023-12-25,300725,37.4,37.41,37.85,37.18,16060,61581554.0,1.79,-0.32,-0.12,0.95
2023-12-26,300725,37.42,36.54,37.49,36.39,22511,84594712.0,2.94,-2.33,-0.87,1.34
2023-12-27,300725,36.54,36.75,36.93,36.35,16689,62622186.0,1.59,0.57,0.21,0.99
2023-12-28,300725,36.73,38.68,39.26,36.43,44775,175063521.0,7.7,5.25,1.93,2.66
2023-12-29,300725,38.81,38.4,39.34,38.21,33073,130769469.0,2.92,-0.72,-0.28,1.96
2024-01-02,300725,38.39,37.66,38.39,37.35,29305,113025090.0,2.71,-1.93,-0.74,1.74
2024-01-03,300725,37.33,37.67,38.23,37.33,20693,79898138.0,2.39,0.03,0.01,1.23
2024-01-04,300725,37.68,37.01,37.73,36.78,22004,83687418.0,2.52,-1.75,-0.66,1.31
2024-01-05,300725,36.99,36.24,37.29,36.1,21154,79458530.0,3.22,-2.08,-0.77,1.26
2024-01-08,300725,36.24,35.1,36.24,35.09,21070,76697998.0,3.17,-3.15,-1.14,1.25
2024-01-09,300725,35.19,35.46,35.98,34.89,20335,73734782.0,3.11,1.03,0.36,1.21
2024-01-10,300725,35.34,35.07,35.99,34.75,20995,76111329.0,3.5,-1.1,-0.39,1.25
2024-01-11,300725,37.12,36.14,37.28,35.41,52946,195627246.0,5.33,3.05,1.07,3.14
2024-01-12,300725,36.0,35.25,36.26,35.24,25647,94012567.0,2.82,-2.46,-0.89,1.52
2024-01-15,300725,35.13,34.68,35.51,34.57,25266,90605940.0,2.67,-1.62,-0.57,1.5
2024-01-16,300725,34.68,34.41,34.85,33.62,28580,100269315.0,3.55,-0.78,-0.27,1.7
2024-01-17,300725,34.33,33.17,34.38,33.17,22173,76902346.0,3.52,-3.6,-1.24,1.32
2024-01-18,300725,33.01,33.59,33.65,32.48,32830,111373307.0,3.53,1.27,0.42,1.95
2024-01-19,300725,33.24,33.14,33.87,33.14,17074,58581798.0,2.17,-1.34,-0.45,1.01
2024-01-22,300725,32.98,30.67,33.05,30.43,35975,117311179.0,7.91,-7.45,-2.47,2.14
2024-01-23,300725,30.71,31.09,31.53,30.49,26085,83195445.0,3.39,1.37,0.42,1.55
2024-01-24,300725,31.12,31.11,31.41,29.72,28460,89476758.0,5.44,0.06,0.02,1.69
2024-01-25,300725,31.13,31.93,32.11,30.83,27775,90089539.0,4.11,2.64,0.82,1.65
2024-01-26,300725,31.83,30.28,32.12,29.91,49667,157955263.0,6.92,-5.17,-1.65,2.95
2024-01-29,300725,30.3,29.31,31.37,29.25,38242,118038749.0,7.0,-3.2,-0.97,2.27
2024-01-30,300725,29.13,28.48,29.68,28.42,27038,80936297.0,4.3,-2.83,-0.83,1.61
2024-01-31,300725,28.34,26.84,28.47,26.75,43214,122624759.0,6.04,-5.76,-1.64,2.57
2024-02-01,300725,26.93,27.27,28.17,26.78,40258,113879505.0,5.18,1.6,0.43,2.39
2024-02-02,300725,27.04,25.56,27.43,24.48,50092,134671273.0,10.82,-6.27,-1.71,2.97
2024-02-05,300725,25.41,23.53,25.56,22.38,60276,150093995.0,12.44,-7.94,-2.03,3.58
2024-02-06,300725,23.3,25.36,25.89,22.69,64664,162991890.0,13.6,7.78,1.83,3.84
2024-02-07,300725,25.42,26.59,27.31,25.23,61700,169433055.0,8.2,4.85,1.23,3.66
2024-02-08,300725,26.31,28.0,28.38,26.31,57375,163820177.0,7.78,5.3,1.41,3.41
2024-02-19,300725,28.03,27.64,28.38,26.93,56781,161428714.0,5.18,-1.29,-0.36,3.37
2024-02-20,300725,27.53,28.12,28.48,27.13,47860,138335602.0,4.88,1.74,0.48,2.84
2024-02-21,300725,27.93,28.32,29.01,27.49,49392,144694608.0,5.41,0.71,0.2,2.93
2024-02-22,300725,28.19,28.75,28.79,28.1,30670,90120947.0,2.44,1.52,0.43,1.82
2024-02-23,300725,28.71,29.22,29.31,28.33,37688,111834245.0,3.41,1.63,0.47,2.24
2024-02-26,300725,28.93,29.62,30.13,28.93,41292,125717076.0,4.11,1.37,0.4,2.45
2024-02-27,300725,29.45,30.43,30.43,29.15,36106,111065298.0,4.32,2.73,0.81,2.14
2024-02-28,300725,30.79,29.29,32.44,29.29,73897,236311263.0,10.35,-3.75,-1.14,4.39
2024-02-29,300725,28.75,30.08,30.17,28.72,57045,173546199.0,4.95,2.7,0.79,3.39
2024-03-01,300725,30.17,30.22,30.44,29.69,38131,117988206.0,2.49,0.47,0.14,2.26
2024-03-04,300725,30.23,31.19,32.36,30.05,70362,225752976.0,7.64,3.21,0.97,4.18
2024-03-05,300725,30.69,29.93,30.69,29.71,50169,155147061.0,3.14,-4.04,-1.26,2.98
2024-03-06,300725,29.84,29.72,30.32,29.21,34744,106382423.0,3.71,-0.7,-0.21,2.06
2024-03-07,300725,28.79,27.99,29.58,27.99,60417,178396591.0,5.35,-5.82,-1.73,3.59
2024-03-08,300725,28.21,28.31,28.73,27.93,35709,103996448.0,2.86,1.14,0.32,2.12
2024-03-11,300725,28.52,29.43,29.57,28.33,45245,135003364.0,4.38,3.96,1.12,2.69
2024-03-12,300725,29.73,30.33,30.78,29.73,52535,163535405.0,3.57,3.06,0.9,3.12
2024-03-13,300725,30.12,31.81,32.91,29.77,103004,331540167.0,10.35,4.88,1.48,6.11
2024-03-14,300725,33.73,32.18,34.58,31.95,148366,507154347.0,8.27,1.16,0.37,8.81
2024-03-15,300725,32.53,33.59,34.91,32.28,128139,441956372.0,8.17,4.38,1.41,7.61
2024-03-18,300725,35.43,36.8,37.63,34.91,195357,725358982.0,8.1,9.56,3.21,11.6
2024-03-19,300725,36.63,36.05,38.57,35.92,183974,697922383.0,7.2,-2.04,-0.75,10.92
2024-03-20,300725,35.75,41.15,41.43,35.31,263416,1051490563.0,16.98,14.15,5.1,15.64
2024-03-21,300725,39.81,40.24,41.03,39.43,163768,670248155.0,3.89,-2.21,-0.91,9.72
2024-03-22,300725,39.68,38.87,40.13,38.14,130974,520246843.0,4.95,-3.4,-1.37,7.78
2024-03-25,300725,38.28,36.83,40.34,36.83,112143,441263616.0,9.03,-5.25,-2.04,6.66
2024-03-26,300725,36.33,37.7,37.74,35.91,92887,347606467.0,4.97,2.36,0.87,5.51
2024-03-27,300725,37.01,37.63,39.87,36.45,122615,480554745.0,9.07,-0.19,-0.07,7.28
2024-03-28,300725,36.76,38.24,39.03,36.64,91794,358070594.0,6.35,1.62,0.61,5.45
2024-03-29,300725,37.65,38.63,39.31,37.64,82843,327100363.0,4.37,1.02,0.39,4.92
2024-04-01,300725,38.58,38.79,39.25,37.25,91894,360883408.0,5.18,0.41,0.16,5.46
2024-04-02,300725,38.2,36.29,38.31,35.97,109036,410613689.0,6.03,-6.44,-2.5,6.47
2024-04-03,300725,36.02,34.91,36.58,34.91,77502,282351658.0,4.6,-3.8,-1.38,4.6
2024-04-08,300725,34.14,32.93,34.67,32.92,77344,265142664.0,5.01,-5.67,-1.98,4.59
2024-04-09,300725,33.03,35.21,35.32,32.59,88388,309603500.0,8.29,6.92,2.28,5.25
2024-04-10,300725,34.7,34.18,34.93,33.73,49716,174420222.0,3.41,-2.93,-1.03,2.95
2024-04-11,300725,33.83,33.33,34.49,33.29,44615,154469705.0,3.51,-2.49,-0.85,2.65
2024-04-12,300725,33.63,32.57,34.13,32.48,42664,145237171.0,4.95,-2.28,-0.76,2.53
2024-04-15,300725,32.2,30.91,32.95,30.33,63146,203864354.0,8.04,-5.1,-1.66,3.75
2024-04-16,300725,31.01,28.53,31.3,28.44,64212,195059211.0,9.25,-7.7,-2.38,3.81
2024-04-17,300725,28.96,30.1,30.27,28.93,62938,193099346.0,4.7,5.5,1.57,3.74
2024-04-18,300725,30.2,29.63,30.51,29.29,52170,160931332.0,4.05,-1.56,-0.47,3.1
2024-04-19,300725,29.44,29.11,29.51,28.64,41451,123788019.0,2.94,-1.75,-0.52,2.46
2024-04-22,300725,29.08,29.19,29.56,28.43,30501,91479845.0,3.88,0.27,0.08,1.81
2024-04-23,300725,29.41,29.27,29.86,28.66,54874,165415355.0,4.11,0.27,0.08,3.26
2024-04-24,300725,28.53,29.92,30.1,28.06,56905,171681302.0,6.97,2.22,0.65,3.38
2024-04-25,300725,29.93,30.85,31.01,29.66,61248,193594955.0,4.51,3.11,0.93,3.64
2024-04-26,300725,30.36,32.16,32.41,30.13,71335,231183108.0,7.39,4.25,1.31,4.23
2024-04-29,300725,31.89,32.93,33.23,31.89,62780,211628190.0,4.17,2.39,0.77,3.73
2024-04-30,300725,32.69,32.78,33.19,32.23,43293,145409420.0,2.92,-0.46,-0.15,2.57
2024-05-06,300725,33.28,34.04,34.1,33.18,64068,221701630.0,2.81,3.84,1.26,3.8
2024-05-07,300725,34.55,34.83,35.28,34.03,84138,299323518.0,3.67,2.32,0.79,4.99
2024-05-08,300725,34.45,35.43,35.9,33.93,106690,382295367.0,5.66,1.72,0.6,6.33
2024-05-09,300725,35.18,34.78,35.53,34.48,80715,288245986.0,2.96,-1.83,-0.65,4.79
2024-05-10,300725,34.91,34.02,35.83,33.84,84471,300459722.0,5.72,-2.19,-0.76,5.01
2024-05-13,300725,35.42,33.1,35.81,33.01,87784,307876872.0,8.23,-2.7,-0.92,5.21
2024-05-14,300725,32.52,34.36,35.8,32.52,107451,379589743.0,9.91,3.81,1.26,6.38
2024-05-15,300725,33.77,32.76,33.83,32.65,68453,232036092.0,3.43,-4.66,-1.6,4.06
2024-05-16,300725,32.95,32.67,33.29,32.28,45266,152387098.0,3.08,-0.27,-0.09,2.69
2024-05-17,300725,32.51,32.02,32.73,31.57,60378,198512073.0,3.55,-1.99,-0.65,3.58
2024-05-20,300725,31.92,32.36,32.49,31.84,38840,128488999.0,2.03,1.06,0.34,2.31
2024-05-21,300725,32.35,31.63,32.38,31.49,33136,108091662.0,2.75,-2.26,-0.73,1.97
2024-05-22,300725,31.77,31.85,32.06,31.41,31095,101295927.0,2.06,0.7,0.22,1.85
2024-05-23,300725,31.63,30.65,31.71,30.58,41046,130811386.0,3.55,-3.77,-1.2,2.44
2024-05-24,300725,30.92,30.32,31.11,30.31,26721,84266664.0,2.61,-1.08,-0.33,1.59
2024-05-27,300725,30.38,30.44,30.66,29.62,27548,85077940.0,3.43,0.4,0.12,1.64
2024-05-28,300725,30.48,30.27,30.78,30.03,26696,83581799.0,2.46,-0.56,-0.17,1.58
2024-05-29,300725,30.13,30.13,30.59,29.96,23005,71510633.0,2.08,-0.46,-0.14,1.37
2024-05-30,300725,30.01,29.99,30.25,29.73,21194,65330121.0,1.73,-0.46,-0.14,1.26
2024-05-31,300725,30.13,30.46,30.63,30.09,32744,102442238.0,1.8,1.57,0.47,1.94
2024-06-03,300725,30.34,29.72,30.34,29.53,35505,108963506.0,2.66,-2.43,-0.74,2.11
2024-06-04,300725,29.43,30.17,30.21,29.43,26005,80017085.0,2.62,1.51,0.45,1.54
2024-06-05,300725,30.23,29.66,30.43,29.66,29337,90849049.0,2.55,-1.69,-0.51,1.74
2024-06-06,300725,29.93,28.63,29.94,28.56,40724,121675790.0,4.65,-3.47,-1.03,2.42
2024-06-07,300725,29.13,28.22,29.18,28.08,32564,95672617.0,3.84,-1.43,-0.41,1.93
2024-06-11,300725,28.5,28.55,28.72,27.57,30824,89462868.0,4.08,1.17,0.33,1.83
2024-06-12,300725,28.55,29.78,30.28,28.39,69515,211253918.0,6.62,4.31,1.23,4.13
2024-06-13,300725,29.53,29.35,29.81,29.02,52365,158559209.0,2.65,-1.44,-0.43,3.11
2024-06-14,300725,29.38,29.07,29.51,28.31,66522,195273814.0,4.09,-0.95,-0.28,3.95
2024-06-17,300725,28.51,28.97,29.35,28.12,53074,155490432.0,4.23,-0.34,-0.1,3.15
2024-06-18,300725,29.12,28.91,29.59,28.79,45029,134044188.0,2.76,-0.21,-0.06,2.67
2024-06-19,300725,29.21,28.5,29.21,28.5,32480,95092786.0,2.46,-1.42,-0.41,1.93
2024-06-20,300725,28.45,28.04,29.43,28.0,44855,131205047.0,5.02,-1.61,-0.46,2.66
2024-06-21,300725,27.95,27.93,28.82,27.65,35034,100660008.0,4.17,-0.39,-0.11,2.08
2024-06-24,300725,27.88,26.7,27.89,26.65,38268,105957337.0,4.44,-4.4,-1.23,2.27
2024-06-25,300725,26.56,26.31,26.97,26.04,29371,79300718.0,3.48,-1.46,-0.39,1.74
2024-06-26,300725,26.53,27.5,27.5,26.36,34140,94000179.0,4.33,4.52,1.19,2.03
2024-06-27,300725,27.21,26.54,27.38,26.51,26484,72732860.0,3.16,-3.49,-0.96,1.57
2024-06-28,300725,26.47,26.21,26.99,26.1,29745,80614683.0,3.35,-1.24,-0.33,1.77
2024-07-01,300725,26.33,26.55,26.74,25.63,32624,87289914.0,4.24,1.3,0.34,1.94
2024-07-02,300725,26.48,26.22,26.71,26.09,23214,62599983.0,2.34,-1.24,-0.33,1.38
2024-07-03,300725,26.2,26.05,26.6,25.85,24831,66367588.0,2.86,-0.65,-0.17,1.47
2024-07-04,300725,25.99,25.19,26.2,25.09,28982,75493646.0,4.26,-3.3,-0.86,1.72
2024-07-05,300725,25.18,26.84,27.21,24.93,73332,196781420.0,9.05,6.55,1.65,4.35
2024-07-08,300725,27.05,27.85,28.32,26.44,99367,280915465.0,7.0,3.76,1.01,5.9
2024-07-09,300725,27.27,27.0,27.74,25.95,78810,215530088.0,6.43,-3.05,-0.85,4.68
2024-07-10,300725,26.74,26.74,27.55,26.53,42999,118350611.0,3.78,-0.96,-0.26,2.55
2024-07-11,300725,27.24,28.72,29.3,27.07,102893,296904686.0,8.34,7.4,1.98,6.11
2024-07-12,300725,28.74,28.72,29.36,28.44,64065,188067046.0,3.2,0.0,0.0,3.8
2024-07-15,300725,28.34,27.96,28.64,27.74,45852,131061138.0,3.13,-2.65,-0.76,2.72
2024-07-16,300725,28.38,28.43,28.61,27.94,48558,140212864.0,2.4,1.68,0.47,2.88
2024-07-17,300725,28.54,28.54,29.03,28.34,53919,158095573.0,2.43,0.39,0.11,3.2
2024-07-18,300725,28.14,28.27,28.49,27.67,40812,117019214.0,2.87,-0.95,-0.27,2.42
2024-07-19,300725,27.99,28.21,28.74,27.75,37275,107447158.0,3.5,-0.21,-0.06,2.21
2024-07-22,300725,28.19,28.56,29.02,28.04,42476,123824797.0,3.47,1.24,0.35,2.52
2024-07-23,300725,28.63,27.62,28.63,27.57,41755,119439931.0,3.71,-3.29,-0.94,2.48
2024-07-24,300725,27.65,27.02,28.03,26.99,30996,86948903.0,3.77,-2.17,-0.6,1.84
2024-07-25,300725,26.94,27.23,27.77,26.72,28126,78472401.0,3.89,0.78,0.21,1.67
2024-07-26,300725,27.24,27.23,27.63,27.08,26205,73018471.0,2.02,0.0,0.0,1.56
2024-07-29,300725,27.3,27.0,27.35,26.74,21282,58601416.0,2.24,-0.84,-0.23,1.26
2024-07-30,300725,27.04,27.18,27.94,26.94,42564,119203993.0,3.7,0.67,0.18,2.53
2024-07-31,300725,26.84,29.11,29.11,26.76,84682,244248854.0,8.65,7.1,1.93,5.03
2024-08-01,300725,29.03,29.65,30.03,28.9,67583,204019413.0,3.88,1.86,0.54,4.01
2024-08-02,300725,29.71,30.07,31.52,29.61,93400,291746259.0,6.44,1.42,0.42,5.55
2024-08-05,300725,30.03,29.36,30.74,29.32,63689,194692074.0,4.72,-2.36,-0.71,3.78
2024-08-06,300725,29.93,30.43,30.46,29.45,57834,177555400.0,3.44,3.64,1.07,3.43
2024-08-07,300725,30.55,29.94,30.55,29.6,41038,125093030.0,3.12,-1.61,-0.49,2.44
2024-08-08,300725,29.79,29.34,30.26,29.23,40459,122338736.0,3.44,-2.0,-0.6,2.4
2024-08-09,300725,29.55,28.79,29.71,28.64,34634,102771381.0,3.65,-1.87,-0.55,2.06
2024-08-12,300725,28.89,29.16,29.64,28.74,40478,120683572.0,3.13,1.29,0.37,2.4
2024-08-13,300725,29.04,29.6,29.65,28.44,37948,112584792.0,4.15,1.51,0.44,2.25
2024-08-14,300725,29.4,28.7,29.59,28.69,27747,81847860.0,3.04,-3.04,-0.9,1.65
2024-08-15,300725,28.85,28.84,29.25,28.28,32431,95162610.0,3.38,0.49,0.14,1.93
2024-08-16,300725,28.72,28.7,29.13,28.36,31370,92046543.0,2.67,-0.49,-0.14,1.86
2024-08-19,300725,28.44,27.34,28.45,27.19,52205,147011934.0,4.39,-4.74,-1.36,3.1
2024-08-20,300725,27.4,26.11,27.59,26.07,39028,105746290.0,5.56,-4.5,-1.23,2.32
2024-08-21,300725,26.07,25.92,26.32,25.83,26515,70535418.0,1.88,-0.73,-0.19,1.57
2024-08-22,300725,25.92,25.23,26.19,25.12,30233,78566383.0,4.13,-2.66,-0.69,1.8
2024-08-23,300725,25.1,25.55,25.62,24.99,21560,55890145.0,2.5,1.27,0.32,1.28
2024-08-26,300725,25.56,25.62,26.02,25.35,22823,59901728.0,2.62,0.27,0.07,1.36
2024-08-27,300725,25.52,25.37,26.0,25.33,20355,53179637.0,2.62,-0.98,-0.25,1.21
2024-08-28,300725,25.28,25.51,25.83,24.86,24807,64485781.0,3.82,0.55,0.14,1.47
2024-08-29,300725,25.25,26.03,26.24,25.23,36234,95747827.0,3.96,2.04,0.52,2.15
2024-08-30,300725,26.02,26.42,26.9,25.78,39036,105556378.0,4.3,1.5,0.39,2.32
2024-09-02,300725,26.4,25.44,26.64,25.44,28449,75377389.0,4.54,-3.71,-0.98,1.69
2024-09-03,300725,25.4,25.62,25.92,25.29,23491,61519874.0,2.48,0.71,0.18,1.39
2024-09-04,300725,25.43,25.49,26.02,25.34,23093,60413346.0,2.65,-0.51,-0.13,1.37
2024-09-05,300725,25.57,25.8,26.1,25.45,21002,55451344.0,2.55,1.22,0.31,1.25
2024-09-06,300725,26.04,25.12,26.14,24.94,25919,67470199.0,4.65,-2.64,-0.68,1.54
2024-09-09,300725,24.89,25.27,25.91,24.89,26567,69134778.0,4.06,0.6,0.15,1.58
2024-09-10,300725,25.34,25.18,25.43,24.49,30561,77686527.0,3.72,-0.36,-0.09,1.81
2024-09-11,300725,25.1,25.68,25.78,25.0,26396,68800812.0,3.1,1.99,0.5,1.57
2024-09-12,300725,25.65,25.34,26.15,25.33,21807,57387283.0,3.19,-1.32,-0.34,1.29
2024-09-13,300725,25.34,24.54,25.49,24.51,26972,68738404.0,3.87,-3.16,-0.8,1.6
2024-09-18,300725,24.54,24.39,24.72,23.82,20583,50886982.0,3.67,-0.61,-0.15,1.22
2024-09-19,300725,24.69,24.95,25.34,24.26,26256,66824788.0,4.43,2.3,0.56,1.56
2024-09-20,300725,24.94,24.48,24.99,24.24,22327,56012109.0,3.01,-1.88,-0.47,1.33
2024-09-23,300725,25.54,25.5,26.53,25.36,71711,188830801.0,4.78,4.17,1.02,4.26
2024-09-24,300725,25.49,26.23,26.24,24.77,69076,180499890.0,5.76,2.86,0.73,4.1
2024-09-25,300725,26.44,26.68,27.43,26.15,73527,200806223.0,4.88,1.72,0.45,4.37
2024-09-26,300725,26.42,27.66,27.73,26.14,61954,169913139.0,5.96,3.67,0.98,3.68
2024-09-27,300725,28.19,30.95,32.02,28.12,146575,449679320.0,14.1,11.89,3.29,8.7
2024-09-30,300725,32.63,37.24,37.24,32.63,186389,658320368.0,14.89,20.32,6.29,11.07
2024-10-08,300725,44.8,44.8,44.8,39.44,255382,1111595597.0,14.39,20.3,7.56,15.17
2024-10-09,300725,41.59,37.88,42.93,37.44,191899,784076579.0,12.25,-15.45,-6.92,11.4
2024-10-10,300725,38.95,36.84,40.29,36.6,127546,497877194.0,9.74,-2.75,-1.04,7.58
2024-10-11,300725,35.44,34.14,36.43,33.43,114932,404960380.0,8.14,-7.33,-2.7,6.83
2024-10-14,300725,34.43,34.92,34.99,33.22,91721,319164914.0,5.18,2.28,0.78,5.45
2024-10-15,300725,34.47,34.53,36.11,34.47,104373,374012000.0,4.7,-1.12,-0.39,6.2
2024-10-16,300725,33.56,33.99,34.98,33.44,77403,269509762.0,4.46,-1.56,-0.54,4.6
2024-10-17,300725,34.42,33.62,34.83,33.55,66711,232051034.0,3.77,-1.09,-0.37,3.96
2024-10-18,300725,33.64,35.59,36.69,33.54,140472,501492961.0,9.37,5.86,1.97,8.34
2024-10-21,300725,35.44,36.02,36.54,35.07,122219,444649931.0,4.13,1.21,0.43,7.26
2024-10-22,300725,36.18,37.54,37.75,35.55,147948,554554021.0,6.11,4.22,1.52,8.79
2024-10-23,300725,37.44,37.64,38.44,36.56,136297,516520606.0,5.01,0.27,0.1,8.1
2024-10-24,300725,37.65,36.71,39.08,36.64,138844,534883573.0,6.48,-2.47,-0.93,8.25
2024-10-25,300725,36.79,38.34,38.56,36.26,150653,573444954.0,6.27,4.44,1.63,8.95
2024-10-28,300725,37.96,38.23,38.74,37.59,113252,439069444.0,3.0,-0.29,-0.11,6.73
2024-10-29,300725,37.94,36.34,38.58,36.32,115355,433887788.0,5.91,-4.94,-1.89,6.85
2024-10-30,300725,35.69,35.49,36.55,34.96,82271,297922094.0,4.38,-2.34,-0.85,4.89
2024-10-31,300725,35.24,35.44,36.12,34.96,70822,254899639.0,3.27,-0.14,-0.05,4.21
2024-11-01,300725,34.99,35.2,36.22,34.1,89286,319335497.0,5.98,-0.68,-0.24,5.3
2024-11-04,300725,35.2,36.39,36.98,35.09,79742,292846657.0,5.37,3.38,1.19,4.74
2024-11-05,300725,36.24,37.45,37.64,35.81,104283,391242915.0,5.03,2.91,1.06,6.19
2024-11-06,300725,37.43,37.56,38.67,37.16,118641,455681100.0,4.03,0.29,0.11,7.05
2024-11-07,300725,36.99,38.94,39.21,36.84,134270,524495597.0,6.31,3.67,1.38,7.98
2024-11-08,300725,39.71,38.38,39.97,38.2,134942,533688888.0,4.55,-1.44,-0.56,8.02
2024-11-11,300725,38.04,39.63,39.97,37.7,118381,468657186.0,5.91,3.26,1.25,7.03
2024-11-12,300725,39.94,39.64,41.14,39.06,153123,624664815.0,5.25,0.03,0.01,9.1
2024-11-13,300725,39.44,38.87,40.32,38.16,93744,370676454.0,5.45,-1.94,-0.77,5.57
2024-11-14,300725,38.3,37.2,38.76,37.09,79388,305537975.0,4.3,-4.3,-1.67,4.72
2024-11-15,300725,37.09,35.74,37.49,35.64,64044,238155749.0,4.97,-3.92,-1.46,3.8
2024-11-18,300725,35.49,34.2,35.94,33.97,80180,283039616.0,5.51,-4.31,-1.54,4.76
2024-11-19,300725,34.44,35.43,35.57,34.44,55471,197339935.0,3.3,3.6,1.23,3.3
2024-11-20,300725,35.24,36.12,36.53,35.13,62301,227742579.0,3.95,1.95,0.69,3.7
2024-11-21,300725,35.71,35.79,36.33,35.32,47498,172726454.0,2.8,-0.91,-0.33,2.82
2024-11-22,300725,35.54,33.83,35.74,33.8,61539,216912849.0,5.42,-5.48,-1.96,3.66
2024-11-25,300725,34.39,34.47,34.78,33.74,44812,155793598.0,3.07,1.89,0.64,2.66
2024-11-26,300725,34.15,33.91,35.04,33.74,39075,136330076.0,3.77,-1.62,-0.56,2.32
2024-11-27,300725,33.67,34.68,34.72,33.28,42373,146456282.0,4.25,2.27,0.77,2.52
2024-11-28,300725,34.64,34.07,34.8,33.98,34998,122135693.0,2.36,-1.76,-0.61,2.08
2024-11-29,300725,34.09,34.99,35.29,33.83,52851,186702218.0,4.29,2.7,0.92,3.14
2024-12-02,300725,34.99,36.23,36.32,34.84,61090,222058224.0,4.23,3.54,1.24,3.63
2024-12-03,300725,36.19,36.04,36.22,35.51,45102,164302884.0,1.96,-0.52,-0.19,2.68
2024-12-04,300725,35.84,34.73,35.99,34.53,47431,169530572.0,4.05,-3.63,-1.31,2.82
2024-12-05,300725,34.54,34.86,35.19,34.48,30883,109325329.0,2.04,0.37,0.13,1.83
2024-12-06,300725,34.95,36.93,37.24,34.93,103257,379250102.0,6.63,5.94,2.07,6.13
2024-12-09,300725,38.36,37.86,39.87,37.74,204182,804650381.0,5.77,2.52,0.93,12.12
2024-12-10,300725,38.52,37.29,39.22,37.26,136477,527889925.0,5.18,-1.51,-0.57,8.1
2024-12-11,300725,37.15,37.33,38.04,37.05,73536,280014718.0,2.65,0.11,0.04,4.37
