日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-09-27,300725,66.64,71.34,71.87,66.03,30741,218205791.0,8.76,7.05,4.7,1.83
2022-09-28,300725,71.53,69.23,72.53,69.23,18969,135916939.0,4.63,-2.96,-2.11,1.13
2022-09-29,300725,70.33,72.34,73.57,69.63,30463,223593929.0,5.69,4.49,3.11,1.82
2022-09-30,300725,72.13,69.48,72.82,69.3,20790,148642918.0,4.87,-3.95,-2.86,1.24
2022-10-10,300725,70.03,66.0,70.63,65.54,19905,135648056.0,7.33,-5.01,-3.48,1.19
2022-10-11,300725,65.31,65.6,66.69,64.68,16984,112726266.0,3.05,-0.61,-0.4,1.01
2022-10-12,300725,65.8,65.72,66.08,61.44,33874,217558787.0,7.07,0.18,0.12,2.02
2022-10-13,300725,65.43,74.14,74.79,65.03,54239,394830958.0,14.85,12.81,8.42,3.24
2022-10-14,300725,74.03,80.27,81.03,72.53,61479,485026688.0,11.46,8.27,6.13,3.67
2022-10-17,300725,79.09,77.98,81.33,77.59,42035,336443575.0,4.66,-2.85,-2.29,2.51
2022-10-18,300725,77.64,79.8,80.52,75.61,37054,296142459.0,6.3,2.33,1.82,2.21
2022-10-19,300725,79.79,79.93,80.63,78.27,22827,183331119.0,2.96,0.16,0.13,1.36
2022-10-20,300725,78.42,81.03,83.19,77.91,39508,325823556.0,6.61,1.38,1.1,2.36
2022-10-21,300725,79.93,79.7,82.03,78.34,26076,210868938.0,4.55,-1.64,-1.33,1.56
2022-10-24,300725,81.03,76.93,81.21,76.52,30498,241258006.0,5.88,-3.48,-2.77,1.82
2022-10-25,300725,76.14,75.3,78.38,74.23,25651,197115189.0,5.39,-2.12,-1.63,1.53
2022-10-26,300725,77.03,87.58,90.55,77.03,113559,1003919611.0,17.95,16.31,12.28,6.77
2022-10-27,300725,87.7,88.19,90.38,84.03,69418,617306233.0,7.25,0.7,0.61,4.14
2022-10-28,300725,88.19,86.52,90.0,85.86,38795,345380437.0,4.69,-1.89,-1.67,2.31
2022-10-31,300725,86.53,87.03,88.0,84.33,35631,310798615.0,4.24,0.59,0.51,2.13
2022-11-01,300725,86.74,89.2,90.93,84.73,40293,355469665.0,7.12,2.49,2.17,2.4
2022-11-02,300725,87.32,88.83,94.02,86.63,51038,467837600.0,8.28,-0.41,-0.37,3.04
2022-11-03,300725,87.0,91.13,92.73,86.69,32917,299526987.0,6.8,2.59,2.3,1.96
2022-11-04,300725,90.96,92.22,93.31,90.05,27076,251471241.0,3.58,1.2,1.09,1.61
2022-11-07,300725,91.52,91.89,93.33,90.33,20098,185562561.0,3.25,-0.36,-0.33,1.19
2022-11-08,300725,90.83,89.22,92.53,88.09,30264,273410990.0,4.83,-2.91,-2.67,1.8
2022-11-09,300725,89.33,88.78,90.15,87.54,22129,199300428.0,2.93,-0.49,-0.44,1.31
2022-11-10,300725,88.77,87.53,90.46,87.28,19614,175703905.0,3.58,-1.41,-1.25,1.16
2022-11-11,300725,91.07,88.42,93.5,87.54,40110,368157898.0,6.81,1.02,0.89,2.38
2022-11-14,300725,87.9,88.41,90.53,86.22,23021,206434664.0,4.87,-0.01,-0.01,1.37
2022-11-15,300725,88.03,87.93,89.53,86.25,30214,267665293.0,3.71,-0.54,-0.48,1.79
2022-11-16,300725,88.03,88.45,90.74,86.69,30719,275951044.0,4.61,0.59,0.52,1.82
2022-11-17,300725,87.54,87.79,89.47,85.55,27353,240724771.0,4.43,-0.75,-0.66,1.62
2022-11-18,300725,87.91,87.89,90.81,87.36,27603,249272979.0,3.93,0.11,0.1,1.64
2022-11-21,300725,87.04,88.14,89.4,86.03,15972,141936731.0,3.83,0.28,0.25,0.95
2022-11-22,300725,87.34,84.31,89.32,83.73,32080,278389289.0,6.34,-4.35,-3.83,1.9
2022-11-23,300725,83.25,82.62,84.71,81.31,28195,235467482.0,4.03,-2.0,-1.69,1.67
2022-11-24,300725,82.04,82.54,84.43,81.52,19264,161039365.0,3.52,-0.1,-0.08,1.14
2022-11-25,300725,82.02,80.82,82.57,80.03,24253,198478840.0,3.08,-2.08,-1.72,1.44
2022-11-28,300725,79.08,79.33,79.83,75.92,37684,296665506.0,4.84,-1.84,-1.49,2.24
2022-11-29,300725,79.92,79.54,81.53,79.33,28171,228705178.0,2.77,0.26,0.21,1.67
2022-11-30,300725,79.03,78.91,79.53,77.64,17648,140688956.0,2.38,-0.79,-0.63,1.05
2022-12-01,300725,80.53,80.08,81.33,78.63,22548,182433952.0,3.42,1.48,1.17,1.34
2022-12-02,300725,79.93,79.51,80.82,78.47,13948,112786692.0,2.93,-0.71,-0.57,0.83
2022-12-05,300725,80.63,78.16,80.83,78.06,19833,158128730.0,3.48,-1.7,-1.35,1.18
2022-12-06,300725,77.78,78.36,80.1,77.21,19247,153518728.0,3.7,0.26,0.2,1.14
2022-12-07,300725,77.18,78.81,79.48,77.17,19225,152904687.0,2.95,0.57,0.45,1.14
2022-12-08,300725,79.03,77.93,79.34,77.68,15602,123424216.0,2.11,-1.12,-0.88,0.93
2022-12-09,300725,77.93,76.84,78.53,76.03,25615,198893459.0,3.21,-1.4,-1.09,1.52
2022-12-12,300725,74.53,76.21,76.73,73.54,28475,218545991.0,4.15,-0.82,-0.63,1.69
2022-12-13,300725,75.85,75.06,76.17,73.83,25425,192257787.0,3.07,-1.51,-1.15,1.51
2022-12-14,300725,76.19,75.43,76.52,74.79,17998,137715197.0,2.3,0.49,0.37,1.07
2022-12-15,300725,76.03,74.04,76.03,73.71,15401,116078623.0,3.08,-1.84,-1.39,0.91
2022-12-16,300725,73.3,74.06,74.4,72.57,15024,111973844.0,2.47,0.03,0.02,0.89
2022-12-19,300725,74.06,72.05,74.06,71.67,17980,131896763.0,3.23,-2.71,-2.01,1.07
2022-12-20,300725,71.59,71.25,72.79,70.31,16697,120527756.0,3.44,-1.11,-0.8,0.99
2022-12-21,300725,71.25,70.25,71.85,69.64,15409,109826139.0,3.1,-1.4,-1.0,0.91
2022-12-22,300725,70.85,71.13,73.13,69.73,26029,189268021.0,4.84,1.25,0.88,1.55
2022-12-23,300725,70.36,70.73,71.74,70.33,13120,94400093.0,1.98,-0.56,-0.4,0.78
2022-12-26,300725,71.07,71.04,73.16,70.83,15731,114105143.0,3.29,0.44,0.31,0.93
2022-12-27,300725,71.53,75.99,76.53,71.18,39530,297625320.0,7.53,6.97,4.95,2.35
2022-12-28,300725,75.12,75.55,76.82,73.03,24008,183646985.0,4.99,-0.58,-0.44,1.43
2022-12-29,300725,75.55,78.94,80.03,75.06,39974,317658651.0,6.58,4.49,3.39,2.37
2022-12-30,300725,79.32,79.53,79.93,78.53,26480,212489503.0,1.77,0.75,0.59,1.57
2023-01-03,300725,79.74,78.68,80.37,78.03,24724,197972824.0,2.94,-1.07,-0.85,1.47
2023-01-04,300725,78.67,81.15,82.53,78.54,33649,276720995.0,5.07,3.14,2.47,2.0
2023-01-05,300725,81.53,82.17,83.92,81.24,28872,241360916.0,3.3,1.26,1.02,1.71
2023-01-06,300725,82.02,80.9,82.43,80.63,20828,170998380.0,2.19,-1.55,-1.27,1.24
2023-01-09,300725,81.03,80.78,82.23,80.0,17905,146733928.0,2.76,-0.15,-0.12,1.06
2023-01-10,300725,80.71,80.69,81.69,79.85,18281,149480190.0,2.28,-0.11,-0.09,1.09
2023-01-11,300725,80.23,80.37,81.48,80.03,21434,175164117.0,1.8,-0.4,-0.32,1.27
2023-01-12,300725,80.37,80.91,82.39,79.83,23737,194931401.0,3.19,0.67,0.54,1.41
2023-01-13,300725,81.55,81.17,81.55,79.23,24281,197975653.0,2.87,0.32,0.26,1.44
2023-01-16,300725,81.89,85.92,87.27,81.7,62814,541863715.0,6.86,5.85,4.75,3.73
2023-01-17,300725,85.53,83.38,85.89,82.78,30392,258041482.0,3.62,-2.96,-2.54,1.8
2023-01-18,300725,83.03,82.76,83.82,82.2,21446,180145949.0,1.94,-0.74,-0.62,1.27
2023-01-19,300725,82.54,89.96,91.02,82.03,65035,581417617.0,10.86,8.7,7.2,3.86
2023-01-20,300725,90.72,89.74,91.62,89.13,29357,267270120.0,2.77,-0.24,-0.22,1.74
2023-01-30,300725,87.62,85.71,89.66,84.53,51011,443780569.0,5.72,-4.49,-4.03,3.03
2023-01-31,300725,85.91,82.54,86.22,82.1,40941,346746735.0,4.81,-3.7,-3.17,2.43
2023-02-01,300725,82.13,83.33,83.69,80.91,40670,338263745.0,3.37,0.96,0.79,2.41
2023-02-02,300725,83.23,84.71,86.84,82.74,37743,324980234.0,4.92,1.66,1.38,2.24
2023-02-03,300725,84.11,83.42,85.92,82.21,25609,216486241.0,4.38,-1.52,-1.29,1.52
2023-02-06,300725,83.06,81.53,83.29,79.46,37663,308600186.0,4.59,-2.27,-1.89,2.24
2023-02-07,300725,82.02,80.75,82.49,80.06,17843,146207172.0,2.98,-0.96,-0.78,1.06
2023-02-08,300725,80.83,79.83,82.0,79.53,19953,162698983.0,3.06,-1.14,-0.92,1.18
2023-02-09,300725,79.53,80.58,80.61,78.94,22526,182433812.0,2.09,0.94,0.75,1.34
2023-02-10,300725,80.53,79.33,80.72,78.4,23917,192000205.0,2.88,-1.55,-1.25,1.42
2023-02-13,300725,79.3,80.48,81.78,78.64,30355,247543953.0,3.96,1.45,1.15,1.8
2023-02-14,300725,80.87,80.54,81.53,79.83,14352,116670012.0,2.11,0.07,0.06,0.85
2023-02-15,300725,81.06,78.0,81.53,77.99,25165,200578824.0,4.4,-3.15,-2.54,1.49
2023-02-16,300725,78.23,76.61,79.23,76.23,23867,187917389.0,3.85,-1.78,-1.39,1.42
2023-02-17,300725,76.62,76.23,78.15,76.13,13983,108839623.0,2.64,-0.5,-0.38,0.83
2023-02-20,300725,76.19,75.37,76.19,74.36,34519,261848943.0,2.4,-1.13,-0.86,2.05
2023-02-21,300725,75.32,75.44,75.82,74.48,22712,172760830.0,1.78,0.09,0.07,1.35
2023-02-22,300725,75.0,74.31,75.14,73.48,32963,247885986.0,2.2,-1.5,-1.13,1.96
2023-02-23,300725,73.93,74.85,76.58,73.93,26638,203391572.0,3.57,0.73,0.54,1.58
2023-02-24,300725,74.84,73.95,75.24,73.54,19590,147091008.0,2.27,-1.2,-0.9,1.16
2023-02-27,300725,73.57,73.28,74.12,72.83,14204,105578749.0,1.74,-0.91,-0.67,0.84
2023-02-28,300725,73.42,73.6,74.48,72.91,17729,132404065.0,2.14,0.44,0.32,1.05
2023-03-01,300725,73.88,74.22,74.43,72.69,26157,195725323.0,2.36,0.84,0.62,1.55
2023-03-02,300725,74.21,74.96,75.56,73.56,29750,225472290.0,2.69,1.0,0.74,1.77
2023-03-03,300725,75.02,76.63,77.7,74.53,47531,368577411.0,4.23,2.23,1.67,2.82
2023-03-06,300725,76.53,75.61,77.33,74.66,26379,201936291.0,3.48,-1.33,-1.02,1.57
2023-03-07,300725,75.1,75.49,78.47,74.91,34520,267123461.0,4.71,-0.16,-0.12,2.05
2023-03-08,300725,74.91,73.36,75.13,72.8,29627,220696822.0,3.09,-2.82,-2.13,1.76
2023-03-09,300725,73.03,73.44,74.33,72.72,17099,127493519.0,2.19,0.11,0.08,1.02
2023-03-10,300725,73.03,78.31,79.11,72.15,64375,496514113.0,9.48,6.63,4.87,3.82
2023-03-13,300725,77.53,74.49,77.71,73.06,63609,482945829.0,5.94,-4.88,-3.82,3.78
2023-03-14,300725,74.53,73.64,75.8,73.07,31453,236738796.0,3.66,-1.14,-0.85,1.87
2023-03-15,300725,73.56,73.51,74.53,73.11,21135,157747337.0,1.93,-0.18,-0.13,1.25
2023-03-16,300725,72.83,69.18,73.24,69.13,48638,347453321.0,5.59,-5.89,-4.33,2.89
2023-03-17,300725,69.54,69.53,70.53,67.47,44397,309267350.0,4.42,0.51,0.35,2.64
2023-03-20,300725,69.03,68.41,69.69,67.39,27373,189732514.0,3.31,-1.61,-1.12,1.62
2023-03-21,300725,68.53,71.51,71.95,68.53,36208,259201578.0,5.0,4.53,3.1,2.15
2023-03-22,300725,71.83,74.38,75.91,71.53,56971,429478985.0,6.13,4.01,2.87,3.38
2023-03-23,300725,73.78,73.64,75.94,73.09,33014,248755457.0,3.83,-0.99,-0.74,1.96
2023-03-24,300725,74.03,72.74,75.22,72.58,30046,223714298.0,3.59,-1.22,-0.9,1.78
2023-03-27,300725,75.03,81.68,84.61,74.73,142805,1159974310.0,13.58,12.29,8.94,8.48
2023-03-28,300725,84.15,76.86,84.21,75.7,116037,927815085.0,10.42,-5.9,-4.82,6.89
2023-03-29,300725,77.0,74.94,77.53,74.33,52980,404246368.0,4.16,-2.5,-1.92,3.15
2023-03-30,300725,74.95,72.03,75.03,71.68,54423,400393308.0,4.47,-3.88,-2.91,3.23
2023-03-31,300725,71.53,69.59,72.14,68.02,103125,726798846.0,5.72,-3.39,-2.44,6.12
2023-04-03,300725,69.34,69.31,70.31,68.84,58119,408204157.0,2.11,-0.4,-0.28,3.45
2023-04-04,300725,69.3,69.0,69.42,67.43,56480,391203082.0,2.87,-0.45,-0.31,3.35
2023-04-06,300725,68.53,69.86,70.15,68.13,40655,286614570.0,2.93,1.25,0.86,2.41
2023-04-07,300725,69.63,72.01,73.0,69.63,59855,436510571.0,4.82,3.08,2.15,3.55
2023-04-10,300725,72.48,72.06,74.73,71.63,61768,456921756.0,4.3,0.07,0.05,3.67
2023-04-11,300725,71.71,72.83,72.98,71.27,37714,275737864.0,2.37,1.07,0.77,2.24
2023-04-12,300725,72.53,71.22,73.19,70.68,40647,294728116.0,3.45,-2.21,-1.61,2.41
2023-04-13,300725,70.99,74.34,75.03,69.85,75493,561341182.0,7.27,4.38,3.12,4.48
2023-04-14,300725,74.63,75.61,77.33,73.59,74514,570360256.0,5.03,1.71,1.27,4.42
2023-04-17,300725,75.03,74.66,76.03,73.78,40680,308456646.0,2.98,-1.26,-0.95,2.41
2023-04-18,300725,73.18,72.44,73.81,71.71,46137,338706402.0,2.81,-2.97,-2.22,2.74
2023-04-19,300725,72.04,70.99,72.43,70.53,30775,222084434.0,2.62,-2.0,-1.45,1.83
2023-04-20,300725,70.99,70.26,71.93,69.91,30883,221033838.0,2.85,-1.03,-0.73,1.83
2023-04-21,300725,70.32,69.75,71.53,69.42,36928,263300656.0,3.0,-0.73,-0.51,2.19
2023-04-24,300725,66.92,58.5,66.92,56.31,165176,992441051.0,15.21,-16.13,-11.25,9.81
2023-04-25,300725,57.32,54.5,57.93,53.53,95093,533523127.0,7.52,-6.84,-4.0,5.65
2023-04-26,300725,54.88,54.89,56.83,54.53,58690,332032749.0,4.22,0.72,0.39,3.48
2023-04-27,300725,54.84,55.19,56.4,54.71,50058,282121411.0,3.08,0.55,0.3,2.97
2023-04-28,300725,54.33,54.91,55.66,53.72,49552,275532458.0,3.52,-0.51,-0.28,2.94
2023-05-04,300725,54.67,53.51,55.34,53.18,45597,249781344.0,3.93,-2.55,-1.4,2.71
2023-05-05,300725,53.61,52.31,54.17,52.15,43593,234879338.0,3.77,-2.24,-1.2,2.59
2023-05-08,300725,52.31,52.86,53.01,51.25,54390,289215145.0,3.36,1.05,0.55,3.23
2023-05-09,300725,52.89,51.25,52.89,51.25,47148,248716843.0,3.1,-3.05,-1.61,2.8
2023-05-10,300725,51.03,52.28,52.53,50.74,41028,217004256.0,3.49,2.01,1.03,2.44
2023-05-11,300725,52.44,52.7,55.01,51.99,53018,288093216.0,5.78,0.8,0.42,3.15
2023-05-12,300725,52.63,52.2,53.02,51.81,33596,178845270.0,2.3,-0.95,-0.5,1.99
2023-05-15,300725,51.53,53.43,53.47,51.53,24860,133524084.0,3.72,2.36,1.23,1.48
2023-05-16,300725,53.53,53.17,53.77,52.74,27039,146380040.0,1.93,-0.49,-0.26,1.61
2023-05-17,300725,52.83,52.73,53.33,52.36,22741,122304490.0,1.82,-0.83,-0.44,1.35
2023-05-18,300725,53.49,52.46,53.53,52.23,20717,111078677.0,2.47,-0.51,-0.27,1.23
2023-05-19,300725,52.37,52.96,53.51,52.0,24906,133944463.0,2.88,0.95,0.5,1.48
2023-05-22,300725,52.93,53.1,53.89,52.53,28244,152970260.0,2.57,0.26,0.14,1.68
2023-05-23,300725,53.05,52.53,53.92,52.53,32197,174486691.0,2.62,-1.07,-0.57,1.91
2023-05-24,300725,52.05,52.71,53.13,51.73,20378,108961807.0,2.67,0.34,0.18,1.21
2023-05-25,300725,52.06,52.08,52.9,51.61,21055,111777716.0,2.45,-1.2,-0.63,1.25
2023-05-26,300725,52.21,51.23,52.31,50.96,26452,138771353.0,2.59,-1.63,-0.85,1.57
2023-05-29,300725,51.04,52.2,53.57,50.93,45904,245760266.0,5.15,1.89,0.97,2.73
2023-05-30,300725,51.63,51.68,52.71,50.33,38028,198622639.0,4.56,-1.0,-0.52,2.26
2023-05-31,300725,51.65,51.06,52.6,50.68,25714,135109602.0,3.72,-1.2,-0.62,1.53
2023-06-01,300725,50.8,51.96,53.1,50.8,45237,240383054.0,4.5,1.76,0.9,2.69
2023-06-02,300725,52.31,52.82,53.23,51.79,32402,173914224.0,2.77,1.66,0.86,1.92
2023-06-05,300725,52.68,51.66,52.96,51.65,27392,145016409.0,2.48,-2.2,-1.16,1.63
2023-06-06,300725,51.93,50.41,51.93,50.41,29226,151543135.0,2.94,-2.42,-1.25,1.73
2023-06-07,300725,50.41,50.31,51.22,49.83,28245,145059759.0,2.76,-0.2,-0.1,1.68
2023-06-08,300725,50.28,50.06,51.61,49.84,31394,161670307.0,3.52,-0.5,-0.25,1.86
2023-06-09,300725,50.26,51.23,53.73,49.94,100779,532817617.0,7.57,2.34,1.17,5.98
2023-06-12,300725,50.88,50.11,51.17,49.64,40190,205681404.0,2.99,-2.19,-1.12,2.39
2023-06-13,300725,50.21,50.03,50.83,49.46,28882,146782974.0,2.73,-0.16,-0.08,1.71
2023-06-14,300725,50.03,49.33,50.57,49.32,32670,165367874.0,2.5,-1.4,-0.7,1.94
2023-06-15,300725,49.4,52.05,52.3,49.3,63930,331484615.0,6.08,5.51,2.72,3.8
2023-06-16,300725,51.73,52.43,52.89,51.4,38232,202456223.0,2.86,0.73,0.38,2.27
2023-06-19,300725,52.79,51.33,52.89,51.29,24605,129295741.0,3.05,-2.1,-1.1,1.46
2023-06-20,300725,51.42,50.56,51.9,50.56,25171,130842515.0,2.61,-1.5,-0.77,1.49
2023-06-21,300725,50.33,48.26,50.73,48.24,51373,255973105.0,4.92,-4.55,-2.3,3.05
2023-06-26,300725,47.93,48.2,48.83,47.6,26239,128589279.0,2.55,-0.12,-0.06,1.56
2023-06-27,300725,48.17,48.21,48.97,48.0,20863,102700145.0,2.01,0.02,0.01,1.24
2023-06-28,300725,48.3,47.63,48.3,46.78,25812,124624164.0,3.15,-1.2,-0.58,1.53
2023-06-29,300725,47.63,47.2,47.82,47.06,18361,88635805.0,1.6,-0.9,-0.43,1.09
2023-06-30,300725,47.12,47.56,48.49,47.1,22661,110477948.0,2.94,0.76,0.36,1.35
2023-07-03,300725,47.61,48.13,48.93,47.51,25489,125060214.0,2.99,1.2,0.57,1.51
2023-07-04,300725,47.77,49.6,49.9,47.6,41221,205901118.0,4.78,3.05,1.47,2.45
2023-07-05,300725,49.65,49.24,50.02,48.89,22672,113712969.0,2.28,-0.73,-0.36,1.35
2023-07-06,300725,49.24,48.49,49.24,48.33,14872,73616437.0,1.85,-1.52,-0.75,0.88
2023-07-07,300725,48.22,47.72,48.58,47.63,17664,86200830.0,1.96,-1.59,-0.77,1.05
2023-07-10,300725,47.74,48.39,49.19,47.74,19770,97693835.0,3.04,1.4,0.67,1.17
2023-07-11,300725,48.3,48.98,49.01,48.07,15605,77194335.0,1.94,1.22,0.59,0.93
2023-07-12,300725,48.99,48.02,48.99,47.94,16265,80055367.0,2.14,-1.96,-0.96,0.97
2023-07-13,300725,48.52,49.13,49.81,48.46,36722,184234444.0,2.81,2.31,1.11,2.18
2023-07-14,300725,49.43,48.51,49.83,48.26,24946,123623608.0,3.2,-1.26,-0.62,1.48
2023-07-17,300725,48.01,46.62,48.06,46.34,41309,197728882.0,3.55,-3.9,-1.89,2.45
2023-07-18,300725,46.8,46.97,47.11,46.46,14874,70866055.0,1.39,0.75,0.35,0.88
2023-07-19,300725,46.89,46.49,47.62,46.24,18548,88208147.0,2.94,-1.02,-0.48,1.1
2023-07-20,300725,46.65,46.29,47.22,46.17,20538,97711014.0,2.26,-0.43,-0.2,1.22
2023-07-21,300725,46.31,46.72,47.68,46.04,30664,146887360.0,3.54,0.93,0.43,1.82
2023-07-24,300725,46.72,46.83,47.5,46.55,17220,82223052.0,2.03,0.24,0.11,1.02
2023-07-25,300725,47.31,47.72,47.79,46.98,28107,135850343.0,1.73,1.9,0.89,1.67
2023-07-26,300725,47.59,48.33,48.78,47.27,28252,138756761.0,3.16,1.28,0.61,1.68
2023-07-27,300725,48.47,48.04,48.52,47.89,19645,96322005.0,1.3,-0.6,-0.29,1.17
2023-07-28,300725,47.83,49.04,49.28,47.21,31489,155177152.0,4.31,2.08,1.0,1.87
2023-07-31,300725,49.23,50.21,51.95,49.19,55443,284796597.0,5.63,2.39,1.17,3.29
2023-08-01,300725,50.11,50.09,52.31,49.88,47125,244101610.0,4.84,-0.24,-0.12,2.8
2023-08-02,300725,49.69,49.44,50.09,49.17,24698,124465829.0,1.84,-1.3,-0.65,1.47
2023-08-03,300725,49.98,50.83,51.48,49.73,44451,228858392.0,3.54,2.81,1.39,2.64
2023-08-04,300725,50.15,49.92,50.62,49.73,27833,141812212.0,1.75,-1.79,-0.91,1.65
2023-08-07,300725,49.38,48.91,49.72,48.68,24937,124221701.0,2.08,-2.02,-1.01,1.48
2023-08-08,300725,48.64,48.93,49.19,48.26,14421,71633782.0,1.9,0.04,0.02,0.86
2023-08-09,300725,48.95,51.82,53.23,48.86,91824,483104646.0,8.93,5.91,2.89,5.45
2023-08-10,300725,51.43,51.38,51.87,50.78,42972,223963860.0,2.1,-0.85,-0.44,2.55
2023-08-11,300725,51.22,50.77,52.21,50.71,37220,194352195.0,2.92,-1.19,-0.61,2.21
2023-08-14,300725,49.68,50.08,50.42,49.03,33735,170285756.0,2.74,-1.36,-0.69,2.0
2023-08-15,300725,49.08,48.51,49.83,46.29,60124,291489320.0,7.07,-3.13,-1.57,3.57
2023-08-16,300725,49.05,47.24,49.07,47.03,43340,211348405.0,4.21,-2.62,-1.27,2.57
2023-08-17,300725,47.13,46.63,47.15,45.46,37219,175625247.0,3.58,-1.29,-0.61,2.21
2023-08-18,300725,46.31,45.39,46.93,45.36,25667,120106306.0,3.37,-2.66,-1.24,1.52
2023-08-21,300725,45.27,44.7,45.71,44.53,27947,128005504.0,2.6,-1.52,-0.69,1.66
2023-08-22,300725,44.79,43.81,45.12,43.09,33767,150880980.0,4.54,-1.99,-0.89,2.0
2023-08-23,300725,43.81,42.04,44.03,42.03,27815,120918986.0,4.57,-4.04,-1.77,1.65
2023-08-24,300725,41.94,42.97,43.48,41.8,31031,135165281.0,4.0,2.21,0.93,1.84
2023-08-25,300725,42.76,42.03,43.62,41.75,28087,121883484.0,4.35,-2.19,-0.94,1.67
2023-08-28,300725,45.11,41.28,45.12,41.28,44982,195618947.0,9.14,-1.78,-0.75,2.67
2023-08-29,300725,40.87,42.98,43.03,40.8,45185,195242134.0,5.4,4.12,1.7,2.68
2023-08-30,300725,42.83,43.01,43.71,42.79,24512,107867686.0,2.14,0.07,0.03,1.46
2023-08-31,300725,42.94,42.64,42.95,42.12,18930,82051156.0,1.93,-0.86,-0.37,1.12
2023-09-01,300725,42.9,42.26,43.26,42.17,17765,77316962.0,2.56,-0.89,-0.38,1.05
2023-09-04,300725,42.36,42.99,43.01,42.13,23299,101422285.0,2.08,1.73,0.73,1.38
2023-09-05,300725,42.63,42.58,43.11,42.24,20200,87915508.0,2.02,-0.95,-0.41,1.2
2023-09-06,300725,42.31,42.15,42.42,41.91,15700,67462813.0,1.2,-1.01,-0.43,0.93
2023-09-07,300725,41.9,41.08,42.13,41.08,19717,83580150.0,2.49,-2.54,-1.07,1.17
2023-09-08,300725,40.92,40.82,41.43,40.8,13679,57399503.0,1.53,-0.63,-0.26,0.81
2023-09-11,300725,40.77,42.45,42.58,40.76,33302,142806508.0,4.46,3.99,1.63,1.98
2023-09-12,300725,42.9,42.48,43.09,42.23,21690,94459822.0,2.03,0.07,0.03,1.29
2023-09-13,300725,42.29,41.55,42.56,41.28,17578,75068911.0,3.01,-2.19,-0.93,1.04
2023-09-14,300725,41.57,41.43,41.92,41.13,15475,65394236.0,1.9,-0.29,-0.12,0.92
2023-09-15,300725,41.45,42.58,43.43,41.19,42279,183566036.0,5.41,2.78,1.15,2.51
2023-09-18,300725,42.33,43.48,43.64,42.31,36821,162534032.0,3.12,2.11,0.9,2.19
2023-09-19,300725,43.72,43.52,43.93,43.02,23099,102385853.0,2.09,0.09,0.04,1.37
2023-09-20,300725,43.52,42.96,43.68,42.82,16951,74567762.0,1.98,-1.29,-0.56,1.01
2023-09-21,300725,42.66,42.32,42.9,42.13,14794,64100698.0,1.79,-1.49,-0.64,0.88
2023-09-22,300725,42.12,43.35,43.39,41.88,20333,88647463.0,3.57,2.43,1.03,1.21
2023-09-25,300725,43.35,43.66,43.97,42.82,24079,106902798.0,2.65,0.72,0.31,1.43
2023-09-26,300725,43.47,42.99,43.58,42.95,17292,76197302.0,1.44,-1.53,-0.67,1.03
2023-09-27,300725,43.08,44.68,45.13,43.01,42798,194192475.0,4.93,3.93,1.69,2.54
2023-09-28,300725,44.71,44.39,45.05,44.18,22774,103134194.0,1.95,-0.65,-0.29,1.35
2023-10-09,300725,44.09,44.25,44.75,43.44,20061,90201765.0,2.95,-0.32,-0.14,1.19
2023-10-10,300725,44.26,43.46,44.42,43.33,19011,84860499.0,2.46,-1.79,-0.79,1.13
2023-10-11,300725,43.46,45.86,47.92,43.46,73495,345468402.0,10.26,5.52,2.4,4.36
2023-10-12,300725,46.31,46.41,47.33,45.94,35781,169532627.0,3.03,1.2,0.55,2.12
2023-10-13,300725,46.4,46.86,47.08,45.93,32946,156864156.0,2.48,0.97,0.45,1.96
2023-10-16,300725,46.81,45.53,47.14,45.23,28845,135211162.0,4.08,-2.84,-1.33,1.71
2023-10-17,300725,45.83,45.63,45.83,45.01,18834,87069947.0,1.8,0.22,0.1,1.12
2023-10-18,300725,45.33,44.53,45.39,44.32,21666,98804552.0,2.34,-2.41,-1.1,1.29
2023-10-19,300725,44.5,43.78,44.63,43.64,20920,93934911.0,2.22,-1.68,-0.75,1.24
2023-10-20,300725,43.49,42.53,43.78,42.38,22713,99256810.0,3.2,-2.86,-1.25,1.35
2023-10-23,300725,42.08,41.63,42.49,41.34,19653,83625532.0,2.7,-2.12,-0.9,1.17
2023-10-24,300725,41.84,40.67,42.11,39.93,35406,146968714.0,5.24,-2.31,-0.96,2.1
2023-10-25,300725,41.13,39.08,41.3,38.91,50539,206852631.0,5.88,-3.91,-1.59,3.0
2023-10-26,300725,38.72,38.7,39.16,38.01,40703,159846795.0,2.94,-0.97,-0.38,2.42
2023-10-27,300725,38.68,41.38,41.51,38.33,56705,232906315.0,8.22,6.93,2.68,3.37
2023-10-30,300725,41.1,44.69,45.33,40.84,79722,356375943.0,10.85,8.0,3.31,4.73
2023-10-31,300725,43.83,44.33,45.51,43.5,54641,247325212.0,4.5,-0.81,-0.36,3.24
2023-11-01,300725,44.34,43.74,44.78,43.11,29949,133801645.0,3.77,-1.33,-0.59,1.78
2023-11-02,300725,43.83,43.23,44.28,43.22,25654,114193969.0,2.42,-1.17,-0.51,1.52
2023-11-03,300725,43.21,43.51,44.12,42.96,23740,105450837.0,2.68,0.65,0.28,1.41
2023-11-06,300725,44.4,47.53,47.6,44.29,86862,411093331.0,7.61,9.24,4.02,5.16
