label,beta,alpha,beta_se,alpha_se,r_squared,adj_r_squared,nobs,t_beta,p_beta,f_statistic,f_pvalue
full_sample_2010_2026,1.310226948502759,0.050968435508138,0.024845806405769156,0.02945932599242767,0.4780540536446959,0.477924054654321,4017.0,52.73432977399865,0.0,2780.9095367128416,0.0
2015_2026,1.2757790300674714,0.021391634034393547,0.03362503606592531,0.021545907449172248,0.6619312750455375,0.6618022904118273,2623.0,37.94134309822528,0.0,1439.5455160972474,1.8566955205372188e-251
