quantile,beta,const
0.1,1.2325507961983981,-1.1720007726751618
0.25,1.2541163744928179,-0.6125078516718023
0.5,1.254749437871729,-0.05424306510055954
0.75,1.310847183283475,0.5607258632867609
0.9,1.3578084710871847,1.3550795778491134
