Date,Adj Close
2026-06-09,260.19505
2026-06-10,257.85731
2026-06-11,262.27819
2026-06-12,263.49936
2026-06-15,266.60649
2026-06-16,264.78077
2026-06-17,260.92338
2026-06-18,262.75280
2026-06-22,262.60617
2026-06-23,259.05882
2026-06-24,259.37618
2026-06-25,259.36802
2026-06-26,260.53623
2026-06-29,264.50809
2026-06-30,267.41397
2026-07-01,266.23306
2026-07-02,265.97281
2026-07-06,265.72816
2026-07-07,264.94243
2026-07-08,263.96682
2026-07-09,265.86697
2026-07-10,267.25642
2026-07-13,265.97180
2026-07-14,266.68939
2026-07-15,267.40138
2026-07-16,268.52120
