Date,Adj Close
2026-06-09,123.54389
2026-06-10,121.45502
2026-06-11,125.65045
2026-06-12,126.46475
2026-06-15,128.05796
2026-06-16,127.77472
2026-06-17,126.90731
2026-06-18,128.53096
2026-06-22,128.56655
2026-06-23,124.63392
2026-06-24,124.84746
2026-06-25,126.25324
2026-06-26,125.39910
2026-06-29,126.34221
2026-06-30,126.84046
2026-07-01,124.81187
2026-07-02,125.45248
2026-07-06,127.74799
2026-07-07,125.73719
2026-07-08,124.86526
2026-07-09,125.68381
2026-07-10,126.09309
2026-07-13,123.81537
2026-07-14,125.23894
2026-07-15,125.96853
2026-07-16,124.50936
