Date,Adj Close
2026-06-09,104.41879
2026-06-10,104.74492
2026-06-11,104.70238
2026-06-12,105.62405
2026-06-15,105.24120
2026-06-16,105.63823
2026-06-17,103.93668
2026-06-18,103.63891
2026-06-22,104.08939
2026-06-23,105.39637
2026-06-24,106.07827
2026-06-25,106.37660
2026-06-26,107.69779
2026-06-29,107.37104
2026-06-30,106.43343
2026-07-01,106.84541
2026-07-02,109.04738
2026-07-06,108.18080
2026-07-07,109.26048
2026-07-08,107.78302
2026-07-09,107.27160
2026-07-10,107.75461
2026-07-13,108.52175
2026-07-14,107.82564
2026-07-15,107.17215
2026-07-16,109.34572
