Date,Adj Close
2026-06-09,197.95438
2026-06-10,195.17343
2026-06-11,201.05838
2026-06-12,202.12818
2026-06-15,203.49001
2026-06-16,203.71259
2026-06-17,202.43429
2026-06-18,204.08004
2026-06-22,204.44578
2026-06-23,200.13384
2026-06-24,199.79185
2026-06-25,201.33357
2026-06-26,200.52694
2026-06-29,202.61377
2026-06-30,203.15168
2026-07-01,200.76697
2026-07-02,203.71941
2026-07-06,206.09911
2026-07-07,203.56537
2026-07-08,202.15887
2026-07-09,203.30975
2026-07-10,203.78507
2026-07-13,201.78505
2026-07-14,203.13129
2026-07-15,204.52283
2026-07-16,203.02200
