Date,Adj Close
2026-06-09,102.55179
2026-06-10,100.08019
2026-06-11,104.46978
2026-06-12,105.49397
2026-06-15,108.48426
2026-06-16,106.82294
2026-06-17,106.70678
2026-06-18,110.05519
2026-06-22,110.46779
2026-06-23,104.57275
2026-06-24,105.01298
2026-06-25,106.09545
2026-06-26,104.29350
2026-06-29,105.24079
2026-06-30,106.70764
2026-07-01,104.04044
2026-07-02,101.85473
2026-07-06,105.40673
2026-07-07,102.33363
2026-07-08,103.03933
2026-07-09,103.45421
2026-07-10,103.98021
2026-07-13,100.35638
2026-07-14,101.93888
2026-07-15,102.16951
2026-07-16,100.29608
