Date,Adj Close
2026-06-09,133.61666
2026-06-10,133.50674
2026-06-11,134.23949
2026-06-12,134.07462
2026-06-15,134.22117
2026-06-16,134.45932
2026-06-17,133.94639
2026-06-18,134.27613
2026-06-22,133.94639
2026-06-23,134.11126
2026-06-24,134.71578
2026-06-25,134.78905
2026-06-26,134.91728
2026-06-29,134.97224
2026-06-30,134.44100
2026-07-01,134.17441
2026-07-02,134.21117
2026-07-06,134.41335
2026-07-07,133.80680
2026-07-08,133.64138
2026-07-09,133.80680
2026-07-10,133.69652
2026-07-13,133.27378
2026-07-14,133.54948
2026-07-15,133.82518
2026-07-16,133.78842
