score_v221,max_score,event_pos,event_neg,trend_pos,end_count,end_signals,stage,stage_name,adx,rsi,wt1,smc_signal,turnover_signal,sector_relative_signal,ad_line_signal,close,date,fwd_5d,fwd_10d,fwd_20d
-1,14,0,1,1,2,"['trend_break', 'volatility_drop']",2.5,阶段2.5-得分触底未共振,13.399322839917588,45.14879202634696,-19.101964343928238,0,0,0,0,28.62,2026-01-06,-0.03808525506638716,-0.05031446540880502,-0.07058001397624036
-4,14,0,2,0,1,['trend_break'],2.5,阶段2.5-得分触底未共振,19.11633289691579,33.69930603470766,-51.9960619896071,0,0,-1,0,27.53,2026-01-13,-0.012713403559753034,-0.04213585179803847,-0.02833272793316388
-4,14,0,2,0,0,[],2.5,阶段2.5-得分触底未共振,23.658471772265234,32.971715334296235,-59.624910110138416,0,0,-1,0,27.18,2026-01-20,-0.02980132450331119,-0.021339220014716664,-0.032376747608535705
-4,14,0,2,0,0,[],2.5,阶段2.5-得分触底未共振,29.438307561326308,24.25500503844755,-60.676058593875894,0,0,-1,0,26.37,2026-01-27,0.008722032612817676,0.014410314751611697,-0.028441410693970437
-4,14,0,2,0,0,[],2.5,阶段2.5-得分触底未共振,31.469998173639105,38.69262698605909,-54.517360895089155,0,0,-1,0,26.6,2026-02-03,0.005639097744360777,-0.011278195488721776,-0.006015037593984918
-1,14,0,1,1,0,[],2.5,阶段2.5-得分触底未共振,23.947185633599233,42.3312541883331,-19.43611827336903,0,0,0,-1,26.75,2026-02-10,-0.016822429906542036,-0.04224299065420556,-0.0026168224299065734
-1,14,0,1,1,0,[],2.5,阶段2.5-得分触底未共振,22.531488991194397,37.5691248298586,-32.99302492185953,0,0,0,0,26.37,2026-02-24,-0.016685627607129327,0.0011376564277587597,-0.025407660219947004
-2,14,0,1,0,0,[],2.5,阶段2.5-得分触底未共振,26.69995258673606,31.60876175610869,-52.445325662385414,0,0,0,0,25.93,2026-03-03,0.018125723100655522,0.036251446201311266,0.016197454685692225
3,14,1,0,1,1,['volatility_drop'],2.5,阶段2.5-得分触底未共振,25.77285724786258,47.258859110528014,-39.648190788261076,0,0,0,1,26.4,2026-03-10,0.01780303030303032,-0.02651515151515149,0.0015151515151516914
3,14,1,0,1,1,['volatility_drop'],2.5,阶段2.5-得分触底未共振,21.20788551816104,56.948503135345014,4.772300171246259,0,0,0,0,26.87,2026-03-17,-0.043542984741347324,-0.01935243766282102,-0.043915147004093824
-2,14,0,1,0,1,['trend_break'],2.5,阶段2.5-得分触底未共振,19.904517826269164,36.35053788858434,-17.524357018747043,0,0,0,0,25.7,2026-03-24,0.02529182879377445,0.028793774319066268,-0.015953307392996163
4,14,1,0,2,1,['trend_break'],2.5,阶段2.5-得分触底未共振,17.090055285170646,49.9035141552551,-10.331346590938383,0,0,0,0,26.35,2026-03-31,0.0034155597722960174,-0.025047438330170757,0.008349146110056882
3,14,1,0,1,2,"['trend_break', 'volume_divergence']",2.5,阶段2.5-得分触底未共振,13.346173302371263,49.43310423199693,-2.251352298048938,0,0,0,-1,26.33,2026-04-07,-0.012913026965438612,-0.029244208127611082,0.04519559437903542
3,14,1,0,1,1,['trend_break'],2.5,阶段2.5-得分触底未共振,11.884810227967987,42.495763293427565,-16.307355103591423,0,0,0,-1,25.99,2026-04-14,-0.016544824932666402,-0.019238168526356292,0.06233166602539453
