score_v221,max_score,event_pos,event_neg,trend_pos,end_count,end_signals,stage,stage_name,adx,rsi,wt1,smc_signal,turnover_signal,sector_relative_signal,ad_line_signal,close,date,fwd_5d,fwd_10d,fwd_20d
0,14,1,1,0,0,[],2.5,阶段2.5-得分触底未共振,31.137095194907772,35.704817135682745,-63.82051507849239,0,0,-1,0,108.17,2026-01-06,-0.0015716002588518352,-0.03013774614033471,-0.008227789590459444
3,14,1,0,1,1,['volume_divergence'],2.5,阶段2.5-得分触底未共振,29.723069702257447,39.306781063634475,-45.1710081416611,0,0,-1,-1,108.0,2026-01-13,-0.028611111111111143,-0.0646296296296297,-0.01388888888888884
-4,14,0,2,0,1,['volatility_drop'],2.5,阶段2.5-得分触底未共振,31.457072791038502,31.435243544559654,-61.34314086801233,0,0,0,0,104.91,2026-01-20,-0.0370794013916691,0.022590792107520796,0.0024783147459728205
0,14,1,1,0,0,[],2.5,阶段2.5-得分触底未共振,38.00021191352856,23.0327408983743,-71.15028000386033,0,0,0,0,101.02,2026-01-27,0.06196792714313992,0.0542466838249851,0.0
4,14,1,0,2,0,[],2.5,阶段2.5-得分触底未共振,34.895213898284624,51.36389024313936,-25.68087094131741,0,0,0,-1,107.28,2026-02-03,-0.007270693512304249,-0.019668158090976884,-0.04753914988814312
3,14,1,0,1,0,[],2.5,阶段2.5-得分触底未共振,30.92793850287336,48.77372134337384,-5.356805515306859,0,0,0,0,106.5,2026-02-10,-0.012488262910798076,-0.051455399061032914,-0.0261032863849765
3,14,1,0,1,0,[],2.5,阶段2.5-得分触底未共振,25.8236943291181,45.95968093988274,-10.393110163424453,0,0,0,0,105.16,2026-02-24,-0.024819322936477706,-0.029573982502852814,-0.03632559908710531
0,14,0,0,0,0,[],2.5,阶段2.5-得分触底未共振,20.78940893483442,39.22725633890013,-37.05380058351367,0,0,0,0,102.55,2026-03-03,-0.004875670404680621,0.021843003412969297,0.0070209653827402185
2,14,1,0,0,1,['trend_break'],2.5,阶段2.5-得分触底未共振,17.889719720442105,41.04277865123445,-48.26918495147803,0,0,0,0,102.05,2026-03-10,0.02684958353748179,-0.006957373836354641,0.020970112689857823
4,14,1,0,2,2,"['trend_break', 'volatility_drop']",2.5,阶段2.5-得分触底未共振,16.497051417263137,52.785677717373495,-18.98889077089946,0,0,0,0,104.79,2026-03-17,-0.03292298883481248,-0.01450520087794649,-0.011833190189903697
0,14,1,1,0,1,['trend_break'],2.5,阶段2.5-得分触底未共振,14.923170901213567,41.58642602692992,-32.80647877685633,0,0,0,0,101.34,2026-03-24,0.019044799684231117,0.028123149792776747,-0.00690744029998025
3,14,1,0,1,1,['trend_break'],2.5,阶段2.5-得分触底未共振,12.465069251505462,50.202034792887936,-10.890420203215252,0,0,0,0,103.27,2026-03-31,0.008908685968819663,0.002711339207901675,-0.04773893676769625
3,14,1,0,1,2,"['trend_break', 'volume_divergence']",2.5,阶段2.5-得分触底未共振,11.988321022544838,48.77709981245822,6.4769726152117855,0,0,0,-1,103.11,2026-04-07,-9.698380370481985e-05,-0.01871787411502268,-0.1064882164678499
3,14,1,0,1,1,['trend_break'],2.5,阶段2.5-得分触底未共振,11.441978635738442,49.431788717788784,-11.624014586729713,0,0,0,1,103.1,2026-04-14,-0.01862269641125114,-0.02812803103782724,-0.15741998060135787
2,14,1,0,0,1,['trend_break'],2.5,阶段2.5-得分触底未共振,12.386810498467213,41.62982046812145,-24.077872015231634,0,0,0,0,101.18,2026-04-21,-0.009685708638070833,-0.08944455425973519,-0.16949990116623848
0,14,1,1,0,2,"['trend_break', 'volatility_drop']",2.5,阶段2.5-得分触底未共振,13.670375591735262,38.67081082728088,-43.49235224745346,0,0,0,0,100.2,2026-04-28,-0.0805389221556887,-0.13303393213572856,-0.1527944111776447
0,14,1,1,0,1,['momentum_reversal'],2.5,阶段2.5-得分触底未共振,32.583897808672816,18.24141837394086,-75.26174873968881,0,0,-1,0,90.56,2026-05-12,-0.05278268551236753,-0.0795053003533569,-0.12643551236749118
-2,14,0,1,0,1,['momentum_reversal'],2.5,阶段2.5-得分触底未共振,45.77246745195073,13.914385193725906,-75.69851303930561,0,0,-1,0,85.78,2026-05-19,-0.028211704359990653,-0.035789228258335415,-0.08685008160410357
-4,14,0,2,0,1,['momentum_reversal'],2.5,阶段2.5-得分触底未共振,51.877841878237845,12.022956133287892,-68.8645638757955,0,0,-1,0,83.36,2026-05-26,-0.007797504798464527,-0.05098368522072938,-0.12068138195777356
0,14,1,1,0,1,['momentum_reversal'],2.5,阶段2.5-得分触底未共振,45.65532135523479,27.787246140409195,-59.1635029683175,0,0,-1,0,82.71,2026-06-02,-0.04352557127312284,-0.05295611171563286,-0.09902067464635467
-4,14,0,2,0,1,['momentum_reversal'],2.5,阶段2.5-得分触底未共振,42.55258929851922,21.431791302613973,-60.66149142176771,0,0,0,0,79.11,2026-06-09,-0.009859689040576436,-0.07344204272531918,-0.09644798381999742
-2,14,0,1,0,0,[],2.5,阶段2.5-得分触底未共振,42.39317237770833,22.940354602616836,-57.32924703658807,0,0,0,1,78.33,2026-06-16,-0.06421549853185249,-0.048640367675220286,-0.02463934635516396
-4,14,0,2,0,1,['momentum_reversal'],2.5,阶段2.5-得分触底未共振,44.62228306436155,20.021333914739316,-63.55917920762716,0,0,0,0,74.76,2026-06-23,-0.01016586409844844,-0.04066345639379354,-0.005082932049224276
-4,14,0,2,0,1,['momentum_reversal'],2.5,阶段2.5-得分触底未共振,47.616124524010345,28.40208840735393,-65.88999891010633,0,0,0,0,74.0,2026-06-30,-0.03081081081081083,-0.008108108108108025,0.0108108108108107
-4,14,0,2,0,1,['momentum_reversal'],2.5,阶段2.5-得分触底未共振,49.50656594266761,26.645308003915474,-58.377906921870384,0,0,-1,0,71.72,2026-07-07,0.02342442833240388,0.03708867819297268,0.07194645844952596
-2,14,0,2,2,0,[],2.5,阶段2.5-得分触底未共振,45.41924125763493,39.65427050005954,-50.883765660011306,0,0,0,1,73.4,2026-07-14,0.013351498637601988,0.019073569482288777,
-1,14,0,1,1,1,['volume_divergence'],2.5,阶段2.5-得分触底未共振,35.95108824098072,46.57099889951028,-9.182313727732526,0,0,-1,0,74.38,2026-07-21,0.0056466792148426315,0.03361118580263511,
-1,14,0,1,1,0,[],2.5,阶段2.5-得分触底未共振,30.183468732632164,48.52611508828072,0.22425133879865664,0,0,-1,0,74.8,2026-07-28,0.027807486631016065,,
5,14,1,0,3,0,[],2.5,阶段2.5-得分触底未共振,33.50562711763946,53.27605835103785,44.976996018081266,0,0,0,0,76.88,2026-08-04,,,
