score_v221,max_score,event_pos,event_neg,trend_pos,end_count,end_signals,stage,stage_name,adx,rsi,wt1,smc_signal,turnover_signal,sector_relative_signal,ad_line_signal,close,date,fwd_5d,fwd_10d,fwd_20d
6,14,1,0,4,1,['volatility_drop'],2.0,动能衰减期,23.214520067407353,65.58926355100411,49.91174530032758,0,0,0,-1,485.97,2026-01-06,0.008704241002530866,0.058090005555898605,-0.02670946766261295
7,14,2,0,3,1,['volume_divergence'],2.0,动能衰减期,27.290894941193038,59.00190510347802,62.781220124560285,0,0,0,-1,490.2,2026-01-13,0.04895960832313362,0.015259077927376685,-0.014891880864953078
7,14,1,0,5,0,[],2.0,动能衰减期,28.281217376341754,63.50878579173977,64.46688795916046,0,0,0,0,514.2,2026-01-20,-0.03212757681835865,-0.08014391287436806,-0.035394788020225665
5,14,1,0,3,0,[],2.5,阶段2.5-得分触底未共振,22.616156744706316,54.01561498831533,33.10201906789082,0,0,0,0,497.68,2026-01-27,-0.04961019128757438,-0.029697797781707225,-0.0982157209451856
3,14,1,0,1,0,[],2.5,阶段2.5-得分触底未共振,21.16627886702615,45.1667515006621,-15.148040195976781,0,0,0,0,472.99,2026-02-03,0.02095181716315353,0.04864796295904772,-0.02325630563014014
4,14,1,0,2,1,['volatility_drop'],2.5,阶段2.5-得分触底未共振,19.708308250739673,50.30833484005687,-16.906458445981453,0,0,0,0,482.9,2026-02-10,0.02712776972458064,-0.07061503416856485,-0.04234831227997515
3,14,1,0,1,1,['volatility_drop'],2.5,阶段2.5-得分触底未共振,17.389463989941135,52.91848100992588,-7.84443288917125,0,0,0,0,487.33,2026-02-24,-0.08448074200233924,-0.062237087804978164,-0.08891305686085405
-4,14,0,2,0,3,"['trend_break', 'volume_divergence', 'volatility_drop']",3.0,动能结束期,16.671886428543658,35.244779501132896,-21.067149786758122,0,0,0,-1,446.16,2026-03-03,0.024296216603908904,0.00860677783754693,0.0018827326519632592
4,14,1,0,2,2,"['trend_break', 'volatility_drop']",2.5,阶段2.5-得分触底未共振,17.54370682099165,42.79468315885805,-37.54399876055059,0,0,0,0,457.0,2026-03-10,-0.015317286652078765,-0.02844638949671774,0.015273522975929987
2,14,1,0,0,2,"['trend_break', 'volatility_drop']",2.5,阶段2.5-得分触底未共振,18.683016669262557,40.07671853494214,-37.186680183688075,0,0,0,0,450.0,2026-03-17,-0.013333333333333308,-0.00666666666666671,0.05555555555555558
