zone,n,5d_mean,5d_median,20d_mean,20d_median,60d_mean,60d_median,60d_std,60d_p25,60d_p75,60d_max_dd_median
OB≥60,294,2.8196977738688354,-0.4007691546357661,11.936072341317201,-3.0851922526294318,5.993208792812935,-6.689531492156564,57.17196306712794,-16.14056653140212,9.756257402601475,11.597602065328585
H 40-60,303,0.5173765483711621,0.05401026194975511,2.592709736612672,1.2833366753559172,5.60922850283921,4.19086266004336,23.159108297148524,-14.855791752655644,24.13542381601025,16.868451055974806
M+ 20-40,225,2.2637303855541497,1.6508538899430603,4.98591235011304,4.322926288564566,13.177992196417607,5.382849989568106,24.426708188995487,-2.2690955576861627,23.24717152531175,16.809320019020447
N+ 0-20,283,-0.6491295869878594,-0.6593906321055054,-0.03761791258010902,-4.8922686945500615,-0.015162011530003681,0.4112808460634554,19.283589889529264,-9.467023606716962,11.92730026505111,13.653387810691186
N- -20-0,350,0.6841421654705261,0.0312695434646626,0.6978268749512849,0.7060404034078482,6.878002445159301,0.48761709226228245,29.400455347923,-13.06110628439039,26.355032979638683,14.689146469968401
M- -40-20,309,-0.5567253303189116,-0.5980066445182675,0.595848436056442,-1.203990368077057,-3.019761199994695,-7.791452599016274,29.37317080048753,-24.083876730902645,3.0307941106526237,10.726316959975842
L -60-40,272,1.2841091315348852,0.06701034457572419,2.752882986241675,2.1735831904354352,2.823626900258876,-1.472165877508258,19.71675455547068,-10.94936575873296,15.086851911828969,13.060881528113121
OS≤-60,81,0.8135011811347636,-0.6176305446378372,4.661464570969683,-0.7815478459778924,-3.387177246757976,-7.191650853889953,13.79231646528369,-13.754093480202457,2.286530903894257,7.33307603241991
