date,n_industries,fwd20,fwd60,fwd120,dd_mean,regime
2008-06-10,1,0.04201635822648009,-0.3248562317370942,-0.4530357007841096,-0.5078956526306805,bear
2008-12-01,16,0.017718986539148184,0.2941462579838824,0.6191034039224486,-0.6534758641164448,bear
2016-03-02,1,0.08054619488907622,-0.007855939342881202,0.12845408593091823,-0.5558839760918164,range
2018-10-11,1,0.08188631784288813,0.11059561852693167,0.5105686674623646,-0.5243214534266143,bear
