date,close,code
2014-02-21,1001.27,801740
2014-02-24,989.16,801740
2014-02-25,934.96,801740
2014-02-26,929.9,801740
2014-02-27,935.6,801740
2014-02-28,948.22,801740
2014-03-03,972.08,801740
2014-03-04,980.29,801740
2014-03-05,966.58,801740
2014-03-06,952.95,801740
2014-03-07,952.18,801740
2014-03-10,904.95,801740
2014-03-11,900.68,801740
2014-03-12,897.35,801740
2014-03-13,914.61,801740
2014-03-14,905.2,801740
2014-03-17,922.77,801740
2014-03-18,918.56,801740
2014-03-19,918.06,801740
2014-03-20,884.37,801740
2014-03-21,900.91,801740
2014-03-24,902.99,801740
2014-03-25,904.77,801740
2014-03-26,897.74,801740
2014-03-27,881.68,801740
2014-03-28,854.09,801740
2014-03-31,862.86,801740
2014-04-01,869.99,801740
2014-04-02,863.68,801740
2014-04-03,861.87,801740
2014-04-04,876.71,801740
2014-04-08,909.73,801740
2014-04-09,912.3,801740
2014-04-10,915.79,801740
2014-04-11,917.29,801740
2014-04-14,921.1,801740
2014-04-15,916.42,801740
2014-04-16,914.81,801740
2014-04-17,907.22,801740
2014-04-18,911.67,801740
2014-04-21,891.82,801740
2014-04-22,892.36,801740
2014-04-23,917.51,801740
2014-04-24,902.69,801740
2014-04-25,882.03,801740
2014-04-28,850.79,801740
2014-04-29,857.21,801740
2014-04-30,861.71,801740
2014-05-05,871.49,801740
2014-05-06,875.52,801740
2014-05-07,866.02,801740
2014-05-08,869.64,801740
2014-05-09,862.61,801740
2014-05-12,882.22,801740
2014-05-13,888.25,801740
2014-05-14,881.84,801740
2014-05-15,880.54,801740
2014-05-16,885.3,801740
2014-05-19,876.46,801740
2014-05-20,873.43,801740
2014-05-21,878.29,801740
2014-05-22,875.09,801740
2014-05-23,877.93,801740
2014-05-26,888.5,801740
2014-05-27,879.0,801740
2014-05-28,888.2,801740
2014-05-29,876.74,801740
2014-05-30,893.34,801740
2014-06-03,891.61,801740
2014-06-04,885.57,801740
2014-06-05,894.83,801740
2014-06-06,888.13,801740
2014-06-09,885.61,801740
2014-06-10,893.85,801740
2014-06-11,894.25,801740
2014-06-12,909.61,801740
2014-06-13,915.17,801740
2014-06-16,928.64,801740
2014-06-17,912.84,801740
2014-06-18,914.35,801740
2014-06-19,892.22,801740
2014-06-20,899.5,801740
2014-06-23,907.78,801740
2014-06-24,925.51,801740
2014-06-25,920.39,801740
2014-06-26,930.99,801740
2014-06-27,949.98,801740
2014-06-30,991.95,801740
2014-07-01,981.81,801740
2014-07-02,1009.65,801740
2014-07-03,995.69,801740
2014-07-04,993.67,801740
2014-07-07,1024.67,801740
2014-07-08,1023.15,801740
2014-07-09,1027.79,801740
2014-07-10,1025.34,801740
2014-07-11,1057.06,801740
2014-07-14,1051.4,801740
2014-07-15,1056.65,801740
2014-07-16,1008.6,801740
2014-07-17,992.29,801740
2014-07-18,983.46,801740
2014-07-21,999.66,801740
2014-07-22,1003.03,801740
2014-07-23,1005.29,801740
2014-07-24,989.99,801740
2014-07-25,994.92,801740
2014-07-28,1029.07,801740
2014-07-29,1050.83,801740
2014-07-30,1064.06,801740
2014-07-31,1074.57,801740
2014-08-01,1050.81,801740
2014-08-04,1066.75,801740
2014-08-05,1068.08,801740
2014-08-06,1085.72,801740
2014-08-07,1074.07,801740
2014-08-08,1082.13,801740
2014-08-11,1099.46,801740
2014-08-12,1102.29,801740
2014-08-13,1088.29,801740
2014-08-14,1078.18,801740
2014-08-15,1087.43,801740
2014-08-18,1099.04,801740
2014-08-19,1106.86,801740
2014-08-20,1107.04,801740
2014-08-21,1111.82,801740
2014-08-22,1112.8,801740
2014-08-25,1093.95,801740
2014-08-26,1076.14,801740
2014-08-27,1113.76,801740
2014-08-28,1087.06,801740
2014-08-29,1127.86,801740
2014-09-01,1164.75,801740
2014-09-02,1215.28,801740
2014-09-03,1223.04,801740
2014-09-04,1244.18,801740
2014-09-05,1264.19,801740
2014-09-09,1267.76,801740
2014-09-10,1273.06,801740
2014-09-11,1279.71,801740
