code,name
801125,白酒Ⅱ
801143,造纸
801151,化学制药
801152,生物制品
801991,航空机场
801193,证券Ⅱ
801194,保险Ⅱ
801742,航空装备Ⅱ
801745,军工电子Ⅱ
