date,close,code
2014-02-21,3068.08,801710
2014-02-24,2992.49,801710
2014-02-25,2911.83,801710
2014-02-26,2928.3,801710
2014-02-27,2910.74,801710
2014-02-28,2948.91,801710
2014-03-03,2977.51,801710
2014-03-04,2966.14,801710
2014-03-05,2968.53,801710
2014-03-06,2994.49,801710
2014-03-07,2972.39,801710
2014-03-10,2859.12,801710
2014-03-11,2894.23,801710
2014-03-12,2914.05,801710
2014-03-13,2934.09,801710
2014-03-14,2923.72,801710
2014-03-17,2989.47,801710
2014-03-18,2991.26,801710
2014-03-19,3022.99,801710
2014-03-20,2983.99,801710
2014-03-21,3060.94,801710
2014-03-24,3128.6,801710
2014-03-25,3113.7,801710
2014-03-26,3120.49,801710
2014-03-27,3074.8,801710
2014-03-28,3087.81,801710
2014-03-31,3077.63,801710
2014-04-01,3099.6,801710
2014-04-02,3155.69,801710
2014-04-03,3144.29,801710
2014-04-04,3161.99,801710
2014-04-08,3208.32,801710
2014-04-09,3227.0,801710
2014-04-10,3306.93,801710
2014-04-11,3253.91,801710
2014-04-14,3284.18,801710
2014-04-15,3222.35,801710
2014-04-16,3249.13,801710
2014-04-17,3207.56,801710
2014-04-18,3205.59,801710
2014-04-21,3139.31,801710
2014-04-22,3121.61,801710
2014-04-23,3133.51,801710
2014-04-24,3107.6,801710
2014-04-25,3037.6,801710
2014-04-28,2986.84,801710
2014-04-29,3046.24,801710
2014-04-30,3053.19,801710
2014-05-05,3070.43,801710
2014-05-06,3067.8,801710
2014-05-07,3021.34,801710
2014-05-08,3015.3,801710
2014-05-09,2989.71,801710
2014-05-12,3049.83,801710
2014-05-13,3056.99,801710
2014-05-14,3055.12,801710
2014-05-15,3010.13,801710
2014-05-16,3003.86,801710
2014-05-19,2975.6,801710
2014-05-20,2982.79,801710
2014-05-21,3000.34,801710
2014-05-22,2992.87,801710
2014-05-23,3018.42,801710
2014-05-26,3045.97,801710
2014-05-27,3035.6,801710
2014-05-28,3054.93,801710
2014-05-29,3029.95,801710
2014-05-30,3030.98,801710
2014-06-03,3042.22,801710
2014-06-04,3005.4,801710
2014-06-05,3041.09,801710
2014-06-06,3017.66,801710
2014-06-09,3011.63,801710
2014-06-10,3040.61,801710
2014-06-11,3042.33,801710
2014-06-12,3037.07,801710
2014-06-13,3066.56,801710
2014-06-16,3105.54,801710
2014-06-17,3067.54,801710
2014-06-18,3033.9,801710
2014-06-19,2959.21,801710
2014-06-20,2975.43,801710
2014-06-23,2993.54,801710
2014-06-24,3006.11,801710
2014-06-25,3004.16,801710
2014-06-26,3034.48,801710
2014-06-27,3048.5,801710
2014-06-30,3060.64,801710
2014-07-01,3066.51,801710
2014-07-02,3079.48,801710
2014-07-03,3114.39,801710
2014-07-04,3111.91,801710
2014-07-07,3124.02,801710
2014-07-08,3126.38,801710
2014-07-09,3078.87,801710
2014-07-10,3104.97,801710
2014-07-11,3125.86,801710
2014-07-14,3186.68,801710
2014-07-15,3180.96,801710
2014-07-16,3170.6,801710
2014-07-17,3161.66,801710
2014-07-18,3184.79,801710
2014-07-21,3171.43,801710
2014-07-22,3200.83,801710
2014-07-23,3217.38,801710
2014-07-24,3237.74,801710
2014-07-25,3263.66,801710
2014-07-28,3315.68,801710
2014-07-29,3323.02,801710
2014-07-30,3318.57,801710
2014-07-31,3340.15,801710
2014-08-01,3298.1,801710
2014-08-04,3377.94,801710
2014-08-05,3414.96,801710
2014-08-06,3410.68,801710
2014-08-07,3359.3,801710
2014-08-08,3371.03,801710
2014-08-11,3418.56,801710
2014-08-12,3445.82,801710
2014-08-13,3440.22,801710
2014-08-14,3414.28,801710
2014-08-15,3449.39,801710
2014-08-18,3486.87,801710
2014-08-19,3492.9,801710
2014-08-20,3496.28,801710
2014-08-21,3471.39,801710
2014-08-22,3488.29,801710
2014-08-25,3463.57,801710
2014-08-26,3404.9,801710
2014-08-27,3413.96,801710
2014-08-28,3391.68,801710
2014-08-29,3424.03,801710
2014-09-01,3478.43,801710
2014-09-02,3524.69,801710
2014-09-03,3540.91,801710
2014-09-04,3575.06,801710
2014-09-05,3596.98,801710
2014-09-09,3616.3,801710
2014-09-10,3612.02,801710
2014-09-11,3621.87,801710
2014-09-12,3662.1,801710
2014-09-15,3699.2,801710
2014-09-16,3582.06,801710
2014-09-17,3620.1,801710
2014-09-18,3625.27,801710
2014-09-19,3657.68,801710
2014-09-22,3610.95,801710
2014-09-23,3672.29,801710
2014-09-24,3716.24,801710
2014-09-25,3710.26,801710
2014-09-26,3734.7,801710
2014-09-29,3769.35,801710
2014-09-30,3783.07,801710
2014-10-08,3844.45,801710
2014-10-09,3864.34,801710
2014-10-10,3835.3,801710
