date,close,code
2014-02-21,989.24,801790
2014-02-24,974.47,801790
2014-02-25,946.67,801790
2014-02-26,943.78,801790
2014-02-27,945.4,801790
2014-02-28,971.61,801790
2014-03-03,962.89,801790
2014-03-04,963.03,801790
2014-03-05,952.72,801790
2014-03-06,960.73,801790
2014-03-07,950.85,801790
2014-03-10,917.65,801790
2014-03-11,919.7,801790
2014-03-12,916.72,801790
2014-03-13,926.83,801790
2014-03-14,921.47,801790
2014-03-17,926.78,801790
2014-03-18,921.96,801790
2014-03-19,914.18,801790
2014-03-20,904.14,801790
2014-03-21,942.58,801790
2014-03-24,958.12,801790
2014-03-25,953.21,801790
2014-03-26,948.61,801790
2014-03-27,943.34,801790
2014-03-28,941.39,801790
2014-03-31,935.77,801790
2014-04-01,944.74,801790
2014-04-02,954.08,801790
2014-04-03,955.36,801790
2014-04-04,965.49,801790
2014-04-08,991.02,801790
2014-04-09,985.1,801790
2014-04-10,1036.82,801790
2014-04-11,1023.42,801790
2014-04-14,1017.5,801790
2014-04-15,995.52,801790
2014-04-16,1001.62,801790
2014-04-17,996.98,801790
2014-04-18,1000.59,801790
2014-04-21,977.89,801790
2014-04-22,985.47,801790
2014-04-23,976.95,801790
2014-04-24,979.16,801790
2014-04-25,967.53,801790
2014-04-28,950.24,801790
2014-04-29,969.22,801790
2014-04-30,968.34,801790
2014-05-05,974.39,801790
2014-05-06,975.11,801790
2014-05-07,971.1,801790
2014-05-08,974.56,801790
2014-05-09,976.96,801790
2014-05-12,1003.73,801790
2014-05-13,999.06,801790
2014-05-14,1000.77,801790
2014-05-15,982.09,801790
2014-05-16,974.92,801790
2014-05-19,953.21,801790
2014-05-20,956.68,801790
2014-05-21,966.43,801790
2014-05-22,964.17,801790
2014-05-23,972.54,801790
2014-05-26,970.97,801790
2014-05-27,964.32,801790
2014-05-28,981.13,801790
2014-05-29,971.59,801790
2014-05-30,973.29,801790
2014-06-03,969.79,801790
2014-06-04,959.82,801790
2014-06-05,971.3,801790
2014-06-06,964.54,801790
2014-06-09,963.27,801790
2014-06-10,981.75,801790
2014-06-11,974.28,801790
