date,close,code
2014-02-21,1000.62,801760
2014-02-24,1017.51,801760
2014-02-25,978.67,801760
2014-02-26,959.03,801760
2014-02-27,923.77,801760
2014-02-28,931.63,801760
2014-03-03,948.93,801760
2014-03-04,942.63,801760
2014-03-05,938.58,801760
2014-03-06,945.06,801760
2014-03-07,942.18,801760
2014-03-10,896.54,801760
2014-03-11,898.41,801760
2014-03-12,906.57,801760
2014-03-13,916.83,801760
2014-03-14,920.15,801760
2014-03-17,942.6,801760
2014-03-18,952.35,801760
2014-03-19,939.98,801760
2014-03-20,903.45,801760
2014-03-21,917.85,801760
2014-03-24,910.39,801760
2014-03-25,919.53,801760
2014-03-26,926.16,801760
2014-03-27,897.5,801760
2014-03-28,873.41,801760
2014-03-31,860.69,801760
2014-04-01,871.45,801760
2014-04-02,860.06,801760
2014-04-03,861.42,801760
2014-04-04,876.94,801760
2014-04-08,882.05,801760
2014-04-09,899.11,801760
2014-04-10,904.22,801760
2014-04-11,900.87,801760
2014-04-14,908.09,801760
2014-04-15,902.68,801760
2014-04-16,902.56,801760
2014-04-17,905.29,801760
2014-04-18,910.17,801760
2014-04-21,899.75,801760
2014-04-22,893.0,801760
2014-04-23,880.54,801760
2014-04-24,875.48,801760
2014-04-25,855.55,801760
2014-04-28,828.52,801760
2014-04-29,839.82,801760
2014-04-30,852.63,801760
2014-05-05,860.22,801760
2014-05-06,868.34,801760
2014-05-07,849.29,801760
2014-05-08,847.73,801760
2014-05-09,841.18,801760
2014-05-12,857.34,801760
2014-05-13,862.31,801760
2014-05-14,859.94,801760
2014-05-15,846.1,801760
2014-05-16,835.87,801760
2014-05-19,836.13,801760
2014-05-20,842.9,801760
2014-05-21,846.5,801760
2014-05-22,848.85,801760
2014-05-23,865.87,801760
2014-05-26,880.17,801760
2014-05-27,869.81,801760
2014-05-28,886.1,801760
2014-05-29,868.52,801760
2014-05-30,869.39,801760
2014-06-03,876.29,801760
2014-06-04,876.83,801760
2014-06-05,907.44,801760
2014-06-06,900.79,801760
2014-06-09,892.42,801760
2014-06-10,908.25,801760
2014-06-11,909.46,801760
2014-06-12,907.77,801760
2014-06-13,916.34,801760
2014-06-16,926.03,801760
2014-06-17,913.86,801760
2014-06-18,902.06,801760
2014-06-19,873.66,801760
2014-06-20,878.35,801760
2014-06-23,893.5,801760
2014-06-24,899.26,801760
2014-06-25,894.67,801760
2014-06-26,905.26,801760
2014-06-27,909.27,801760
2014-06-30,913.25,801760
2014-07-01,922.24,801760
2014-07-02,925.01,801760
2014-07-03,920.82,801760
2014-07-04,920.78,801760
2014-07-07,912.24,801760
2014-07-08,915.94,801760
2014-07-09,894.91,801760
2014-07-10,885.9,801760
2014-07-11,886.93,801760
2014-07-14,884.85,801760
2014-07-15,872.62,801760
2014-07-16,861.19,801760
2014-07-17,852.2,801760
2014-07-18,847.22,801760
2014-07-21,851.14,801760
2014-07-22,857.01,801760
2014-07-23,840.01,801760
2014-07-24,831.02,801760
2014-07-25,840.75,801760
2014-07-28,860.3,801760
2014-07-29,868.49,801760
2014-07-30,871.67,801760
2014-07-31,878.33,801760
2014-08-01,862.34,801760
2014-08-04,868.0,801760
2014-08-05,884.34,801760
2014-08-06,883.02,801760
2014-08-07,879.57,801760
2014-08-08,888.07,801760
2014-08-11,896.01,801760
2014-08-12,898.41,801760
2014-08-13,892.82,801760
2014-08-14,890.6,801760
2014-08-15,900.92,801760
2014-08-18,928.44,801760
2014-08-19,940.67,801760
2014-08-20,934.59,801760
2014-08-21,965.78,801760
2014-08-22,969.25,801760
2014-08-25,962.35,801760
2014-08-26,947.25,801760
2014-08-27,948.97,801760
2014-08-28,941.13,801760
2014-08-29,944.08,801760
2014-09-01,960.77,801760
2014-09-02,970.1,801760
2014-09-03,988.95,801760
2014-09-04,990.62,801760
2014-09-05,986.54,801760
2014-09-09,992.36,801760
2014-09-10,995.39,801760
2014-09-11,997.54,801760
2014-09-12,1000.77,801760
2014-09-15,1002.18,801760
2014-09-16,963.6,801760
2014-09-17,967.34,801760
2014-09-18,967.94,801760
2014-09-19,974.98,801760
2014-09-22,962.48,801760
2014-09-23,974.67,801760
2014-09-24,982.75,801760
2014-09-25,984.35,801760
2014-09-26,985.8,801760
2014-09-29,994.78,801760
2014-09-30,1001.6,801760
2014-10-08,1003.26,801760
2014-10-09,1012.13,801760
2014-10-10,1006.35,801760
2014-10-13,1001.97,801760
2014-10-14,998.82,801760
2014-10-15,1007.5,801760
2014-10-16,998.86,801760
2014-10-17,987.03,801760
2014-10-20,997.93,801760
2014-10-21,991.87,801760
2014-10-22,978.88,801760
2014-10-23,961.39,801760
2014-10-24,968.86,801760
2014-10-27,972.63,801760
2014-10-28,989.27,801760
2014-10-29,996.52,801760
2014-10-30,990.94,801760
2014-10-31,987.13,801760
2014-11-03,993.92,801760
2014-11-04,984.92,801760
2014-11-05,980.13,801760
2014-11-06,989.86,801760
2014-11-07,986.52,801760
2014-11-10,994.42,801760
2014-11-11,965.57,801760
2014-11-12,975.38,801760
2014-11-13,955.93,801760
2014-11-14,954.79,801760
2014-11-17,971.18,801760
2014-11-18,978.46,801760
2014-11-19,997.91,801760
2014-11-20,994.79,801760
2014-11-21,1012.41,801760
2014-11-24,1027.75,801760
2014-11-25,1047.88,801760
2014-11-26,1053.02,801760
2014-11-27,1051.53,801760
2014-11-28,1051.28,801760
2014-12-01,1040.09,801760
2014-12-02,1046.32,801760
2014-12-03,1078.1,801760
2014-12-04,1093.99,801760
2014-12-05,1067.24,801760
