date,close,code
1999-12-30,1000.0,801180
2000-01-04,1032.15,801180
2000-01-05,1034.17,801180
2000-01-06,1069.96,801180
2000-01-07,1107.52,801180
2000-01-10,1133.78,801180
2000-01-11,1083.97,801180
2000-01-12,1058.68,801180
2000-01-13,1051.14,801180
2000-01-14,1038.64,801180
2000-01-17,1057.72,801180
2000-01-18,1053.7,801180
2000-01-19,1062.14,801180
2000-01-20,1082.54,801180
2000-01-21,1080.92,801180
2000-01-24,1092.06,801180
2000-01-25,1093.5,801180
2000-01-26,1102.74,801180
2000-01-27,1119.8,801180
2000-01-28,1146.88,801180
2000-02-14,1250.26,801180
2000-02-15,1248.13,801180
2000-02-16,1281.06,801180
2000-02-17,1250.23,801180
2000-02-18,1263.63,801180
2000-02-21,1288.6,801180
2000-02-22,1241.08,801180
2000-02-23,1212.82,801180
2000-02-24,1233.37,801180
2000-02-25,1225.59,801180
2000-02-28,1279.61,801180
2000-02-29,1305.27,801180
2000-03-01,1308.49,801180
2000-03-02,1309.6,801180
2000-03-03,1320.73,801180
2000-03-06,1255.9,801180
2000-03-07,1255.62,801180
2000-03-08,1282.95,801180
2000-03-09,1274.54,801180
2000-03-10,1258.28,801180
2000-03-13,1288.19,801180
2000-03-14,1263.84,801180
2000-03-15,1277.46,801180
2000-03-16,1213.87,801180
2000-03-17,1258.05,801180
2000-03-20,1293.07,801180
2000-03-21,1305.41,801180
2000-03-22,1310.16,801180
2000-03-23,1332.27,801180
2000-03-24,1326.93,801180
2000-03-27,1378.08,801180
2000-03-28,1377.17,801180
2000-03-29,1366.09,801180
2000-03-30,1384.85,801180
2000-03-31,1375.7,801180
2000-04-03,1379.91,801180
2000-04-04,1356.99,801180
2000-04-05,1375.83,801180
2000-04-06,1429.48,801180
2000-04-07,1431.03,801180
2000-04-10,1438.1,801180
2000-04-11,1419.2,801180
2000-04-12,1409.77,801180
2000-04-13,1425.27,801180
2000-04-14,1423.12,801180
2000-04-17,1390.51,801180
2000-04-18,1398.64,801180
2000-04-19,1415.18,801180
2000-04-20,1427.46,801180
2000-04-21,1423.42,801180
2000-04-24,1425.73,801180
2000-04-25,1411.96,801180
2000-04-26,1408.93,801180
2000-04-27,1386.57,801180
2000-04-28,1411.46,801180
2000-05-08,1414.24,801180
2000-05-09,1388.61,801180
2000-05-10,1341.8,801180
2000-05-11,1315.09,801180
2000-05-12,1310.9,801180
2000-05-15,1288.52,801180
2000-05-16,1307.83,801180
2000-05-17,1308.66,801180
2000-05-18,1340.21,801180
2000-05-19,1361.13,801180
2000-05-22,1400.74,801180
2000-05-23,1398.42,801180
2000-05-24,1419.91,801180
2000-05-25,1439.4,801180
2000-05-26,1434.47,801180
2000-05-29,1448.57,801180
2000-05-30,1434.62,801180
2000-05-31,1454.02,801180
2000-06-01,1476.42,801180
2000-06-02,1484.7,801180
2000-06-05,1465.99,801180
2000-06-06,1495.32,801180
2000-06-07,1504.37,801180
2000-06-08,1503.17,801180
2000-06-09,1487.54,801180
2000-06-12,1496.88,801180
2000-06-13,1517.58,801180
2000-06-14,1513.91,801180
2000-06-15,1523.54,801180
2000-06-16,1499.66,801180
2000-06-19,1485.48,801180
2000-06-20,1482.97,801180
2000-06-21,1493.01,801180
2000-06-22,1486.63,801180
2000-06-23,1500.39,801180
2000-06-26,1512.93,801180
2000-06-27,1517.19,801180
2000-06-28,1525.22,801180
2000-06-29,1523.14,801180
2000-06-30,1512.63,801180
2000-07-03,1481.29,801180
2000-07-04,1490.8,801180
2000-07-05,1486.81,801180
2000-07-06,1476.0,801180
2000-07-07,1493.97,801180
2000-07-10,1503.29,801180
2000-07-11,1517.57,801180
2000-07-12,1519.59,801180
2000-07-13,1525.79,801180
2000-07-14,1533.88,801180
2000-07-17,1522.12,801180
2000-07-18,1527.79,801180
2000-07-19,1525.1,801180
2000-07-20,1525.49,801180
2000-07-21,1530.9,801180
2000-07-24,1539.21,801180
2000-07-25,1545.84,801180
2000-07-26,1557.13,801180
2000-07-27,1553.66,801180
2000-07-28,1556.24,801180
2000-07-31,1561.77,801180
2000-08-01,1567.34,801180
2000-08-02,1561.09,801180
2000-08-03,1563.25,801180
2000-08-04,1549.01,801180
2000-08-07,1560.27,801180
2000-08-08,1567.57,801180
2000-08-09,1573.37,801180
2000-08-10,1570.88,801180
2000-08-11,1577.17,801180
2000-08-14,1584.2,801180
2000-08-15,1578.54,801180
2000-08-16,1587.15,801180
2000-08-17,1585.41,801180
2000-08-18,1583.69,801180
2000-08-21,1593.12,801180
2000-08-22,1569.72,801180
2000-08-23,1558.68,801180
2000-08-24,1573.09,801180
2000-08-25,1584.77,801180
2000-08-28,1591.09,801180
2000-08-29,1595.56,801180
2000-08-30,1578.16,801180
2000-08-31,1529.68,801180
2000-09-01,1513.83,801180
2000-09-04,1519.92,801180
2000-09-05,1492.72,801180
2000-09-06,1457.91,801180
2000-09-07,1477.65,801180
2000-09-08,1483.41,801180
2000-09-11,1491.97,801180
2000-09-12,1510.11,801180
2000-09-13,1516.57,801180
2000-09-14,1512.39,801180
2000-09-15,1515.97,801180
2000-09-18,1488.88,801180
2000-09-19,1456.91,801180
2000-09-20,1474.32,801180
2000-09-21,1460.31,801180
2000-09-22,1445.6,801180
2000-09-25,1436.25,801180
2000-09-26,1448.88,801180
2000-09-27,1465.0,801180
2000-09-28,1440.47,801180
2000-09-29,1460.58,801180
2000-10-09,1467.61,801180
2000-10-10,1487.32,801180
2000-10-11,1480.99,801180
2000-10-12,1478.55,801180
2000-10-13,1479.34,801180
2000-10-16,1468.51,801180
2000-10-17,1471.63,801180
2000-10-18,1481.42,801180
2000-10-19,1470.68,801180
2000-10-20,1493.67,801180
2000-10-23,1504.1,801180
2000-10-24,1502.76,801180
2000-10-25,1515.58,801180
2000-10-26,1505.29,801180
2000-10-27,1510.59,801180
2000-10-30,1510.17,801180
2000-10-31,1498.47,801180
2000-11-01,1507.1,801180
2000-11-02,1508.88,801180
2000-11-03,1502.59,801180
2000-11-06,1510.04,801180
2000-11-07,1514.35,801180
2000-11-08,1523.66,801180
2000-11-09,1537.03,801180
2000-11-10,1557.95,801180
2000-11-13,1576.08,801180
2000-11-14,1585.94,801180
2000-11-15,1588.57,801180
2000-11-16,1600.8,801180
2000-11-17,1591.72,801180
2000-11-20,1605.26,801180
2000-11-21,1601.95,801180
2000-11-22,1623.17,801180
2000-11-23,1631.88,801180
2000-11-24,1572.8,801180
2000-11-27,1579.98,801180
2000-11-28,1604.57,801180
2000-11-29,1593.61,801180
2000-11-30,1591.39,801180
2000-12-01,1601.91,801180
2000-12-04,1623.0,801180
2000-12-05,1623.48,801180
2000-12-06,1599.85,801180
2000-12-07,1591.67,801180
2000-12-08,1595.53,801180
2000-12-11,1577.16,801180
2000-12-12,1589.97,801180
2000-12-13,1583.57,801180
2000-12-14,1576.91,801180
2000-12-15,1570.37,801180
2000-12-18,1571.83,801180
2000-12-19,1574.75,801180
2000-12-20,1593.51,801180
2000-12-21,1591.81,801180
2000-12-22,1591.38,801180
2000-12-25,1591.82,801180
2000-12-26,1601.82,801180
2000-12-27,1583.32,801180
2000-12-28,1585.52,801180
2000-12-29,1598.51,801180
2001-01-02,1629.31,801180
2001-01-03,1651.01,801180
2001-01-04,1639.79,801180
2001-01-05,1651.57,801180
2001-01-08,1642.9,801180
2001-01-09,1643.13,801180
2001-01-10,1688.75,801180
2001-01-11,1683.77,801180
2001-01-12,1666.38,801180
2001-01-15,1609.82,801180
2001-01-16,1621.54,801180
2001-01-17,1608.36,801180
2001-01-18,1608.83,801180
2001-01-19,1625.04,801180
2001-02-05,1573.99,801180
2001-02-06,1561.65,801180
2001-02-07,1543.14,801180
2001-02-08,1499.66,801180
2001-02-09,1521.04,801180
2001-02-12,1526.12,801180
2001-02-13,1528.67,801180
2001-02-14,1527.42,801180
2001-02-15,1515.77,801180
2001-02-16,1517.73,801180
2001-02-19,1539.87,801180
2001-02-20,1522.47,801180
2001-02-21,1470.84,801180
2001-02-22,1462.62,801180
2001-02-23,1479.54,801180
2001-02-26,1489.19,801180
2001-02-27,1506.61,801180
2001-02-28,1500.46,801180
2001-03-01,1504.47,801180
2001-03-02,1522.04,801180
2001-03-05,1517.9,801180
2001-03-06,1519.31,801180
2001-03-07,1522.15,801180
2001-03-08,1535.59,801180
