date,close,code
1999-12-30,1000.0,801170
2000-01-04,1026.69,801170
2000-01-05,1031.12,801170
2000-01-06,1066.99,801170
2000-01-07,1109.21,801170
2000-01-10,1126.38,801170
2000-01-11,1078.71,801170
2000-01-12,1050.72,801170
2000-01-13,1041.98,801170
2000-01-14,1030.26,801170
2000-01-17,1050.78,801170
2000-01-18,1048.31,801170
2000-01-19,1057.63,801170
2000-01-20,1069.98,801170
2000-01-21,1071.66,801170
2000-01-24,1079.28,801170
2000-01-25,1077.57,801170
2000-01-26,1083.72,801170
2000-01-27,1087.26,801170
2000-01-28,1100.44,801170
2000-02-14,1201.02,801170
2000-02-15,1208.12,801170
2000-02-16,1244.17,801170
2000-02-17,1253.45,801170
2000-02-18,1293.68,801170
2000-02-21,1316.53,801170
2000-02-22,1256.92,801170
2000-02-23,1208.42,801170
2000-02-24,1245.34,801170
2000-02-25,1226.1,801170
2000-02-28,1274.72,801170
2000-02-29,1279.83,801170
2000-03-01,1276.04,801170
2000-03-02,1282.66,801170
2000-03-03,1302.37,801170
2000-03-06,1251.79,801170
2000-03-07,1270.03,801170
2000-03-08,1294.08,801170
2000-03-09,1292.85,801170
2000-03-10,1271.98,801170
2000-03-13,1290.64,801170
2000-03-14,1254.83,801170
2000-03-15,1260.7,801170
2000-03-16,1200.73,801170
2000-03-17,1242.86,801170
2000-03-20,1263.95,801170
2000-03-21,1270.07,801170
2000-03-22,1285.84,801170
2000-03-23,1296.25,801170
2000-03-24,1273.26,801170
2000-03-27,1298.7,801170
2000-03-28,1325.58,801170
2000-03-29,1318.6,801170
2000-03-30,1338.34,801170
2000-03-31,1324.47,801170
2000-04-03,1314.35,801170
2000-04-04,1287.6,801170
2000-04-05,1303.14,801170
2000-04-06,1331.21,801170
2000-04-07,1350.93,801170
2000-04-10,1366.41,801170
2000-04-11,1354.17,801170
2000-04-12,1340.72,801170
2000-04-13,1354.21,801170
2000-04-14,1349.27,801170
2000-04-17,1322.25,801170
2000-04-18,1327.17,801170
2000-04-19,1352.47,801170
2000-04-20,1378.17,801170
2000-04-21,1386.56,801170
2000-04-24,1372.77,801170
2000-04-25,1379.21,801170
2000-04-26,1380.74,801170
2000-04-27,1365.46,801170
2000-04-28,1385.25,801170
2000-05-08,1406.56,801170
2000-05-09,1382.91,801170
2000-05-10,1333.03,801170
2000-05-11,1307.31,801170
2000-05-12,1306.64,801170
2000-05-15,1303.51,801170
2000-05-16,1315.63,801170
2000-05-17,1322.95,801170
2000-05-18,1351.95,801170
2000-05-19,1365.58,801170
2000-05-22,1399.75,801170
2000-05-23,1406.05,801170
2000-05-24,1419.98,801170
2000-05-25,1443.55,801170
2000-05-26,1441.23,801170
2000-05-29,1450.71,801170
2000-05-30,1438.33,801170
2000-05-31,1446.22,801170
2000-06-01,1455.51,801170
2000-06-02,1473.64,801170
2000-06-05,1460.99,801170
2000-06-06,1470.6,801170
2000-06-07,1500.32,801170
2000-06-08,1492.63,801170
2000-06-09,1460.09,801170
2000-06-12,1473.98,801170
2000-06-13,1491.82,801170
2000-06-14,1499.18,801170
2000-06-15,1503.38,801170
2000-06-16,1496.81,801170
2000-06-19,1487.3,801170
2000-06-20,1470.65,801170
2000-06-21,1481.73,801170
2000-06-22,1482.32,801170
2000-06-23,1498.67,801170
2000-06-26,1506.8,801170
2000-06-27,1503.44,801170
